geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00084738,3.1,7.7,36.9,52.3
E00084739,2.1,21.7,48.7,27.5
E00084740,0,18.6,44.1,37.3
E00084742,3.9,17.3,25.2,53.5
E00084744,3.6,17.9,40,38.6
E00084749,8.4,23.5,41.9,26.3
E00084750,22.7,36,19.3,22
E00084754,4.8,23.8,39.5,32
E00084755,3,24.6,28.4,44
E00084759,3.6,17.5,43.1,35.8
E00084761,20.4,28.5,24.1,27
E00084762,3.5,43.8,30.6,22.2
E00084767,0.9,7.9,31.6,59.6
E00084773,3.8,13.8,38.5,43.8
E00084774,1.9,5.7,59,33.3
E00084775,15.2,13.1,40.4,31.3
E00084776,5.8,20.8,29.2,44.2
E00084777,7.5,27.6,38.8,26.1
E00084779,4,12.7,35.7,47.6
E00087848,0.7,9,51.7,38.6
E00087849,0.9,12.2,56.5,30.4
E00087850,2.3,8.6,63.3,25.8
E00087851,5.6,34.3,29.6,30.5
E00087853,4,8.9,50.5,36.6
E00087854,0.8,25.4,47.5,26.2
E00087855,0.8,29.2,39.2,30.8
E00087856,3.3,17.1,26.3,53.3
E00087859,5.8,9.6,48.1,36.5
E00087860,20.4,20.4,51.6,7.5
E00087862,5.9,62.7,9.8,21.6
E00087863,0,7.3,67.9,24.8
E00087920,5,12,30,53
E00087921,20.9,8.7,37.4,33
E00087922,3,12.7,36.6,47.8
E00087923,4.7,15.4,38.3,41.6
E00087924,4.4,34.3,42.3,19
E00087925,1.2,33.5,37.9,27.4
E00087926,23.8,13.9,43.4,18.9
E00087927,1.9,14.7,42.3,41
E00087953,4.6,20.5,52.3,22.5
E00087955,0.6,10,37.5,51.9
E00087956,0.8,22.7,51.6,25
E00087959,0,15.4,70.6,14
E00087960,13.6,26.4,38.4,21.6
E00087962,13.1,20.6,55.1,11.2
E00087963,27.9,22.1,41.9,8.1
E00087964,6.6,19,57.9,16.5
E00087965,0,13.3,62.7,24
E00088132,0,7.5,76.7,15.8
E00088133,0,27.5,35.9,36.6
E00088134,0.8,2.5,33.1,63.6
E00088135,1.5,3.7,55.1,39.7
E00088136,0.8,12.9,62.9,23.4
E00088137,0,8.9,43.9,47.2
E00088138,0,3,62.1,34.8
E00088139,19.5,3.3,58.5,18.7
E00088140,0,14,64.5,21.5
E00088141,18,2.3,73.4,6.3
E00088142,5,9.2,34.5,51.3
E00088143,6.3,4.9,29.2,59.7
E00088144,0,3.3,75,21.7
E00088145,31.2,9.6,10.4,48.8
E00088146,2.2,13.8,49.3,34.8
E00088147,22.4,23.2,52,2.4
E00088148,10.9,14.8,42.2,32
E00088149,0,9.4,47.9,42.7
E00088150,0,8.1,21.1,70.7
E00088151,0,18.6,42.4,39
E00088152,0,13.9,32.8,53.3
E00088153,0,7.3,18.2,74.5
E00088154,1.6,10.2,55.1,33.1
E00088155,42.9,31.4,18.6,7.1
E00088156,31.5,10.5,51.6,6.5
E00088157,14.4,36.9,44.1,4.5
E00088158,1.4,5.8,84.2,8.6
