geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00032499,8.2,66.4,25.5
E00032501,4.1,52.8,43.1
E00032502,5.8,51.9,42.3
E00032504,6.5,58.1,35.5
E00032505,11,63.3,25.7
E00032506,12.6,43.7,43.7
E00032507,8.7,65.4,26
E00032561,8,62.8,29.2
E00032562,22.1,47.1,30.9
E00032563,8.9,73.2,17.9
E00032564,7.4,63.2,29.4
E00032566,17,59.8,23.2
E00032567,12.1,69.7,18.2
E00032627,16.7,46.5,36.8
E00032628,14.6,41.7,43.7
E00032637,7.6,52.1,40.3
E00032639,14.1,43.6,42.3
E00032640,4.3,65.2,30.4
E00032641,14.5,50.9,34.5
E00032644,14.7,52,33.3
E00032645,9.5,48.3,42.2
E00032646,4.9,61.8,33.3
E00032647,17,50,33
E00032649,9.4,47.9,42.7
E00032650,9.3,50.8,39.8
E00032651,12,51,37
E00032652,9.2,46.9,43.9
E00032653,4.9,44.7,50.5
E00032654,9.4,53.8,36.8
E00032656,12.4,46.7,40.9
E00032657,8.1,50,41.9
E00032659,3.4,52.1,44.5
E00032660,11.8,41.2,47.1
E00032661,15.5,50,34.5
E00032662,16.5,57.6,25.9
E00032663,9.1,43.4,47.5
E00032664,7.8,44.5,47.7
E00032665,15.7,29.6,54.6
E00032666,12.7,45.2,42.1
E00032667,18.3,46.8,34.9
E00032668,12.1,42.9,45.1
E00032686,11.2,56.2,32.6
E00032687,11.3,56.7,32
E00032688,10.5,57.9,31.6
E00032689,10.2,44.5,45.3
E00032690,7.9,52.8,39.3
E00032691,9.4,59,31.6
E00032692,14.5,59.7,25.8
E00032693,11.1,63,25.9
E00032694,13.3,62.7,24.1
E00032695,12.1,54.8,33.1
E00032696,6.6,66.1,27.3
E00032697,12.5,50,37.5
E00032698,14.9,51.5,33.7
E00032699,14.8,48.1,37
E00032700,7.8,64.7,27.5
E00032701,9.3,63,27.8
E00032702,18.8,49.6,31.6
E00032703,9.9,42,48.1
E00032704,10.2,50,39.8
E00032705,18.5,57.4,24.1
E00032706,12,44,44
E00032707,7.3,56,36.7
E00032708,12.8,56.4,30.8
E00032709,15.4,51.6,33
E00032752,17.1,59,23.8
E00032753,8.6,51.4,40
E00032754,5.3,67,27.7
E00032755,4.5,72.7,22.7
E00032756,23.4,40.3,36.4
E00032772,4.2,71.2,24.6
E00032775,7.1,39.1,53.8
E00032776,8,42.9,49.1
E00032777,10.8,42.2,47
E00032778,11.5,43.9,44.6
E00032779,5.2,56.3,38.5
E00032780,6.9,58.4,34.7
E00032782,9,34.4,56.6
E00032783,9.6,40.8,49.6
E00032784,7,51.3,41.7
E00032785,14.6,31.7,53.7
E00032787,10,45.5,44.5
E00032790,6.6,41.6,51.8
E00032791,10.2,42.5,47.2
E00032792,8.8,48.6,42.6
E00032793,3.1,49,47.9
E00032795,6.6,68.9,24.6
E00032796,10.4,68.1,21.5
E00032797,11,60,29
E00032798,7.4,70.5,22.1
E00032799,7.1,70.8,22.1
E00032800,9,73.5,17.5
E00032801,5.5,56.3,38.2
E00032802,13.3,63.3,23.5
E00032803,7.6,71.4,21
E00032804,8.7,62,29.3
E00032805,7.6,75,17.4
E00032806,10.9,68.5,20.7
E00032807,18.4,67.8,13.8
E00032808,9.7,69.9,20.4
E00032809,8.2,78.7,13.1
E00032810,9.8,72.5,17.6
E00032811,11.8,76.5,11.8
E00032812,8.3,73.3,18.3
E00032813,10.5,66.7,22.8
E00032814,14.3,62.3,23.4
E00032815,9.8,60.9,29.3
E00032816,1.9,82.7,15.4
E00032817,11.9,66,22
E00032818,9.2,69.2,21.7
E00032819,15,57.9,27.1
E00032820,13.1,61.9,25
E00032821,10.9,73.3,15.8
E00032822,9,58,33
E00032823,7.2,46.4,46.4
E00032824,5.7,65.1,29.2
E00032825,16.7,51,32.3
E00032826,12.8,56,31.2
E00032827,11,36.6,52.4
E00032828,20.8,48.1,31.2
E00032829,7.2,45.1,47.7
E00032830,7.9,44.3,47.9
E00032831,14.8,42.6,42.6
E00032832,10.7,50.9,38.4
E00032833,8.6,74.2,17.2
E00032834,16.5,46.8,36.7
E00032835,10.4,67,22.6
E00032836,6.8,56.8,36.4
E00032837,7.3,51.1,41.6
E00032838,9.3,55.1,35.6
E00032839,16.9,48.3,34.8
E00032840,11.5,50,38.5
E00032841,7.8,44.5,47.7
E00032842,8,61.9,30.1
E00032843,13.5,50,36.5
E00032844,16,56,28
E00032845,7.8,36.4,55.8
E00032846,9.8,49.2,41
E00032847,16.3,40.8,42.9
E00032848,11.7,54.1,34.2
E00032849,12.6,64.2,23.2
E00032850,11.6,54.7,33.7
E00032851,10.8,43.9,45.2
E00032852,13.7,65.7,20.6
E00032853,10.2,56.1,33.7
E00032854,4.4,50,45.6
E00032855,8.7,47.1,44.2
E00032856,8.9,52.7,38.4
E00032857,20.4,43.9,35.7
E00032858,6.2,58,35.8
E00032859,11.7,54.2,34.2
E00032860,10.6,51,38.5
E00032861,7.1,61.6,31.3
E00032862,23.8,48.8,27.5
E00032863,7.8,63.3,28.9
E00032864,9.6,69.1,21.3
E00032865,8.4,84.2,7.4
E00032866,9.8,74.1,16.1
E00032867,17.7,52.3,30
E00032868,12,63,25
E00032869,9.1,51.9,39
E00032870,13.4,67.1,19.5
E00032871,11.7,65,23.3
E00032872,14,60.5,25.4
E00032873,20.2,57.6,22.2
E00032874,18,59,23
E00032875,9.8,66.1,24.1
E00032876,11,61.6,27.4
E00032877,17.1,63.4,19.5
E00032878,11.4,55.7,32.9
E00032879,15,64,21
E00032880,7.3,65.9,26.8
E00032882,15.2,63.8,21
E00032883,15.9,59.8,24.3
E00032884,15,53.8,31.3
E00032885,6.7,71.4,21.9
E00032886,6.4,75.6,17.9
E00033265,12.7,49.2,38.1
E00033266,7.7,54.7,37.6
E00033271,9.6,63.5,26.9
E00033272,11.9,71.6,16.5
E00033274,10.9,49.5,39.6
E00033275,13,59.5,27.5
E00033277,7.4,49.7,43
E00033289,10.3,53.8,35.9
E00033290,4.7,45.3,50
E00033291,16.7,46.5,36.8
E00033292,8.3,72.6,19
