geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00032499,32.5,34.2,23.9,9.4
E00032501,50.5,30.6,9.9,9
E00032502,33.3,35.9,22.2,8.5
E00032504,41.1,23.3,14,21.7
E00032505,40.8,35,10.8,13.3
E00032506,72.4,20.5,6.4,0.6
E00032507,38.9,30.6,19.4,11.1
E00032561,12.1,43.2,18.2,26.5
E00032562,20,33.3,20,26.7
E00032563,29.6,39.8,19.9,10.8
E00032564,48.5,31.7,8.9,10.9
E00032566,12.9,40,20,27.1
E00032567,20.3,40.7,23.6,15.4
E00032627,23.9,32.1,25.4,18.7
E00032628,24.1,30.4,24.1,21.4
E00032637,29.9,32,17,21.1
E00032639,12.3,32.1,20.8,34.9
E00032640,58.6,28.6,6.4,6.4
E00032641,24,36.3,24,15.6
E00032644,24,33.7,22.1,20.2
E00032645,30.9,40.6,16.4,12.1
E00032646,27.5,24.8,26.6,21.1
E00032647,30.5,37.1,18.1,14.3
E00032649,17.7,24.8,30.5,27
E00032650,32.8,27.6,22.4,17.2
E00032651,40,28.3,19.2,12.5
E00032652,28.7,36.1,24.6,10.7
E00032653,40.4,29.4,22,8.3
E00032654,25.4,29.5,17.2,27.9
E00032656,20.8,25.6,31.2,22.4
E00032657,60.6,14.7,11,13.8
E00032659,62.7,17.5,12.7,7.1
E00032660,49.2,24.6,16.9,9.3
E00032661,32.2,27.1,21.2,19.5
E00032662,27.9,30.9,15.4,25.7
E00032663,17.3,33.9,21.3,27.6
E00032664,27.8,30.2,19,23
E00032665,24.4,25.2,27.7,22.7
E00032666,28.7,36.8,25,9.6
E00032667,25.5,29.1,29.1,16.3
E00032668,35.3,28.4,19.6,16.7
E00032686,22.8,28.5,30.1,18.7
E00032687,28.9,33,19.3,18.8
E00032688,43.1,19,17.2,20.7
E00032689,26,33.9,23.6,16.5
E00032690,41.8,30.8,16.5,11
E00032691,22.6,38.9,22.1,16.3
E00032692,28.7,31.3,20.9,19.1
E00032693,24.4,41.7,21.5,12.4
E00032694,31.8,28,25.2,15
E00032695,28.6,34.8,16.1,20.5
E00032696,39.2,30,14.6,16.2
E00032697,24.6,36,20.2,19.3
E00032698,26.1,30.3,17.6,26.1
E00032699,50,15.7,15.7,18.5
E00032700,32.3,29.8,21,16.9
E00032701,19.5,36.4,21.2,22.9
E00032702,34.1,21.4,28.6,15.9
E00032703,36.2,28.3,14.5,21
E00032704,34.1,31.1,24.4,10.4
E00032705,33.5,31.7,14.6,20.1
E00032706,32.3,33.1,18.5,16.1
E00032707,32.7,28.3,18.6,20.4
E00032708,39.2,32,11.3,17.5
E00032709,35.5,38,11.6,14.9
E00032752,22.5,31.1,19.9,26.5
E00032753,22.4,38.8,17.3,21.4
E00032754,27.7,28.6,19.3,24.4
E00032755,39.2,31.1,18.2,11.5
E00032756,15.5,25.5,27.3,31.8
E00032772,25.8,41.1,18.5,14.5
E00032775,24.7,30,23.3,22
