areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00080972,35.7,36.6,3.6,24.1
E00080973,20,26.2,2.3,51.5
E00080974,38.6,32.6,18.2,10.6
E00080975,29.5,20.1,2.9,47.5
E00080977,28.6,29.4,3.2,38.9
E00080979,30,36.4,12.1,21.4
E00080982,11.3,16.3,49.6,22.7
E00080984,12.1,17.2,39.7,31
E00080985,13.4,18.7,29.1,38.8
E00080986,23,17.7,23,36.3
E00080987,22.6,18.3,24.3,34.8
E00080988,40,39.2,0,20.8
E00080990,25,25,7.8,42.2
E00080992,16.1,28.7,15.5,39.7
E00080993,17.6,23.7,11.5,47.3
E00080994,22.7,33.6,10.9,32.8
E00080995,38,36.1,11.1,14.8
E00080997,13,21,49,17
E00080999,31.8,31.8,0.9,35.5
E00081002,33.6,30.5,6.3,29.7
E00081008,14.6,22,46.3,17.1
E00081009,48.8,41.5,1.6,8.1
E00081010,11.4,8.3,74.2,6.1
E00081011,12.6,22.9,20,44.6
E00081012,8.5,11.1,19.6,60.8
E00081013,15.7,21.7,26.1,36.5
E00081014,19.1,21.4,14.5,45
E00081015,22.4,37.6,7.2,32.8
E00081016,34.6,30.8,0.8,33.8
E00081018,5.5,6.4,67,21.1
E00081021,49.2,44.3,0.5,5.9
E00081022,62,29.2,2.2,6.6
E00081023,41.8,48.2,3.5,6.4
E00081024,55.1,38.1,0,6.8
E00081025,34.5,42.2,3.4,19.8
E00081026,41.9,28.2,26.6,3.2
E00081027,60.5,31.5,0,8.1
E00081028,50.7,44.1,0.7,4.4
E00081029,45.7,44.1,0,10.2
E00081030,28.1,35.9,26.8,9.2
E00081032,31.5,48.3,3.5,16.8
E00081033,32.3,33.9,24.2,9.7
E00081034,43.2,49.2,0.8,6.8
E00081035,36.8,50,5.9,7.4
E00081036,29.9,43.3,9.4,17.3
E00081037,46.3,45.7,0.6,7.4
E00081216,31.1,46.7,14.1,8.1
E00081220,26.6,38.3,11.7,23.4
E00081222,31.5,30.8,27.7,10
E00081223,22.5,29.7,37,10.9
E00081224,20.6,37.4,31.3,10.7
E00081225,35.5,23.1,30.6,10.7
E00081424,16.1,31.6,25.3,27
E00081426,8.8,22.8,14.9,53.5
E00081444,6.6,16.8,57.7,19
E00081445,20.2,29,0.8,50
E00081446,15.8,20,42.1,22.1
E00081447,28.1,33.1,6.5,32.4
E00081448,7.2,22.5,38.7,31.5
E00081449,17.1,22.8,34.1,26
E00081450,22.8,46.3,1.6,29.3
E00081451,39,39.8,1.6,19.5
E00081452,28.5,46.3,1.6,23.6
E00081453,29.1,32.5,17.9,20.5
E00081454,29.2,34.5,0.9,35.4
E00081455,43.6,47,0,9.4
E00081456,19,44.6,0,36.4
E00081457,34.1,34.1,23,8.9
E00081458,33.6,47.1,3.4,16
E00081459,20.9,47.8,1.5,29.9
E00081461,26.4,45,16.3,12.4
E00081462,49.2,26.6,1.6,22.7
E00081463,35.4,40.9,11,12.6
E00081464,47.8,40.9,0,11.3
E00081465,32.5,40.8,15,11.7
E00081466,34.9,32.5,21.4,11.1
E00081467,28.1,28.1,32.4,11.5
E00081468,31.7,40.7,17.9,9.8
E00081469,24.2,25.8,34.7,15.3
E00081470,14.6,33.3,43.1,8.9
E00081471,28.4,32.8,29.3,9.5
E00081472,11,19.1,31.7,38.2
E00081473,10.4,13.7,34.1,41.8
E00081474,12.9,13.7,46.8,26.6
E00081475,13.6,32,4.8,49.7
E00081476,26.5,37.4,2,34
E00081477,37.4,45,0.8,16.8
E00081478,58.2,36.1,1.6,4.1
E00081479,37,43.6,13.3,6.1
E00081480,49.2,38.6,0.8,11.4
E00081481,43.1,37.1,7.8,12.1
E00081482,29.4,34.1,27,9.5
E00081483,44.9,44.1,1.7,9.3
E00081485,64.9,26,0,9.2
E00081486,26.2,40.2,24.3,9.3
E00081487,28.7,30.7,25.7,14.9
E00081488,26,16.5,42.5,15
E00081489,60.2,30.8,0,9
E00081490,29.2,34.6,26.2,10
E00081491,32.8,38.3,17.8,11.1
E00081492,52.5,37.3,0,10.2
E00081493,37.4,36.5,0.9,25.2
E00081494,50.8,42.5,2.5,4.2
E00081495,33.8,24.8,30.8,10.5
