areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00080972,94.1,3.3,1,1.6
E00080973,92.9,3.2,1.5,2.4
E00080974,88.7,7.6,1.5,2.3
E00080975,93.8,2.8,0.3,3.1
E00080977,92.2,4.5,1.9,1.3
E00080979,90.5,4.5,1.1,3.9
E00080982,88.7,3.8,3.1,4.5
E00080984,93.2,2.8,1.4,2.5
E00080985,91.4,4.1,1.7,2.7
E00080986,92.3,3,1.7,3
E00080987,93.4,1.2,1.2,4.1
E00080988,91.8,3.6,2.5,2.1
E00080990,94.1,3,1.9,1.1
E00080992,91.8,3.3,2.3,2.6
E00080993,92.3,1.7,3.5,2.4
E00080994,91.3,3.2,2.9,2.6
E00080995,90.7,3.5,2.6,3.2
E00080997,86.3,2.2,3.2,8.3
E00080999,94.7,4.2,1.1,0
E00081002,91.2,2.9,2,3.9
E00081008,90.3,1.9,2.3,5.5
E00081009,89.4,6.8,0.9,2.8
E00081010,85.9,3.9,2,8.2
E00081011,94.8,3.1,0.9,1.2
E00081012,94.9,2.2,1.1,1.8
E00081013,94,2.1,0.9,3
E00081014,91.5,2.3,3.3,2.9
E00081015,92.9,2.6,1.6,2.9
E00081016,88.7,5.8,1.8,3.7
E00081018,91.6,3.9,1.9,2.6
E00081021,92.1,3.3,1.5,3.1
E00081022,88.9,5.7,2.3,3
E00081023,92.9,4.3,0.9,2
E00081024,90.5,5.1,4.4,0
E00081025,95.3,2.5,0,2.2
E00081026,90.6,2,1.6,5.9
E00081027,92.5,3.2,0.8,3.6
E00081028,89.5,5.8,0.9,3.8
E00081029,89.1,6.3,2.3,2.3
E00081030,89.3,6.4,0.9,3.4
E00081032,94,3,0.6,2.4
E00081033,89.8,5.9,1.5,2.8
E00081034,88.9,5.5,3.3,2.2
E00081035,89.8,7.2,1.2,1.8
E00081036,91.7,2.5,3.2,2.5
E00081037,91.2,3.9,2.3,2.6
E00081216,93.8,3.4,1.7,1.1
E00081220,88.7,5.2,2.4,3.8
E00081222,91.4,3.2,0.9,4.6
E00081223,90.4,6.2,0.9,2.5
E00081224,90.3,5.6,1.9,2.2
E00081225,90.3,2.8,1.6,5.3
E00081424,95.9,2,0.7,1.4
E00081426,93,4.2,0.5,2.3
E00081444,90.4,1.9,3,4.8
E00081445,90.2,5.5,2,2.4
E00081446,88.5,7.7,2.4,1.4
E00081447,93.5,4.4,0.7,1.5
E00081448,90.7,3.5,1.2,4.7
E00081449,89.6,5.5,1.3,3.6
E00081450,87.4,7.6,3.1,1.9
E00081451,91,5.9,0.7,2.4
E00081452,90.7,5.1,1.2,3
E00081453,92.3,3.7,1.6,2.4
E00081454,93.8,1.8,2.7,1.8
E00081455,91.9,3.7,0.7,3.7
E00081456,92.1,4.9,1.5,1.5
E00081457,92.3,3.2,1.3,3.2
E00081458,91.5,4.6,1.9,1.9
E00081459,93.3,4.2,1.5,0.9
E00081461,92.7,3.9,0.6,2.7
E00081462,87.9,4.2,3.4,4.5
E00081463,88.1,3.8,2.1,5.9
E00081464,91.8,4.9,1.3,2
E00081465,91.3,3.4,1.1,4.2
E00081466,92.9,3.7,1.7,1.7
E00081467,91,3.4,2,3.7
E00081468,89.6,4.9,2.3,3.3
E00081469,88.7,3.8,1.4,6.2
E00081470,92.6,3.5,2.8,1.1
E00081471,92.3,1.9,2.3,3.5
E00081472,91.6,4.1,1.6,2.7
E00081473,88.9,5.5,2,3.5
E00081474,90.9,3.3,1.2,4.6
E00081475,95.8,2.4,0.6,1.2
E00081476,92.2,3.8,1.7,2.3
E00081477,92.4,4.9,0,2.7
E00081478,92.8,3.3,1.8,2.1
E00081479,91.9,5.3,1.8,1
E00081480,91.2,3.7,2,3.1
E00081481,90.7,5,1.4,2.9
E00081482,89.1,1.4,2.5,7
E00081483,91.3,4.1,2.6,2
E00081485,87.9,6.2,2.5,3.4
E00081486,89,3.9,2,5.1
E00081487,92.5,1.3,0.8,5.4
E00081488,90.8,3.8,3.8,1.7
E00081489,91.6,5.2,1.2,2
E00081490,89.8,2.7,2.1,5.4
E00081491,92.8,2.1,2.1,2.9
E00081492,90.7,3.2,2.8,3.2
E00081493,95.2,2.6,0,2.2
E00081494,92.3,6.9,0,0.8
E00081495,85.7,5.4,4.1,4.8
E00081496,89,5.9,1.3,3.7
E00081497,97,2.2,0,0.9
E00081498,91.9,3.7,1.1,3.3
E00081499,93.6,4,1.2,1.2
E00081500,90.8,5.3,1.4,2.5
E00081501,93.3,4,1,1.7
E00081502,90.4,3.3,3.3,3
E00081503,87.6,7.5,1,3.9
E00081504,93.2,4.8,0.9,1.1
E00081505,89,5.4,2,3.7
E00081506,91.7,3.7,1.1,3.4
E00081507,91.2,3.3,1.5,3.9
E00081508,95.3,1.8,0.3,2.6
E00081509,90,4.9,2.3,2.9
E00081510,88.8,5.1,3.2,2.9
E00081511,92.7,5,1.2,1.2
E00081512,93.3,3.5,1.7,1.5
