areacd,sex-001,sex-002
E00080972,51.5,48.5
E00080973,52.9,47.1
E00080974,52.2,47.8
E00080975,47.7,52.3
E00080977,51.5,48.5
E00080979,50.8,49.2
E00080982,48.6,51.4
E00080984,52,48
E00080985,53.4,46.6
E00080986,51.3,48.7
E00080987,54.5,45.5
E00080988,49.3,50.7
E00080990,51.7,48.3
E00080992,50.4,49.6
E00080993,50.5,49.5
E00080994,50.1,49.9
E00080995,51.2,48.8
E00080997,53.2,46.8
E00080999,50.2,49.8
E00081002,46.2,53.8
E00081008,52.1,47.9
E00081009,52.3,47.7
E00081010,60.6,39.4
E00081011,47.6,52.4
E00081012,41,59
E00081013,48.1,51.9
E00081014,50.6,49.4
E00081015,55.2,44.8
E00081016,50.4,49.6
E00081018,44.9,55.1
E00081021,49.9,50.1
E00081022,51.5,48.5
E00081023,48.3,51.7
E00081024,54,46
E00081025,53.4,46.6
E00081026,50.9,49.1
E00081027,52.5,47.5
E00081028,50.3,49.7
E00081029,53,47
E00081030,48,52
E00081032,48.3,51.7
E00081033,50.4,49.6
E00081034,47.7,52.3
E00081035,53.7,46.3
E00081036,54.3,45.7
E00081037,46.7,53.3
E00081216,50.5,49.5
E00081220,55.6,44.4
E00081222,49.7,50.3
E00081223,48.8,51.2
E00081224,52,48
E00081225,46.1,53.9
E00081424,62,38
E00081426,46.8,53.2
E00081444,48,52
E00081445,50.9,49.1
E00081446,50,50
E00081447,49.7,50.3
E00081448,53.8,46.2
E00081449,55.7,44.3
E00081450,50,50
E00081451,57.2,42.8
E00081452,51,49
E00081453,50,50
E00081454,51.3,48.7
E00081455,52.8,47.2
E00081456,49.8,50.2
E00081457,52.2,47.8
E00081458,51.1,48.9
E00081459,46.2,53.8
E00081461,54,46
E00081462,52.7,47.3
E00081463,51.3,48.7
E00081464,47.4,52.6
E00081465,46.4,53.6
E00081466,50.8,49.2
E00081467,54.9,45.1
E00081468,52.2,47.8
E00081469,56.5,43.5
E00081470,53.5,46.5
E00081471,46.5,53.5
E00081472,49.8,50.2
E00081473,53.7,46.3
E00081474,53.3,46.7
E00081475,50.8,49.2
E00081476,49.9,50.1
E00081477,50.3,49.7
E00081478,48.7,51.3
E00081479,54.3,45.7
E00081480,49.2,50.8
E00081481,49.5,50.5
E00081482,48.2,51.8
E00081483,52.1,47.9
E00081485,50.2,49.8
E00081486,54.9,45.1
E00081487,52.3,47.7
E00081488,43.4,56.6
E00081489,50.7,49.3
E00081490,54.5,45.5
E00081491,52.4,47.6
E00081492,54.9,45.1
E00081493,49.8,50.2
E00081494,51.7,48.3
E00081495,49.5,50.5
E00081496,50.7,49.3
E00081497,51,49
E00081498,50.7,49.3
E00081499,47.8,52.2
E00081500,49.8,50.2
E00081501,53.1,46.9
E00081502,50,50
E00081503,52.8,47.2
E00081504,51.5,48.5
E00081505,53,47
E00081506,49.7,50.3
E00081507,46.3,53.7
E00081508,53.7,46.3
E00081509,48.7,51.3
E00081510,51.7,48.3
E00081511,49.9,50.1
E00081512,47.3,52.7
E00081513,49.5,50.5
E00081514,49.3,50.7
E00081515,52.2,47.8
E00081516,49.7,50.3
E00081517,51.3,48.7
E00081518,48.6,51.4
E00081519,50.9,49.1
E00081520,49.3,50.7
E00081521,52.2,47.8
E00081522,52.3,47.7
E00081523,54.9,45.1
E00081524,48.7,51.3
E00081525,54,46
E00081526,57.1,42.9
E00081527,50.9,49.1
E00081528,48.6,51.4
E00081529,54,46
E00081530,49.6,50.4
E00081531,54.2,45.8
E00081532,50.8,49.2
E00081534,46,54
E00081535,52.6,47.4
E00081536,48.9,51.1
E00081537,56.8,43.2
E00081538,56.6,43.4
E00081539,54.8,45.2
E00081540,50.7,49.3
E00081541,45.8,54.2
E00081542,55.6,44.4
E00081543,46.8,53.2
E00081544,49.3,50.7
E00081545,51.2,48.8
E00081546,52.1,47.9
E00081547,56.6,43.4
E00081548,51.3,48.7
E00081550,50.9,49.1
E00081551,52,48
E00081552,52.9,47.1
E00081555,50.5,49.5
E00081556,50,50
E00081557,52,48
E00081558,45.6,54.4
E00081574,51.6,48.4
E00081583,51,49
E00081584,45.8,54.2
E00081586,55.9,44.1
E00081588,52.5,47.5
E00081590,51.8,48.2
E00081630,56.9,43.1
E00081631,51.1,48.9
E00081632,53.3,46.7
E00081633,51.7,48.3
E00081634,51.8,48.2
E00081635,47,53
E00081636,49.1,50.9
E00081637,55.6,44.4
E00081638,54.2,45.8
E00081639,52.5,47.5
E00081640,53.8,46.2
E00081641,50.2,49.8
E00081642,49.9,50.1
E00081643,48.8,51.2
E00081644,55.7,44.3
E00081645,54.8,45.2
E00081646,55.2,44.8
E00081647,50.5,49.5
E00081649,50.5,49.5
E00081650,48.9,51.1
E00081651,47.9,52.1
E00081652,49.7,50.3
E00081653,52.8,47.2
E00081654,52.7,47.3
E00081655,53.2,46.8
E00081656,52.6,47.4
E00081657,52.5,47.5
E00081658,48.8,51.2
E00081660,52.6,47.4
E00081662,51.5,48.5
E00081663,45.6,54.4
E00081664,55.3,44.7
E00081665,50.3,49.7
E00081666,50.5,49.5
E00081667,51.8,48.2
E00081668,47.4,52.6
E00081669,52.9,47.1
E00081670,52.4,47.6
E00081671,48.1,51.9
E00081672,50.2,49.8
E00081673,53,47
E00081674,53.7,46.3
E00081718,48.3,51.7
E00081720,48.9,51.1
E00081722,53,47
E00081726,49.7,50.3
E00081727,52.9,47.1
E00081728,50.6,49.4
E00081729,52.1,47.9
E00081730,50.2,49.8
E00081732,52.4,47.6
E00081733,50.4,49.6
E00081734,47.4,52.6
E00081735,52,48
E00081736,50,50
E00081737,56,44
E00081739,50.3,49.7
E00081741,50.6,49.4
E00081742,51.5,48.5
E00081743,55.5,44.5
E00081745,51.4,48.6
E00123222,52.3,47.7
E00123223,52.9,47.1
E00123224,53,47
E00123225,53.4,46.6
E00123226,52.4,47.6
E00123227,50.5,49.5
E00123228,52,48
E00123229,53.4,46.6
E00123230,51,49
E00123231,52.3,47.7
E00123232,50.3,49.7
E00123233,53,47
E00123234,53.8,46.2
E00123235,53.7,46.3
E00123236,53.4,46.6
E00123237,46.9,53.1
E00123238,50.2,49.8
E00123241,46.7,53.3
E00123243,50.1,49.9
E00123244,51.8,48.2
E00123246,50,50
E00123247,52.3,47.7
E00123248,54.5,45.5
E00123367,48.7,51.3
E00123368,62.5,37.5
E00123369,56,44
E00123370,50.6,49.4
E00123371,51.2,48.8
E00123372,50,50
E00123533,52.2,47.8
E00123537,50.2,49.8
E00123542,50.1,49.9
E00123543,48.3,51.7
E00123790,49,51
E00123795,49.1,50.9
E00125463,56.3,43.7
E00125465,52.6,47.4
E00125466,50.9,49.1
E00125467,53.5,46.5
E00125469,54.1,45.9
E00125470,47,53
E00125471,45.9,54.1
E00125472,49.5,50.5
E00125474,50.9,49.1
E00125475,45.8,54.2
E00125476,52,48
E00125477,48.9,51.1
E00125478,53.5,46.5
E00125479,51.8,48.2
E00125480,53.6,46.4
E00125481,51,49
E00125482,50.2,49.8
E00125483,52.9,47.1
E00125484,46.5,53.5
E00125485,59,41
E00125486,51.6,48.4
E00125487,53.4,46.6
E00125488,51.9,48.1
E00125489,44.3,55.7
E00125490,51.6,48.4
E00125491,51.7,48.3
E00125514,50.1,49.9
E00125515,53.8,46.2
E00125516,50.8,49.2
E00125517,49.1,50.9
E00125518,52.2,47.8
E00125519,50.7,49.3
E00125520,53.3,46.7
E00125521,54.7,45.3
E00125522,49.7,50.3
E00125523,49.4,50.6
E00125524,50,50
E00125553,53.7,46.3
E00125554,48.8,51.2
E00125555,49.7,50.3
E00125556,52.7,47.3
E00125557,48.1,51.9
E00125558,47.3,52.7
E00125559,49.3,50.7
E00125560,52.3,47.7
E00125562,52.7,47.3
E00125564,53.3,46.7
E00125565,53.4,46.6
E00125566,50.9,49.1
E00125567,50.9,49.1
E00125568,50.6,49.4
E00125570,50,50
E00125571,53.6,46.4
E00125572,52.3,47.7
E00125574,49.5,50.5
E00125576,49.2,50.8
E00125577,48.8,51.2
E00125578,53.8,46.2
E00125584,51.5,48.5
E00125585,53.6,46.4
E00125586,50.6,49.4
E00125587,53.1,46.9
E00125588,47.7,52.3
E00125589,54,46
E00125590,55.9,44.1
E00125591,51.3,48.7
E00125684,52.9,47.1
E00125686,53,47
E00125687,48.9,51.1
E00125688,50.4,49.6
E00125690,49.6,50.4
E00125691,53.2,46.8
E00125692,54.7,45.3
E00125693,50,50
E00125694,53.5,46.5
E00125695,48.5,51.5
E00125696,49.5,50.5
E00125697,49.5,50.5
E00125698,47.4,52.6
E00125699,50.8,49.2
E00125700,51.8,48.2
E00125701,53.5,46.5
E00125702,52.5,47.5
E00125703,53.5,46.5
E00125704,49.5,50.5
E00125705,51.7,48.3
E00125706,49.7,50.3
E00125720,51.8,48.2
E00125721,50.4,49.6
E00125722,49.3,50.7
E00125723,53.7,46.3
E00125724,49,51
E00125725,50.9,49.1
E00125726,50.9,49.1
E00125727,50.2,49.8
E00125728,49.2,50.8
E00125729,56.2,43.8
E00125730,51.6,48.4
E00125731,52.9,47.1
E00125732,46.9,53.1
E00125733,54.5,45.5
E00125734,53.7,46.3
E00125735,53,47
E00125736,50.5,49.5
E00125737,52.7,47.3
E00125738,51.8,48.2
E00125739,50.2,49.8
E00125740,53.4,46.6
E00125741,48.8,51.2
E00125742,50.1,49.9
E00125743,51.8,48.2
E00125745,51.7,48.3
E00125746,48.5,51.5
E00125748,51.1,48.9
E00125749,50.3,49.7
E00125787,51.2,48.8
E00125788,52.3,47.7
E00125789,48.9,51.1
E00125790,51.9,48.1
E00125791,52.4,47.6
E00125792,52.9,47.1
E00125793,51.7,48.3
E00125794,52.2,47.8
E00125796,56.2,43.8
E00125798,59.4,40.6
E00125799,55.1,44.9
E00125800,50.2,49.8
E00125801,53.9,46.1
E00125802,55.2,44.8
E00125803,51.6,48.4
E00125804,53.5,46.5
E00167383,52.2,47.8
E00167385,49.8,50.2
E00167389,55.7,44.3
E00167390,52.4,47.6
E00167407,50.9,49.1
E00167410,51.9,48.1
E00167411,52.2,47.8
E00167412,46.5,53.5
E00167413,54.5,45.5
E00167414,52.2,47.8
E00167415,52.6,47.4
E00167420,15.7,84.3
E00167606,50.9,49.1
E00167607,49.7,50.3
E00167619,58.3,41.7
E00167620,54.7,45.3
E00167621,50,50
E00167622,54.8,45.2
E00167623,49.8,50.2
E00167624,55.7,44.3
E00167625,48.7,51.3
E00167626,49.7,50.3
E00186673,50,50
E00186675,53.1,46.9
E00186683,51.3,48.7
E00186686,54.7,45.3
E00186690,23.7,76.3
E00186699,58.1,41.9
E00186715,49.3,50.7
E00186716,51,49
E00186725,56.8,43.2
E00186726,55.1,44.9
E00186735,47.4,52.6
E00186738,52.3,47.7
E00186746,53,47
E00186754,47.9,52.1
E00186759,50.3,49.7
E00186766,52.1,47.9
E00186773,52.4,47.6
E00186782,49.6,50.4
E00186784,51.8,48.2
E00186785,52.9,47.1
E00186788,53.2,46.8
E00186796,51.6,48.4
E00186799,50.8,49.2
E00186800,46.7,53.3
E00186803,49.5,50.5
E00186810,51.7,48.3
E00186814,52.8,47.2
E00186821,54.2,45.8
E00186829,47.1,52.9
E00186836,50,50
E00189648,54.5,45.5
E00189651,48,52
E00189668,50.8,49.2
E00189681,51.9,48.1
E00189716,52.3,47.7
E00189720,50.7,49.3
E00189724,56.2,43.8
E00189725,51.2,48.8
E00189741,52.1,47.9
E00189743,49.7,50.3
E00189771,50.7,49.3
E00189772,46.9,53.1
E00189786,49.5,50.5
E00189787,50.8,49.2
E00189789,51.5,48.5
