areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00080972,35.5,23.2,23.9,17.4
E00080973,37.4,29.8,12.3,20.5
E00080974,33.8,14.4,31.3,20.6
E00080975,36.1,29.9,17.5,16.5
E00080977,35.8,22.4,17.9,23.9
E00080979,30.1,26.5,27.7,15.7
E00080982,36.9,26.1,18,18.9
E00080984,38.1,23,18,20.9
E00080985,35.5,22.5,21.7,20.3
E00080986,34,19,21.8,25.2
E00080987,34,25,17,24
E00080988,30,28.6,24.3,17.1
E00080990,41.5,20.4,12.7,25.4
E00080992,35.4,21.5,25.6,17.4
E00080993,34.9,28.7,10.9,25.6
E00080994,40,26.1,15.8,18.2
E00080995,40.3,22.1,26.2,11.4
E00080997,48.6,20.2,11.9,19.3
E00080999,38.3,21.3,19.9,20.6
E00081002,36.7,19,15.2,29.1
E00081008,38.1,17.7,17.7,26.5
E00081009,30.9,20.4,33.1,15.5
E00081010,37.7,22.6,20.8,18.9
E00081011,29.7,22.5,31.9,15.9
E00081012,32.5,21.2,27.8,18.5
E00081013,38.7,27,18,16.2
E00081014,37.2,23,21.6,18.2
E00081015,33.1,25.4,24.9,16.6
E00081016,32.5,24.1,24.7,18.7
E00081018,39.3,26.8,14.3,19.6
E00081021,19.5,24.2,35.9,20.3
E00081022,27.7,25.4,29.2,17.7
E00081023,27.3,23.2,30.4,19.1
E00081024,31.9,23.7,23.7,20.7
E00081025,25.7,27.6,27,19.7
E00081026,30.8,18.7,28,22.4
E00081027,25.4,19.8,31,23.8
E00081028,23,29.1,28.5,19.4
E00081029,28.6,25.7,28.6,17.1
E00081030,25.5,28,26.1,20.4
E00081032,27.3,22.7,27.8,22.2
E00081033,37.1,18.3,20.6,24
E00081034,27.5,29.4,28.1,15
E00081035,26.4,28.4,28.9,16.2
E00081036,30.6,25.6,23.8,20
E00081037,18.8,21.3,39.6,20.3
E00081216,35.1,19.9,26.2,18.8
E00081220,34.1,22.6,23.2,20.1
E00081222,37.1,17.6,15.1,30.2
E00081223,38.1,13.7,19,29.2
E00081224,37.7,16.2,22.1,24
E00081225,36.7,17.4,23.9,22
E00081424,24.4,21.3,41.3,13.1
E00081426,26.1,13.4,34.5,26.1
E00081444,33,9.4,39.6,17.9
E00081445,35.1,20.9,29.7,14.2
E00081446,38.4,16.1,26.8,18.8
E00081447,30.7,26.7,32.7,10
E00081448,30.8,23.1,29.5,16.7
E00081449,42.3,19,21.2,17.5
E00081450,25.8,27.2,29.1,17.9
E00081451,24.4,20.5,44.9,10.3
E00081452,27.7,19.2,36.2,16.9
E00081453,31.9,23.7,24.4,20
E00081454,38.8,26.4,17.1,17.8
E00081455,32.2,22.8,29.5,15.4
E00081456,38.7,21.5,25.2,14.7
E00081457,36.5,17.5,21.2,24.9
E00081458,28.6,17.7,27.9,25.9
E00081459,35.1,22.8,26.2,15.8
E00081461,39.2,19.9,19.9,21
E00081462,32.3,18.5,36.2,13.1
E00081463,32.5,16.6,31.8,19.2
E00081464,32.3,21.7,31.7,14.3
E00081465,27.7,19.9,24.8,27.7
E00081466,33.3,24,22,20.7
E00081467,34.5,21.6,19.9,24
E00081468,35.8,18.2,29.7,16.2
E00081469,40.6,21.3,19.4,18.7
E00081470,41.7,18,18.7,21.6
E00081471,33.3,25.6,21.4,19.7
E00081472,31.5,16.6,39,12.9
E00081473,29.1,19,29.7,22.2
E00081474,37.8,23.4,21.6,17.1
E00081475,38.8,20.4,28.6,12.2
E00081476,27.2,19,40,13.8
E00081477,34.5,16.4,31.5,17.6
E00081478,47,13.4,27.6,11.9
E00081479,34.1,17.1,34.1,14.7
E00081480,30.6,23.3,32.2,13.9
E00081481,29.8,14.9,29.8,25.5
E00081482,32,26.2,23.8,18
E00081483,37.3,17.7,27.2,17.7
E00081485,35.6,19.5,26.2,18.8
E00081486,36,15.4,25,23.5
E00081487,39.8,16.3,22.8,21.1
E00081488,36.6,16.8,23.8,22.8
E00081489,32.6,20.9,29.1,17.4
E00081490,34.8,18.4,20.9,25.9
E00081491,36.6,16.3,23.8,23.3
E00081492,29.1,18.2,24.5,28.2
E00081493,36.2,21.7,22.5,19.6
E00081494,35.1,18.3,28.2,18.3
E00081495,29.5,16.3,33.3,20.9
E00081496,40.8,21.4,19.4,18.4
E00081497,38.4,16.7,21,23.9
E00081498,40,13.3,27.3,19.3
E00081499,33.1,22.1,20.7,24.1
E00081500,37.7,17.4,23.9,21
E00081501,32.2,11.3,33.9,22.6
E00081502,28.2,23.3,20.9,27.6
E00081503,28.3,23.9,31.4,16.4
E00081504,30.9,19.1,27.1,22.9
E00081505,29.6,23.7,29,17.8
E00081506,33.5,27.2,28.8,10.5
E00081507,34.3,18.3,29.6,17.8
E00081508,31.2,14.5,37,17.4
E00081509,28,22.8,33.2,16.1
E00081510,36.6,14.6,29.3,19.5
E00081511,36.6,20.6,27.3,15.5
E00081512,34.3,22.9,22.3,20.6
E00081513,35.2,19.6,33,12.3
E00081514,33.6,15.1,30.9,20.4
E00081515,33.2,20.7,34.8,11.4
E00081516,24.3,22.8,40.3,12.6
E00081517,26.8,12.6,49.6,11
E00081518,21.8,24.4,41.7,12.2
E00081519,21.3,25.3,38,15.3
E00081520,16.4,23.4,39.1,21.1
E00081521,32.1,16.8,29.1,21.9
E00081522,20.6,22.5,48.1,8.8
E00081523,49.6,18.2,12.4,19.8
E00081524,27.5,19.7,36,16.9
E00081525,32.1,15.6,37.6,14.7
E00081526,51.4,16.8,9.3,22.4
E00081527,33.1,24,21.4,21.4
E00081528,27.2,28.5,25.8,18.5
E00081529,39.6,25.5,19.8,15.1
E00081530,23.9,28.3,24.8,23
E00081531,28.7,25.6,34.4,11.3
E00081532,24.7,26.9,30.1,18.3
E00081534,32.6,21,27.1,19.3
E00081535,27.6,16.7,46.6,9.2
E00081536,36,20.8,21.6,21.6
E00081537,37.1,20.5,25,17.4
E00081538,36.2,28.5,19.2,16.2
E00081539,31,15.1,20.6,33.3
E00081540,22.3,17.9,38.4,21.4
E00081541,24.8,21.5,44.4,9.3
E00081542,20.7,21.3,47.3,10.6
E00081543,38.9,11.7,35.6,13.9
E00081544,19.5,18.2,55.3,6.9
E00081545,21.1,14.3,51.1,13.5
E00081546,34,24.1,18.4,23.4
E00081547,24.3,15.8,47.4,12.5
E00081548,28.5,16.7,44.4,10.4
E00081550,25.3,28.7,27.6,18.4
E00081551,29.1,24.6,26.9,19.4
E00081552,34.3,20.3,26.7,18.6
E00081555,26,27.9,25.3,20.8
E00081556,30.1,27.6,22.1,20.2
E00081557,34.8,26.2,17.6,21.4
E00081558,29.3,24.1,27.7,18.8
E00081574,27.5,28.6,30.8,13.2
E00081583,32.8,25.5,18.2,23.4
E00081584,30.9,21.9,27,20.2
E00081586,35,30.1,19.6,15.3
E00081588,19,29.8,35.1,16.1
E00081590,34.1,30.3,13.6,22
E00081630,35.6,20,20,24.4
E00081631,34.1,22,18.3,25.6
E00081632,35.2,29.5,13.9,21.3
E00081633,29.5,26.2,18,26.2
E00081634,37.3,12.7,21.2,28.8
E00081635,35.9,21.4,14.5,28.2
E00081636,34,27.2,19.8,19.1
E00081637,30.6,31.2,14.6,23.6
E00081638,51.6,21.8,11.3,15.3
E00081639,38.9,25.7,15.3,20.1
E00081640,31.4,31.4,15.3,22
E00081641,35,22.9,14,28
E00081642,27.2,30.6,18.5,23.7
E00081643,33.8,19.7,21.1,25.4
E00081644,30.4,31,19,19.6
E00081645,36.6,19,22.2,22.2
E00081646,32.2,23.8,25.9,18.2
