areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00080972,19.6,44.6,28.6,7.1
E00080973,33.6,41.2,18.3,6.9
E00080974,15.9,40.9,26.5,16.7
E00080975,23.7,49.6,20.1,6.5
E00080977,27.8,46,19,7.1
E00080979,17.6,49.3,26.1,7
E00080982,44.7,45.4,9.9,0
E00080984,21.7,55.7,20.9,1.7
E00080985,38.5,40.7,17.8,3
E00080986,30.7,48.2,14,7
E00080987,36.5,43.5,15.7,4.3
E00080988,18.3,50,24.6,7.1
E00080990,34.8,40.9,18.3,6.1
E00080992,27.6,50.6,17.8,4
E00080993,35.8,49.3,11.9,3
E00080994,23.8,40.2,29.5,6.6
E00080995,16.8,42.1,29,12.1
E00080997,24.8,42.6,25.7,6.9
E00080999,16.2,43.8,31.4,8.6
E00081002,24.8,52.7,14,8.5
E00081008,41,31.1,19.7,8.2
E00081009,7.3,27.6,48.8,16.3
E00081010,48.5,40.2,9.8,1.5
E00081011,53.1,33.1,13.1,0.6
E00081012,46.4,38.6,11.1,3.9
E00081013,33.6,46.9,14.2,5.3
E00081014,35.9,42.7,16.8,4.6
E00081015,21.4,50.8,18.3,9.5
E00081016,19.1,40.5,32.1,8.4
E00081018,60.6,31.2,4.6,3.7
E00081021,8.1,23.7,44.1,24.2
E00081022,8.8,40.1,37.2,13.9
E00081023,4.2,32.4,50,13.4
E00081024,7.7,30.8,44.4,17.1
E00081025,16.4,35.3,25,23.3
E00081026,19.7,40.9,27.6,11.8
E00081027,13.6,40,33.6,12.8
E00081028,4.4,28.9,53.3,13.3
E00081029,11.1,30.2,40.5,18.3
E00081030,14.7,36.7,40.7,8
E00081032,7.7,33.8,49.3,9.2
E00081033,9.4,37,33.9,19.7
E00081034,8.4,36.6,36.6,18.3
E00081035,8.7,29.7,46.4,15.2
E00081036,10.2,52.3,26.6,10.9
E00081037,5,28.1,48.1,18.8
E00081216,14.1,33.3,35.6,17
E00081220,12.1,46.8,31.5,9.7
E00081222,25,28.9,31.3,14.8
E00081223,18.1,44.9,25.4,11.6
E00081224,28.1,29.7,25.8,16.4
E00081225,25.4,41.5,28,5.1
E00081424,39.9,49.1,9.8,1.2
E00081426,27.4,55.6,15.4,1.7
E00081444,40.1,43.1,10.2,6.6
E00081445,34.7,42.7,20.2,2.4
E00081446,36.5,38.5,18.8,6.3
E00081447,27.9,39.7,28.7,3.7
E00081448,42.2,50,6,1.7
E00081449,27.6,50.4,19.5,2.4
E00081450,18.5,54.8,19.4,7.3
E00081451,17.5,47.6,23.8,11.1
E00081452,17.4,47.9,27.3,7.4
E00081453,33.3,32.5,25.6,8.5
E00081454,28.9,48.2,18.4,4.4
