areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00080972,24.2,33.9,6.1,29.2,6.5
E00080973,19.9,45.1,5.4,24.5,5.1
E00080974,24,38,3.8,31.5,2.7
E00080975,19,35.3,5.2,35.6,4.9
E00080977,27.2,41.6,4,22.4,4.8
E00080979,20.8,33.6,5.3,37.8,2.5
E00080982,30.6,42.7,6.5,17.2,3
E00080984,19.5,50,4.8,23.3,2.4
E00080985,19,40.9,7.3,23.5,9.3
E00080986,19.5,48.9,4.3,23.4,3.9
E00080987,25.4,45.2,5.6,20.3,3.6
E00080988,17,48.1,2.6,31.9,0.4
E00080990,21.7,41.2,5,27.1,5
E00080992,15.8,44.4,5.2,30.7,4
E00080993,31.2,45.5,5.6,14.3,3.5
E00080994,18.6,48.3,4.6,25.1,3.4
E00080995,19.3,40.5,6.6,30.1,3.5
E00080997,36.6,43.9,3.4,13.2,2.9
E00080999,20.9,45.7,7.4,23,3
E00081002,22,44,3.1,25.5,5.4
E00081008,36.3,42.4,7.3,12.7,1.2
E00081009,16.5,43.5,6,32.3,1.8
E00081010,47.7,27.6,4.2,13.4,7.1
E00081011,10.6,41.9,5.6,39.6,2.3
E00081012,25,36.5,3.1,32.7,2.7
E00081013,20.1,42.2,7.4,27.5,2.9
E00081014,26.1,42.4,3.8,25.8,1.9
E00081015,15,48.1,4.9,29.3,2.6
E00081016,18.6,43,4.8,32,1.7
E00081018,31.5,44.8,2.8,21,0
E00081021,19,42.5,5.3,30,3.3
E00081022,18.6,45.2,5.7,27.8,2.7
E00081023,10.4,46,9.4,31.4,2.9
E00081024,16.9,48.9,8.4,21.1,4.6
E00081025,20.3,43,7.6,27,2.1
E00081026,23.6,43.1,8,21.3,4
E00081027,20.1,41,9,27.8,2.1
E00081028,17.8,45.3,7.7,25.4,3.8
E00081029,15.2,51.9,5.3,24.6,3
E00081030,26.3,43.9,5,21.2,3.6
E00081032,15.7,50.2,8.2,21.8,4.1
E00081033,17.9,51.6,7.7,20.5,2.2
E00081034,12.9,52.2,4.4,26.9,3.6
E00081035,16.2,52.9,5.5,24.3,1.1
E00081036,16.3,53.9,3.7,24.1,2
E00081037,13.2,45.2,7.5,31.7,2.4
E00081216,23.2,43.4,5.1,26.6,1.7
E00081220,19.4,47.9,5.8,24.4,2.5
E00081222,24.9,43.4,6.4,19.9,5.3
E00081223,26.8,45.3,4.9,21.1,1.9
E00081224,17.5,52.5,4.2,23.6,2.3
E00081225,28.4,44.2,4.7,20,2.8
E00081424,12.2,46.6,1.9,34.9,4.4
E00081426,14.1,39.2,3,40.2,3.5
E00081444,22.5,39.6,4.8,31.3,1.8
E00081445,13.8,41.3,3.7,37.2,4.1
E00081446,16.9,52.5,3.4,23.7,3.4
E00081447,15.6,35.4,6.6,38.3,4.1
E00081448,18.3,39.9,5.9,33.3,2.6
E00081449,16.9,50.2,5.6,26,1.3
E00081450,15.7,41,7,34.1,2.2
E00081451,14.1,40.7,5.2,36.3,3.6
E00081452,18.3,38.4,3.2,37.3,2.9
E00081453,23,39.9,8.9,25.4,2.8
E00081454,20.8,35,5.6,34,4.6
E00081455,10.9,45.9,5.1,34.2,3.9
E00081456,15.3,41.4,4.5,36,2.7
E00081457,22.7,37.7,8.1,28.6,2.9
E00081458,14,47.7,6.8,30.2,1.4
E00081459,13.4,46.7,3.3,32.6,4
E00081461,19.7,50,5.1,21.5,3.6
E00081462,22.4,37.8,7.1,28.6,4.1
E00081463,16.1,43.4,7,30.6,2.9
E00081464,14.9,38.3,4.6,39.8,2.3
E00081465,23.3,41.7,4,26.5,4.5
E00081466,28,43.2,5.3,21,2.5
E00081467,21.7,49.5,5,21.4,2.3
E00081468,19.4,40.9,4.8,31.7,3.2
E00081469,22.3,44.2,4.5,25.6,3.3
E00081470,20.1,41.9,6.8,25.6,5.6
E00081471,21.2,43.9,9.4,22.2,3.3
E00081472,13.2,40.2,3.2,41.3,2.1
E00081473,21.9,38.4,4.7,32,3
E00081474,23.3,47.5,3.7,23.7,1.8
E00081475,16.8,41.9,6.9,33.7,0.7
E00081476,9.4,42.7,1.4,43.1,3.5
E00081477,16.2,45.2,4.8,29.8,4
E00081478,17.3,43,3.5,31,5.3
E00081479,27.8,35.9,4.6,29,2.8
E00081480,17.7,45.7,7.7,26.7,2.3
E00081481,16.1,38.4,9.9,32.6,2.9
E00081482,28.1,38,6.3,25.8,1.8
E00081483,17.4,44.1,5,33.1,0.4
E00081485,15,40.5,8.2,32.7,3.7
E00081486,26.4,43.8,4.3,25.5,0
E00081487,21.4,46.9,3.6,25.5,2.6
E00081488,24.7,44.2,7.9,20.9,2.3
E00081489,19.2,43.4,5.3,28.5,3.6
E00081490,27.2,40.7,3,27.2,1.9
E00081491,24.2,44.8,8.5,20,2.4
E00081492,19.7,45.9,11.9,17.9,4.6
E00081493,18,45.4,10.7,23.4,2.4
E00081494,19.5,44.7,7,26.5,2.3
E00081495,24.6,40.4,10,21.2,3.8
E00081496,16.1,49.5,7.9,22.7,3.8
E00081497,20.7,45.2,11.5,20.2,2.4
E00081498,18.9,46.9,5.3,26.7,2.1
E00081499,18.9,44.9,10.1,22.9,3.1
E00081500,20.7,49.4,8.8,17.9,3.2
E00081501,32.9,35.7,7,18.6,5.8
E00081502,18,51.8,6.8,17.3,6.1
E00081503,21,42.3,8.5,25.3,2.8
E00081504,15.1,43.2,6.8,32.2,2.7
E00081505,15.6,44.1,4.7,32.8,2.7
E00081506,17.8,45.9,2.1,31,3.2
E00081507,14.9,48.2,8.3,25.4,3.3
E00081508,34.1,32.1,4.2,24.4,5.2
E00081509,11.3,45,5.6,35.8,2.3
E00081510,11.9,53.3,7.8,24.4,2.6
E00081511,15.5,46.3,4.1,31.1,3
E00081512,23.7,40.5,6.6,26.3,3
E00081513,20.1,36.2,7.9,34.5,1.3
E00081514,15.1,51.4,4.1,27.8,1.6
E00081515,16.2,44.6,4,30.4,5
E00081516,11.3,39.7,4.6,41.2,3.2
E00081517,21.2,33.6,5.8,37.5,1.9
E00081518,6.5,44,4.6,44.4,0.5
E00081519,10,40,3,46.1,0.9
E00081520,8.9,42.3,5.2,43.6,0
E00081521,15.3,50.3,5.5,26.6,2.3
E00081522,7.1,35.7,3.3,51.9,2.1
E00081523,15.8,50.2,5.4,24.6,3.9
E00081524,14.5,39.3,5.9,38.6,1.7
E00081525,22.8,30.3,9.5,33.6,3.7
E00081526,25.2,42.9,6.3,22,3.5
E00081527,24.9,42.9,6.6,23.5,2.1
E00081528,18.9,44.1,5.7,30.8,0.4
E00081529,23,37.7,6.6,27.3,5.5
E00081530,20.5,43.3,7.4,21.9,7
E00081531,9.8,38.5,3.5,47.2,1
E00081532,10.8,44.1,7.5,34.2,3.4
E00081534,15.5,48.5,7.6,28.4,0
E00081535,9.3,33.4,5.6,50.3,1.3
E00081536,22.1,35.1,8.7,27.9,6.3
E00081537,16.5,50,6.9,25,1.6
E00081538,34.5,32.4,5.1,25.3,2.7
E00081539,21.6,44.1,5.2,26.8,2.3
E00081540,20.2,45.8,3.9,28.1,2
E00081541,7.8,31.5,4.9,54.4,1.3
E00081542,8.6,34.5,1.4,52.9,2.5
E00081543,10.1,42.3,1.9,43.8,1.9
E00081544,9.6,30.7,2.8,55,2
E00081545,10.7,40.9,3.1,44,1.3
E00081546,12.7,51.2,4.9,26.6,4.5
E00081547,15.5,36.6,4.9,41.1,1.9
E00081548,11.2,36.3,0.5,51.6,0.5
E00081550,18.1,45.6,5.3,27,3.9
E00081551,15.3,46.3,5.6,29.5,3.4
E00081552,27.4,46.5,3.1,19.8,3.1
E00081555,15.3,48.1,4.7,28.9,3
E00081556,24.9,38.9,5.3,28.7,2.3
E00081557,22.2,43.1,5.7,24.9,4.1
E00081558,16.3,45.7,4.6,30.9,2.5
E00081574,12.5,52.2,7.7,27.6,0
E00081583,17.8,49.4,5.2,24.5,3
