geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00133025,12.3,33,39.5,15.2
E00133026,9.5,38.1,31,21.4
E00134175,10.6,44.1,34.1,11.2
E00134176,10.9,39.1,32.2,17.8
E00134177,31.4,35,18.6,15
E00134178,21.8,27.1,33.5,17.6
E00134179,10.8,36.8,34.9,17.5
E00134180,4.5,59.1,27.3,9.1
E00134181,0,50,25,25
E00134182,10.6,36.7,36.7,16.1
E00142688,20,27.8,34.4,17.8
E00142694,20.8,29.2,32.3,17.7
E00142695,18.9,33.6,34.4,13.1
E00142696,15.6,31.3,41.3,11.7
E00142697,23.3,33.2,31.2,12.4
E00142698,23,35.1,26.4,15.5
E00142699,18.9,30.5,31.6,18.9
E00142700,2.4,43.9,34.1,19.5
E00142701,26.8,25.2,33.9,14.2
E00142702,19.6,38.4,24.1,17.9
E00142703,11.7,45.7,30.9,11.7
E00142704,41.7,26.2,12.6,19.4
E00142705,37.2,27.9,18.6,16.3
E00142706,33.5,30.2,24,12.3
E00142707,37.3,32.5,17.5,12.7
E00142708,33.3,40.2,12.8,13.7
E00142709,41.5,32.2,13.6,12.7
E00142710,40.6,37.2,11.1,11.1
E00142711,28.5,31.9,27.8,11.8
E00142712,25.4,27.1,39.2,8.3
E00142713,36,27,22,15
E00142715,32.3,26,26,15.6
E00142717,39.7,31.7,15.1,13.5
E00142718,30.9,29,25.9,14.2
E00142719,31.9,23.4,27.7,17
E00142720,47.5,36.1,4.1,12.3
E00142721,39.4,33.1,9.4,18.1
E00142722,42.7,30.6,12.1,14.5
E00142723,33,27.7,13.8,25.5
E00142724,40.5,31.9,15.5,12.1
E00142725,23.2,34.8,15.9,26.1
E00142726,40.2,39.1,4.6,16.1
E00142727,39.3,29.6,11.9,19.3
E00142729,38.6,39.8,12.5,9.1
E00142733,38.2,28.2,13.6,20
E00142734,39.6,39.6,11.5,9.4
E00142735,36.1,27.7,18.5,17.6
E00142736,36.8,27.6,17.8,17.8
E00142737,18.9,31.5,39.6,9.9
E00142741,40.8,24.4,17.4,17.4
E00142744,41.6,28.3,13.9,16.2
E00142747,38.6,33.7,7.8,19.9
E00142748,36.2,32.9,14.1,16.8
E00142749,50.6,26.6,12,10.8
E00142750,45.2,30.2,5.6,19
E00142751,37.5,29.4,16.9,16.2
E00142752,56.8,22.5,7.2,13.5
E00142753,35,37.9,9.7,17.5
E00142754,36.3,32.6,14.1,17
E00142755,50.5,27.9,11.7,9.9
E00142756,43.8,25,6.3,25
E00142757,33.6,33.6,21.1,11.7
E00142758,42,24.7,21.6,11.7
E00142760,38,36,13,13
E00142761,34.6,30,17.7,17.7
E00142763,33.3,36.8,10.5,19.3
E00142764,36.7,32,21.8,9.5
E00142765,47.1,25.7,9.3,17.9
E00142766,27.7,35.6,21.8,14.9
E00142768,24.6,31.4,26.3,17.8
E00142769,34.6,29.4,22.9,13.1
E00142770,43.6,31.7,11.1,13.6
E00142771,42,31.5,18.2,8.4
E00142772,41,26.9,17,15.1
E00142773,42.2,28,14.9,14.9
E00142774,38,33.2,17.9,10.9
E00142775,30.7,28.5,22.9,17.9
E00142776,44.7,23.5,15.9,15.9
E00142777,38.9,34.8,12.1,14.1
E00142826,15.1,24.4,46.5,14
E00142827,23.4,32.3,29.8,14.5
E00142828,21.8,29.9,36.7,11.6
E00142829,47.7,21.3,13.5,17.4
E00142830,23.9,34.5,22.1,19.5
E00142831,26.4,34.5,26.4,12.6
E00142832,21.8,27.6,35.9,14.7
E00142833,19.4,29.1,31.1,20.4
E00142834,11.5,34.4,42.6,11.5
E00142843,27.4,37.6,16.2,18.8
E00142844,32.7,27.3,26,14
E00142845,25.8,38.2,21.3,14.6
E00142850,26.4,27.6,27.2,18.8
E00142851,32.6,24.8,21.7,20.9
E00142857,7,31.6,42.1,19.3
E00142858,11.6,39.5,32.7,16.3
E00142859,15.7,34.8,34.8,14.8
E00142860,10.6,38.3,34,17
E00142861,13.3,40,25,21.7
E00142862,15.1,42.9,28.8,13.2
E00142863,5.8,44.9,36.2,13
E00142864,32,34,11,23
E00142865,25.3,35.6,22.9,16.1
E00142866,32.9,38.9,15,13.2
E00142867,29.2,31.1,26.7,13
E00142868,34.1,40.5,11.1,14.3
E00142869,22,42.5,15,20.5
E00142870,29.6,38.7,16.2,15.5
E00142871,26.8,37.5,18.5,17.3
E00142874,29.2,29.9,26,14.9
E00142875,37.5,33.1,16.2,13.2
E00142876,21.7,33.9,24.3,20
E00144160,23,36.9,21.8,18.3
E00144161,28.7,43.1,9.8,18.4
E00144162,42.3,30.9,10.6,16.3
E00144163,28.8,39.7,14.1,17.4
E00144164,32.3,38.6,13.4,15.7
E00144165,27.3,36,16.1,20.5
E00144166,11.7,38.3,23.4,26.6
E00144167,21.4,28.4,33.6,16.6
E00144168,19.1,31.9,28.4,20.6
E00144169,29.7,36.2,19.6,14.5
E00144174,14.2,34.5,44.2,7.1
E00144175,16.7,25,44.4,13.9
E00144176,18,29.5,32.8,19.7
E00144191,14.5,29.9,32.5,23.1
E00144192,24,33,20,23
E00144193,32.2,36.5,13,18.3
E00144194,23.5,42.2,19.6,14.7
E00144195,27.5,39.1,14.5,18.8
E00144196,36.2,38.8,7.9,17.1
E00144197,36.9,34,10.6,18.4
E00144198,38.3,35.6,10.1,16.1
E00144199,47.9,30.6,7.4,14
E00144200,45.8,37.3,5.9,11
E00144201,26.5,40.2,18.9,14.4
E00144202,24.2,41.1,21.1,13.7
E00144203,17.8,36.3,26.7,19.2
E00144204,21.1,49.6,16.3,13
E00144205,11.4,48,25.2,15.4
E00144206,14.8,34.3,25,25.9
E00144247,20.2,21.8,43.5,14.5
E00144248,21.8,24.8,41.6,11.9
E00144249,13.2,34.2,37.7,14.9
E00144251,13.6,27.2,40.8,18.4
E00144252,18.6,30.1,38.1,13.3
E00144253,7.3,40.9,34.5,17.3
E00144254,21.3,34.7,29.3,14.7
E00144255,11,34.6,41.7,12.6
E00144267,4.8,34.6,41.3,19.2
E00144268,30.7,32,14.7,22.7
E00144269,12.6,34.5,49.4,3.4
E00144270,14,24.4,47,14.6
E00144271,27,32.8,28.5,11.7
E00144272,37.8,32.7,13.3,16.3
E00144273,22.4,28.6,39.8,9.2
E00144274,16.5,32.1,28.4,22.9
E00144275,25.6,39.8,24,10.6
