geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00133025,1.4,11.8,35,51.8
E00133026,0,36,34,30
E00134175,5.5,49.3,23.3,21.9
E00134176,0,13,51.1,35.9
E00134177,10.1,23.2,52.2,14.5
E00134178,8.3,15.6,37.8,38.3
E00134179,1.9,20.5,33.5,44.1
E00134180,2.5,89.6,3.7,4.3
E00134181,5.2,89.7,4.5,0.6
E00134182,1.3,17.4,36.2,45
E00142688,0,19,34.2,46.8
E00142694,3.8,10,52.5,33.8
E00142695,0.8,24.8,45.5,28.9
E00142696,0,5.4,46.9,47.6
E00142697,0,12.3,34.8,52.9
E00142698,0.7,21.7,36.2,41.3
E00142699,6.4,27.3,45.5,20.9
E00142700,0,20.5,45.5,34.1
E00142701,0.9,14.8,44.4,39.8
E00142702,6.7,11.2,47.2,34.8
E00142703,2.6,14.1,33.3,50
E00142704,20.8,42.2,34.4,2.6
E00142705,24.2,22.7,38.6,14.4
E00142706,3.6,6.5,26.8,63.1
E00142707,15.8,38.8,37.5,7.9
E00142708,7.4,34.7,44.6,13.2
E00142709,11,39.4,33.1,16.5
E00142710,7.4,41.1,34.4,17.2
E00142711,0,20.9,42.3,36.8
E00142712,0,4.9,23.3,71.8
E00142713,1.4,30.3,54.5,13.8
E00142715,0.8,19.2,42.5,37.5
E00142717,0,5.6,65.1,29.4
E00142718,2.8,19.9,25.5,51.8
E00142719,15.8,34.2,33.3,16.7
E00142720,5.4,53.1,38.5,3.1
E00142721,0,26.8,57.5,15.7
E00142722,0.8,13.2,76,9.9
E00142723,9.6,34.8,45.2,10.4
E00142724,27,46.6,21.9,4.5
E00142725,4.8,40.8,47.2,7.2
E00142726,15.3,18,60.4,6.3
E00142727,0.8,47.9,43.8,7.4
E00142729,3.3,36.7,55,5
E00142733,3.2,3.2,83.1,10.5
E00142734,2.4,31.5,62.2,3.9
E00142735,15.2,28.7,28.3,27.8
E00142736,1.4,16.4,63.7,18.5
E00142737,10,27.7,20.8,41.5
E00142741,0,8.3,67.5,24.2
E00142744,0.7,15.9,72.8,10.6
E00142747,0.7,9.7,72.9,16.7
E00142748,13.1,17.9,64.8,4.1
E00142749,3,13.4,73.9,9.7
E00142750,0.9,25.6,64.1,9.4
E00142751,0.8,22.1,42.6,34.4
E00142752,2.5,45.4,48.7,3.4
E00142753,0.8,47.1,47.1,5
E00142754,7.7,33.8,33.8,24.6
E00142755,0.8,30.8,56.7,11.7
E00142756,8.1,39,48.5,4.4
E00142757,2.2,38.8,28.8,30.2
E00142758,1.6,7,38.3,53.1
E00142760,2.6,11.2,73.3,12.9
