areacd,disability_3a-001,disability_3a-002
E00072594,14.5,85.5
E00072595,17.3,82.7
E00072596,16.1,83.9
E00072597,16.8,83.2
E00072598,14.3,85.7
E00072599,16.4,83.6
E00072600,12.8,87.2
E00072601,15.8,84.2
E00072602,12.7,87.3
E00072603,22.2,77.8
E00072604,6.2,93.8
E00072605,15.9,84.1
E00072606,11.3,88.7
E00072609,12.8,87.2
E00072613,21.9,78.1
E00072779,10.8,89.2
E00072780,15.2,84.8
E00072781,21.7,78.3
E00072782,39.8,60.2
E00072783,10.1,89.9
E00072784,17.9,82.1
E00072785,18.6,81.4
E00072786,14.8,85.2
E00072789,16.3,83.7
E00072794,14.2,85.8
E00072988,12.1,87.9
E00072992,11,89
E00072995,31.6,68.4
E00072997,13.7,86.3
E00073108,16.4,83.6
E00073119,14.4,85.6
E00073120,18.1,81.9
E00073121,18.5,81.5
E00073122,13.6,86.4
E00073123,13.5,86.5
E00073124,25.1,74.9
E00075111,11.8,88.2
E00075112,12.6,87.4
E00075113,12.7,87.3
E00075122,10.6,89.4
E00075123,14.7,85.3
E00075124,14.2,85.8
E00075125,13,87
E00075126,18,82
E00075127,14.7,85.3
E00075128,14.4,85.6
E00075129,16.3,83.7
E00075132,15.4,84.6
E00075133,27.1,72.9
E00075134,17.9,82.1
E00075136,12.5,87.5
E00075137,14.4,85.6
E00075138,15.5,84.5
E00075139,16,84
E00075140,23,77
E00075141,15.6,84.4
E00075142,14.6,85.4
E00075143,13.1,86.9
E00075144,12.8,87.2
E00075216,8.9,91.1
E00075218,17.6,82.4
E00075219,15.3,84.7
E00075220,21.3,78.7
E00075221,13.8,86.2
E00075222,19,81
E00075223,15.7,84.3
E00075224,24,76
E00075226,23.4,76.6
E00075227,12.6,87.4
E00075228,14.9,85.1
E00075229,12.3,87.7
E00075230,15.9,84.1
E00075231,15,85
E00075232,24.1,75.9
E00075233,20.4,79.6
E00075234,26.1,73.9
E00075235,18.6,81.4
E00075236,17.5,82.5
E00075237,42.2,57.8
E00075238,12.5,87.5
E00075239,11.7,88.3
E00075240,11.8,88.2
E00075241,14.7,85.3
E00075242,12.1,87.9
E00075243,11.2,88.8
E00075244,13.1,86.9
E00075245,20.1,79.9
E00075246,18.9,81.1
E00075247,13.1,86.9
E00075248,20.6,79.4
E00075249,16.5,83.5
E00075250,12.4,87.6
E00075251,19.8,80.2
E00075252,14.9,85.1
E00075253,15.1,84.9
E00075254,12.8,87.2
E00075255,9.3,90.7
E00075256,13.1,86.9
E00075257,12.8,87.2
E00075258,17.6,82.4
E00075259,14.1,85.9
E00075260,16.2,83.8
E00075261,15.9,84.1
E00075262,16.3,83.7
E00075263,17.2,82.8
E00075264,15.8,84.2
E00075265,10.2,89.8
E00075266,18.1,81.9
E00075267,14.1,85.9
E00075268,12.6,87.4
E00075269,24,76
E00075270,15,85
E00075271,34,66
E00075272,22,78
E00075273,17.4,82.6
E00075428,17,83
E00075429,12.1,87.9
E00075431,27.9,72.1
E00075432,15.6,84.4
E00075433,17.6,82.4
E00075434,16.4,83.6
E00075435,16,84
E00075436,11.5,88.5
E00075437,14.4,85.6
E00075438,7.9,92.1
E00075439,10.9,89.1
E00075440,22,78
E00075754,16.9,83.1
E00075756,12.8,87.2
E00075757,24.9,75.1
E00075758,20.4,79.6
E00075828,23.4,76.6
E00075829,23.8,76.2
E00075830,20.2,79.8
E00075831,21.1,78.9
E00075832,33.3,66.7
E00075833,37.2,62.8
E00075835,22,78
E00075836,26.2,73.8
E00075837,17.5,82.5
E00075838,17.6,82.4
E00075839,19.7,80.3
E00075840,17.7,82.3
E00075841,13.7,86.3
E00075842,16.2,83.8
E00075843,26.7,73.3
E00075844,16.7,83.3
E00075845,16.1,83.9
E00075846,15.3,84.7
E00075847,16.5,83.5
E00075848,13.9,86.1
E00075849,14.1,85.9
E00075850,14.6,85.4
E00075851,23.7,76.3
E00075852,15.4,84.6
E00075853,16.8,83.2
E00075854,24.8,75.2
E00075855,17.4,82.6
E00075856,23.5,76.5
E00075857,20.7,79.3
E00075859,10.9,89.1
E00075860,12.4,87.6
E00075861,13.2,86.8
E00075862,10.4,89.6
E00075863,9.4,90.6
E00075864,11.3,88.7
E00075865,10.2,89.8
E00075866,12.6,87.4
E00075867,16.4,83.6
E00075868,16.1,83.9
E00075869,13.7,86.3
E00075870,16.1,83.9
E00075871,19.8,80.2
E00075872,14.8,85.2
E00075873,12.6,87.4
E00075874,15.4,84.6
E00075875,23.8,76.2
E00075876,17.6,82.4
E00075877,15.1,84.9
E00075878,14.8,85.2
E00075879,14.1,85.9
E00075880,23.7,76.3
E00075881,15.7,84.3
E00075882,16.7,83.3
E00075883,28.1,71.9
E00075884,22,78
E00075885,16.9,83.1
E00075886,22.2,77.8
E00075887,16.7,83.3
E00075888,19.8,80.2
E00075889,15.6,84.4
E00075890,16.9,83.1
E00075891,22.8,77.2
E00075892,25.1,74.9
E00075893,15.6,84.4
E00112859,8.9,91.1
E00112861,12.2,87.8
E00112863,14.8,85.2
E00113772,15.2,84.8
E00113773,9.8,90.2
E00113777,8.4,91.6
E00162649,15.7,84.3
E00162650,11.9,88.1
E00162651,14.5,85.5
E00162652,11.4,88.6
E00162653,17.6,82.4
E00162654,18.1,81.9
E00162655,10.9,89.1
E00162656,15.8,84.2
E00162657,14.4,85.6
E00162658,29.5,70.5
E00162659,13.1,86.9
E00162660,15.9,84.1
E00162661,21.6,78.4
E00162736,10.6,89.4
E00162737,9.4,90.6
E00162738,12.4,87.6
E00162739,12.5,87.5
E00162740,21.5,78.5
E00162741,14,86
E00162742,13.8,86.2
E00162743,13.3,86.7
E00162744,14.1,85.9
E00162745,11.4,88.6
E00162746,10.4,89.6
E00162747,15,85
E00162748,13.5,86.5
E00162749,9.2,90.8
E00162750,10.6,89.4
E00162751,10.4,89.6
E00162752,12.5,87.5
E00162753,12.7,87.3
E00162754,22.3,77.7
E00162756,19.3,80.7
E00162757,18.2,81.8
E00162758,14.5,85.5
E00162759,11.8,88.2
E00162760,16.4,83.6
E00162761,31.2,68.8
E00162762,25.7,74.3
E00162763,13.8,86.2
E00162764,21.3,78.7
E00162765,19.7,80.3
E00162766,11.7,88.3
E00162767,26.9,73.1
E00162768,19.6,80.4
E00162769,28.8,71.2
E00162770,18.7,81.3
E00162771,23.6,76.4
E00162773,20.1,79.9
E00162775,15.4,84.6
E00162776,18.8,81.2
E00162777,23.7,76.3
E00162778,22.5,77.5
E00162779,24.9,75.1
E00162780,16.4,83.6
E00162781,23.7,76.3
E00162782,14.3,85.7
E00162783,15.9,84.1
E00162784,14.4,85.6
E00162788,26.1,73.9
E00162800,15,85
E00162801,11.7,88.3
E00162802,13.9,86.1
E00162803,11.8,88.2
E00162804,15.8,84.2
E00162805,15.1,84.9
E00162806,13.6,86.4
E00162807,16.5,83.5
E00162811,17.5,82.5
E00162821,15.6,84.4
E00162825,22.6,77.4
E00162826,18,82
E00162827,23.2,76.8
E00162828,25.8,74.2
E00162829,19.5,80.5
E00162830,18,82
E00162831,14.8,85.2
E00162832,15,85
E00162833,20.6,79.4
E00162834,16.2,83.8
E00162835,29.1,70.9
E00162836,23.6,76.4
E00162837,23,77
E00162838,12.4,87.6
E00162839,28.1,71.9
E00162840,13.7,86.3
E00162841,34.8,65.2
E00162842,18.4,81.6
E00162843,5.9,94.1
E00162844,14.9,85.1
E00162846,9.4,90.6
E00162847,14,86
E00162848,13.3,86.7
E00162849,19.7,80.3
E00162850,16,84
E00162851,15.1,84.9
E00162853,22.8,77.2
