areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00032500,40.7,39.8,19.5
E00032508,81.3,5.8,12.9
E00032510,72.4,7.3,20.3
E00032511,79.3,6.1,14.6
E00032512,69.5,1.9,28.6
E00032513,71.5,10.3,18.1
E00032514,72.1,0.8,27.1
E00032515,78.3,3.1,18.6
E00032516,83.5,1.6,14.9
E00032517,74.4,3.4,22.3
E00032518,70.4,7.7,22
E00032520,79.8,1.8,18.4
E00032521,76.4,1.6,22.1
E00032522,79.3,2.4,18.4
E00032523,82.6,4,13.4
E00032524,80.5,3.8,15.7
E00032525,75.4,1.9,22.7
E00032526,72.9,0,27.1
E00032528,80.7,4.9,14.4
E00032529,79.4,1.2,19.4
E00032530,74.5,15.8,9.7
E00032531,74.7,6.3,18.9
E00032532,76.7,4,19.3
E00032533,80.9,4.5,14.6
E00032534,77,2.6,20.4
E00032607,80.5,1.1,18.4
E00032608,85.5,1,13.4
E00032609,76.7,4.2,19.1
E00032610,78.7,2.2,19.1
E00032611,79.7,2.4,17.9
E00032612,65.9,4.3,29.7
E00032613,79.1,4,17
E00032614,73.7,5.1,21.2
E00032615,81.3,0.4,18.3
E00032616,71,10.1,18.9
E00032617,82.7,1,16.3
E00032618,83.3,0,16.7
E00032619,76.6,1.4,22
E00032620,77.4,2.8,19.8
E00032621,75.1,4,20.9
E00032622,78.3,3.2,18.5
E00032623,71.7,4.8,23.5
E00032624,75.9,6.8,17.3
E00032625,72.8,1.9,25.3
E00032626,77.9,1.3,20.8
E00032629,88,2,10
E00032630,92.9,1.2,5.8
E00032631,88.3,3.3,8.5
E00032632,85.6,0.3,14.1
E00032633,80.7,2.9,16.4
E00032634,90.4,0.3,9.2
E00032635,82.5,1.3,16.2
E00032636,85.8,0,14.2
E00032648,89,6.6,4.4
E00032669,65.9,8.4,25.7
E00032670,67,18.1,14.9
E00032671,71.1,6.9,22
E00032672,72.4,2.8,24.9
E00032673,71.9,6,22.2
E00032674,70.7,6.6,22.6
E00032675,63.2,3.3,33.5
E00032676,71.4,5.4,23.2
E00032677,81,4.6,14.4
E00032678,85.9,2,12
E00032679,73.5,4,22.5
E00032680,67.2,14.8,17.9
E00032681,73.3,5.2,21.5
E00032682,77,4.8,18.2
E00032683,70.8,13.6,15.6
E00032684,67.8,5.3,26.9
E00032685,59.8,7.6,32.6
E00032710,75,3.9,21.1
E00032711,93.6,0.7,5.7
E00032712,88.2,1.6,10.2
E00032713,85.7,0.3,14
E00032714,90.4,2.5,7.1
E00032715,85,0.8,14.2
E00032716,86.6,1.5,11.9
E00032717,86.1,0,13.9
E00032718,91.8,0.3,7.9
E00032719,78.3,0.4,21.3
E00032720,94.9,0.8,4.3
E00032721,87.5,0.4,12.2
E00032722,82.8,2.6,14.6
E00032723,68.9,10.2,20.9
E00032724,84.9,1.3,13.8
E00032725,77.8,0.7,21.5
E00032726,78.3,4,17.7
