areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00086549,13,13,10,64
E00086550,9.7,12.1,17.7,60.5
E00086570,8.5,8.5,2.1,80.9
E00086571,15.8,9.6,3.5,71.1
E00086572,9.8,14.8,5.7,69.7
E00086575,33,7,20.9,39.1
E00086576,7.1,7.1,4.4,81.4
E00086577,6.1,8.8,4.4,80.7
E00086578,12.2,13.3,7.8,66.7
E00086579,5.6,8.3,7.4,78.7
E00086581,25,19.1,1.5,54.4
E00086582,11.7,10.5,45,32.7
E00086589,39.6,42.5,0.9,17
E00086590,21.7,20.2,2.3,55.8
E00086592,47.5,47.5,1.6,3.3
E00086596,41.9,36.4,1.5,20.2
E00086598,43.8,46.1,0,10.2
E00086602,51.9,35.3,0,12.8
E00086603,26.3,36.4,12.1,25.3
E00086605,39.1,25.2,0,35.7
E00086609,60.7,26.5,6,6.8
E00086610,35.2,25.4,17.2,22.1
E00086613,27,21.4,47.6,4
E00086614,19.3,12.6,42,26.1
E00086615,28.3,27.6,0.7,43.4
E00086616,45,31,0,24
E00086617,58.4,28.3,1.8,11.5
E00086618,15.9,13.5,48.4,22.2
E00086619,20,19.3,19.3,41.4
E00086620,56.2,21.5,1.7,20.7
E00086621,24,35.7,14.9,25.3
E00086622,26.7,27.6,27.6,18.1
E00086623,29.3,37.6,7.5,25.6
E00086624,12.8,17.1,39.3,30.8
E00086625,43,28.1,0,28.9
E00086626,18.1,16.7,3.5,61.8
E00086627,31.8,38.6,3.8,25.8
E00086762,11.8,36.2,31.6,20.4
E00086763,20,31.3,32.2,16.5
E00086764,13.4,24.6,44.4,17.6
E00086765,39.8,42.9,3.7,13.7
E00086766,35.6,42.5,8.6,13.2
E00086767,35.6,23.5,30.3,10.6
E00086768,60,29.6,0,10.4
E00086769,31.1,38.4,16.6,13.9
E00086770,9.7,13.4,72,4.8
E00086771,42.6,45.1,1.6,10.7
E00086772,28.4,44.3,4.5,22.7
E00086773,27.5,31.2,33.3,8
E00086774,11.8,13.7,61.8,12.7
E00086775,16.1,18,57.1,8.7
E00086776,29,49.5,0.9,20.6
E00086777,31.9,42,16.8,9.2
E00086778,24.3,24.3,41.4,9.9
E00086779,41.5,43,1.4,14.1
E00086780,36,52.8,0.8,10.4
E00086781,21.1,24.1,39.1,15.8
E00086782,17.1,21,56.2,5.7
E00086783,42.5,41.7,3.1,12.6
E00086784,9.2,6.4,80.1,4.3
E00086785,32.6,37,20.7,9.6
E00086786,26.6,28.1,35.9,9.4
E00086788,11.4,20.2,45.6,22.8
E00086789,28.9,38.6,17.5,14.9
E00086790,14.5,23.2,47.8,14.5
E00086791,21.6,33.6,32.8,12.1
E00086792,8.6,16.2,61,14.3
E00086793,26.3,27.1,0.8,45.8
E00086794,18.4,35.1,17.5,28.9
E00086795,30.7,35.4,20.5,13.4
E00086796,19,18.2,56.2,6.6
E00086798,16.5,15.7,55.9,11.8
E00086799,16.8,26.7,24.4,32.1
E00086800,28.9,28.9,26.4,15.7
E00086801,33.3,33.3,20,13.3
E00086802,8.8,16.2,58.1,16.9
E00086803,31.9,23.7,10.6,33.8
E00086804,19.6,20.5,33.9,25.9
E00086805,4.5,18.8,56.3,20.5
E00086806,17.6,47.1,22.5,12.7
E00086807,29.1,30.8,31.6,8.5
E00086808,38.4,30.1,15.1,16.4
E00086809,16.4,18.8,3.1,61.7
E00086810,34.4,40.3,0.5,24.7
E00086811,32,22.4,21.1,24.5
E00086812,34,21.7,0,44.3
E00086813,25.7,24.8,6.2,43.4
E00086814,16.1,14.4,0.6,68.9
E00086815,19.2,20.4,29.9,30.5
E00086817,15.2,31.5,17.4,35.9
E00086819,10.4,17.8,2.2,69.6
