areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00086549,87.9,9.8,2.3
E00086550,89.5,8.5,2
E00086570,83.4,13.8,2.8
E00086571,73,14.8,12.3
E00086572,91.3,7,1.7
E00086575,77.6,13.6,8.9
E00086576,92.4,6.3,1.3
E00086577,88.1,8.1,3.8
E00086578,86.4,9.8,3.8
E00086579,90.5,7.7,1.7
E00086581,87.4,9.1,3.6
E00086582,83,10.9,6.2
E00086589,86.2,11.3,2.6
E00086590,84.2,12.5,3.3
E00086592,88.7,8.4,2.9
E00086596,88.1,8.4,3.6
E00086598,88.7,9,2.3
E00086602,87.4,10.3,2.3
E00086603,87.9,9,3
E00086605,83.3,10.9,5.8
E00086609,84.2,9.6,6.3
E00086610,79.7,15.1,5.2
E00086613,69,21.5,9.5
E00086614,75.6,18.8,5.6
E00086615,83.6,13.4,3
E00086616,82.1,13.3,4.6
E00086617,86.5,9.8,3.7
E00086618,70.1,22,7.9
E00086619,82.1,13.7,4.2
E00086620,77.2,14.6,8.3
E00086621,86.4,9.2,4.3
E00086622,75.4,17.7,6.9
E00086623,87.1,9.7,3.2
E00086624,78.8,15.1,6.2
E00086625,82.5,13,4.6
E00086626,86.4,9.1,4.5
E00086627,85.9,11.3,2.8
E00086762,82.1,12.2,5.7
E00086763,82.2,12.9,4.9
E00086764,75.7,15.1,9.3
E00086765,86.6,10.4,3
E00086766,80.6,13.9,5.5
E00086767,79.3,14.5,6.3
E00086768,83.6,12.6,3.8
E00086769,83.1,10.4,6.5
E00086770,77.3,15.1,7.7
E00086771,90.5,9.5,0
E00086772,89,9.6,1.4
E00086773,73.5,19.9,6.5
E00086774,60.1,22,17.9
E00086775,67.6,18.9,13.5
E00086776,86.8,11,2.2
E00086777,82.2,12.7,5.1
E00086778,73.8,20.2,6
E00086779,85.9,11.5,2.6
E00086780,90,7.9,2.1
E00086781,75.7,16.2,8.1
E00086782,63.5,22.5,14
E00086783,87.6,10,2.4
E00086784,45.3,36.9,17.9
E00086785,81,13.2,5.8
E00086786,70.8,18.1,11.1
E00086788,80.7,13,6.3
E00086789,80.5,13.4,6.2
E00086790,83.7,10.4,6
E00086791,76,16.3,7.8
E00086792,84.7,10.7,4.6
E00086793,86.5,10.8,2.7
E00086794,86.7,9.7,3.6
E00086795,77.4,16.1,6.5
E00086796,63.2,23,13.8
E00086798,66.9,18.5,14.5
E00086799,81.8,12.4,5.8
E00086800,82.2,11.7,6
E00086801,80.1,14.1,5.8
E00086802,72.7,17.8,9.5
E00086803,81.7,15.1,3.2
E00086804,83.3,12,4.7
E00086805,83.7,10.7,5.6
E00086806,79.9,13.5,6.6
E00086807,77.9,14.8,7.2
E00086808,85.5,12.4,2.1
E00086809,88.4,7.5,4.1
E00086810,86.9,10.4,2.7
E00086811,79.8,15.2,5.1
E00086812,88.5,7.9,3.6
E00086813,83.3,10.5,6.3
E00086814,85.3,11.3,3.4
E00086815,76.5,18.6,4.9
E00086817,84.7,11.2,4.1
E00086819,82.5,12.3,5.2
E00086820,76.9,16.7,6.4
E00086821,85.6,11,3.4
E00086822,85.7,10.5,3.8
E00086823,82.7,12.4,4.9
E00086824,82.1,10.9,7.1
E00086825,88.7,9.7,1.6
E00086826,76.8,14.6,8.6
E00086827,77.5,14.5,8
E00086828,77.8,14.1,8.1
E00086829,84.2,11.6,4.2
E00086830,85.1,10.2,4.7
E00086831,79.2,15.1,5.7
E00086832,81.3,14.6,4.1
E00086833,80.4,13.2,6.4
E00086834,86.1,8.8,5.1
E00086835,82.4,11.9,5.8
E00086836,79.8,14.2,6
E00086837,87.3,8.7,4
E00086838,86,11.5,2.5
E00086839,84.1,13.5,2.4
E00086841,87.5,9.3,3.2
E00086842,86.7,10.6,2.7
E00086843,87.5,9.5,3
E00086844,88.9,8.5,2.6
E00086845,89.5,10.1,0.4
E00086846,88.3,8.2,3.5
E00086847,88.6,9.8,1.6
E00086848,92.8,4.6,2.7
E00086849,89.1,9,1.9
E00086850,85.7,10.8,3.6
E00086851,83.7,12.4,3.9
E00086852,74.9,10.2,15
E00086853,84.9,10.7,4.4
E00086854,83.2,11.9,4.9
E00086855,89.3,7.1,3.6
E00086856,86.7,10.8,2.6
E00086857,90.4,8.3,1.3
E00086858,87,7.9,5.1
E00086859,82.8,14.7,2.5
E00086860,84.3,11.5,4.1
E00086909,86.4,8.9,4.7
E00086910,80.4,13.4,6.2
E00086911,69.7,18.4,11.9
E00086912,80.6,15.6,3.8
E00086913,80.8,14.5,4.7
E00086914,86.2,8.9,4.9
E00086915,82.9,9.6,7.5
E00086916,87.1,9.9,3
E00086917,85.4,9.5,5.1
E00086918,85.8,11.4,2.8
E00086919,80.1,15.7,4.3
E00086920,83.9,11.2,4.9
E00086921,78.4,16.4,5.2
E00086922,85.2,11.6,3.2
E00086923,81.8,12.8,5.4
E00086925,74.5,16.7,8.8
E00086926,79.6,14.2,6.3
E00086929,83,9.9,7.1
E00086930,86.8,9.6,3.6
E00086931,76.5,15.4,8.1
E00086932,78.3,12.8,8.9
E00086933,80.1,13.7,6.3
E00086934,61.8,24.7,13.4
E00086935,87.6,10.8,1.7
E00086936,90.4,7.6,2
E00086937,83.7,11.4,4.8
E00086938,85.7,8.6,5.7
E00086939,84.3,12.6,3.1
E00086940,84.6,13,2.5
E00086941,56.6,27,16.4
E00086942,84.3,10.5,5.1
E00086943,84.7,11.6,3.8
E00086944,87.3,9.6,3.1
E00086945,88.8,7,4.3
E00086946,83.9,10.1,6
E00086947,77.4,16.9,5.7
E00086948,86.6,9.2,4.1
E00086949,83.8,11.8,4.5
E00086950,85.1,12.4,2.5
E00086951,86,9.2,4.8
E00086952,81.3,13.3,5.4
E00086953,85.8,11.5,2.7
E00086954,82.2,13.8,4
E00086955,82.2,11.2,6.6
E00086956,78.1,14.6,7.3
E00086957,76.9,15.9,7.2
E00086958,81.3,13,5.6
E00087052,84.3,11.1,4.6
E00087053,75.4,14.2,10.4
E00087054,88.8,8.2,3
E00087055,82.9,12.3,4.8
E00087056,84,11.2,4.8
E00087057,88.5,8.9,2.7
E00087058,82.1,13,4.8
E00087059,43.2,33.3,23.5
E00087060,74.1,17.3,8.6
E00087061,87.3,9.9,2.7
E00087062,85,10.8,4.2
E00087063,78.2,16.8,5
E00087064,78,12.5,9.5
E00087065,86.2,10.9,2.9
E00087066,83.8,11,5.2
E00087067,79.5,15.5,5.1
E00087069,80.8,12.1,7.1
E00087070,81.2,13.4,5.4
E00087071,80.8,15.9,3.3
E00087072,76,16,8
E00087073,63.6,23.3,13.1
E00087074,84.6,10,5.4
E00087075,79.6,14.1,6.4
E00087076,67.4,24.6,8
E00087077,73.5,17.6,8.8
E00087078,77.7,13.1,9.2
E00087079,81.3,12.3,6.4
