areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00086549,7.1,55.1,10.2,27.6
E00086550,33.1,44.4,8.1,14.5
E00086570,3.2,16,19.1,61.7
E00086571,21.4,30.4,19.6,28.6
E00086572,13.1,38.5,12.3,36.1
E00086575,49.1,22.8,10.5,17.5
E00086576,3.6,8.9,16.1,71.4
E00086577,11.4,10.5,14.9,63.2
E00086578,55.6,25.6,13.3,5.6
E00086579,5.5,1.8,13.8,78.9
E00086581,19,52.6,16.1,12.4
E00086582,33.3,52.4,14.3,0
E00086589,0,3.8,28.3,67.9
E00086590,24.8,38,24.8,12.4
E00086592,0,4.9,41.8,53.3
E00086596,2,41.6,19.8,36.5
E00086598,0.8,20.9,31.8,46.5
E00086602,0,27.8,39.1,33.1
E00086603,14.1,64.6,15.2,6.1
E00086605,0.9,51.3,21.2,26.5
E00086609,10.5,9.6,25.4,54.4
E00086610,0.8,31.1,59.8,8.2
E00086613,38.7,20.2,18.5,22.6
E00086614,54.6,22.7,4.2,18.5
E00086615,5.5,48.3,37.2,9
E00086616,7.8,12.4,11.6,68.2
E00086617,2.7,12.4,60.2,24.8
E00086618,47.2,38.4,13.6,0.8
E00086619,24.3,32.9,32.9,10
E00086620,27.5,19.2,41.7,11.7
E00086621,17.1,15.1,54.6,13.2
E00086622,19.8,30.2,39.7,10.3
E00086623,12.7,14.9,59.7,12.7
E00086624,27.1,50,20.3,2.5
E00086625,9.6,31.1,50.4,8.9
E00086626,27.8,23.6,34,14.6
E00086627,1.5,22.3,22.3,53.8
E00086762,3.9,28.3,59.9,7.9
E00086763,0,12.1,81,6.9
E00086764,22.1,24.1,47.6,6.2
E00086765,0,31.9,54.6,13.5
E00086766,0.6,18.4,73,8
E00086767,0,28,52.3,19.7
E00086768,0,5.5,80.3,14.2
E00086769,0,15.3,79.3,5.3
E00086770,32.8,8.1,55.9,3.2
E00086771,0,3.3,90.1,6.6
E00086772,1.1,5.7,89.8,3.4
E00086773,23,3.7,73.3,0
E00086774,67.6,4.9,27.5,0
E00086775,15,35,47.5,2.5
E00086776,0.9,2.8,91.5,4.7
E00086777,0,2.6,92.3,5.1
E00086778,27.3,8.2,53.6,10.9
E00086779,0,15,77.1,7.9
E00086780,0.8,4,87.3,7.9
E00086781,43.2,11.4,37.1,8.3
E00086782,41.1,11.2,43.9,3.7
E00086783,0,3.2,91.3,5.6
E00086784,89.5,7,2.1,1.4
E00086785,0,2.9,91.9,5.1
E00086786,28,5.6,64,2.4
E00086788,28.1,50.9,21.1,0
E00086789,0.9,30.4,60.9,7.8
E00086790,16.5,30.2,43.2,10.1
E00086791,35.6,4.2,60.2,0
E00086792,1.9,61,37.1,0
E00086793,26.3,43.2,28.8,1.7
E00086794,8.8,29.8,57.9,3.5
E00086795,0.8,41.7,46.5,11
E00086796,55.1,18.1,23.9,2.9
E00086798,41.6,22.4,21.6,14.4
E00086799,12.9,23.5,61.4,2.3
E00086800,21,16.1,37.1,25.8
E00086801,1,44.8,49.5,4.8
E00086802,25.7,27.9,41.9,4.4
E00086803,19.6,46.1,28.4,5.9
E00086804,9.7,18.6,67.3,4.4
E00086805,0,28.3,69.9,1.8
E00086806,0,3,92.9,4
E00086807,13.8,2.6,77.6,6
E00086808,1.4,6.8,89,2.7
E00086809,41.4,21.1,13.3,24.2
E00086810,23.1,42.5,17.7,16.7
E00086811,30.5,35.1,29.8,4.6
E00086812,18.5,13,18.5,50
E00086813,36,29.8,28.1,6.1
E00086814,59.1,27.1,10.5,3.3
E00086815,38.1,38.7,21.4,1.8
E00086817,30.1,21.5,37.6,10.8
E00086819,57.8,30.4,7.4,4.4
E00086820,23.8,41.5,29.2,5.4
E00086821,11.8,39.6,42.4,6.3
E00086822,58.9,15.3,13.5,12.3
E00086823,32.4,31.8,18.2,17.6
E00086824,64.4,18.9,13.3,3.3
E00086825,42.5,29.2,11.5,16.8
E00086826,37.8,31.7,26.7,3.9
E00086827,34.6,28.5,33.1,3.8
E00086828,59.6,16.8,8.7,14.9
E00086829,27.7,31.4,28.3,12.6
E00086830,29.4,48.5,13.4,8.8
E00086831,26.5,36.4,28.5,8.6
E00086832,11.9,40.3,42.5,5.2
E00086833,41.2,8.4,40.5,9.9
E00086834,43.5,37,10.4,9.1
E00086835,50.3,38.2,9.6,1.9
E00086836,37.7,43.7,10.2,8.4
E00086837,58.7,28.1,7.4,5.8
E00086838,9,60.6,25.8,4.5
E00086839,36.1,32.3,24.1,7.5
E00086841,4.5,11.8,20.9,62.7
E00086842,31.3,59.2,5,4.5
E00086843,3.6,4.5,58.6,33.3
E00086844,1.7,23.9,48.7,25.6
E00086845,31.2,54.5,10.4,3.9
E00086846,12.3,16,42.5,29.2
E00086847,10.7,9.8,40.2,39.3
E00086848,20.4,54.9,9.7,15
E00086849,6.5,46.3,38.2,8.9
E00086850,67.5,11.4,5.3,15.8
E00086851,14.3,22.2,51.6,11.9
E00086852,7,40.6,15.6,36.7
E00086853,18,15.6,53.9,12.5
E00086854,49.7,30.2,16.2,3.9
E00086855,37.1,18.1,16.4,28.4
E00086856,65.7,16.7,3.9,13.7
E00086857,44.8,35.2,8.8,11.2
E00086858,65.7,13.7,5.9,14.7
E00086859,14.6,25.5,55.5,4.4
E00086860,25.9,40.4,28,5.7
E00086909,2.2,5,84.2,8.6
E00086910,78.1,15.3,5.8,0.8
E00086911,36.8,16.2,39,8.1
E00086912,4.1,17.1,71.5,7.3
E00086913,0.8,25.6,66.9,6.6
E00086914,4.2,19.2,70.8,5.8
E00086915,17.1,77.2,5.7,0
E00086916,6.8,12.7,74.6,5.9
E00086917,5.2,26.1,60.9,7.8
E00086918,9.4,35.8,50,4.7
E00086919,7.9,59.6,18.4,14
E00086920,21.7,29.2,42.5,6.7
E00086921,22.2,29.1,42.7,6
E00086922,26.4,36.8,22.2,14.6
E00086923,8.4,55.9,24.8,10.9
E00086925,8.7,46.1,37.4,7.8
E00086926,11.8,2.7,60.9,24.5
E00086929,32.1,38.4,24.5,5
E00086930,0,3.9,85,11
E00086931,18.8,37.5,31.3,12.5
E00086932,3.5,60.5,22.8,13.2
E00086933,4.1,27.9,58.2,9.8
E00086934,68.4,8.8,14.9,7.9
E00086935,26.3,25.4,43.2,5.1
E00086936,0.7,2.8,78.5,18.1
E00086937,5,28.3,61.7,5
E00086938,13.8,19.5,55.3,11.3
E00086939,0,4,81.5,14.5
E00086940,4.1,0.8,82.9,12.2
E00086941,69.7,10.1,15.7,4.5
E00086942,4.2,28.5,61.8,5.6
E00086943,10.9,29.3,52.4,7.5
E00086944,0.7,6.5,84.2,8.6
E00086945,7.5,39.2,40.3,12.9
E00086946,0,3.5,87.8,8.7
E00086947,30.1,3.9,54.9,11.1
E00086948,10.7,17.3,58.7,13.3
E00086949,0.8,7.1,76.2,15.9
E00086950,13.9,13,64.8,8.3
E00086951,4.9,0,78,17.1
E00086952,27.8,14.8,50.4,7
E00086953,2.5,18.9,65.6,13.1
E00086954,27.3,28.3,31.3,13.1
E00086955,4.1,16.4,74.6,4.9
E00086956,28.4,49.3,18.7,3.7
E00086957,35.4,39.2,22.3,3.1
E00086958,9,89.7,1.4,0
E00087052,0.8,26.6,57.3,15.3
E00087053,24.8,7.8,50.4,17.1
E00087054,50,31.9,15.2,2.9
E00087055,0.8,5.6,88.9,4.8
E00087056,10.5,40.1,44.7,4.6
E00087057,8,33.2,35.7,23.1
E00087058,13,13,70.1,3.9
E00087059,88.6,9.6,0,1.8
E00087060,62.8,34.3,2.9,0
E00087061,38.5,30.8,21.2,9.6
E00087062,13.2,50,30.1,6.6
