areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00086549,72.8,23,4.1
E00086550,76.9,21.5,1.6
E00086570,79.5,19.1,1.4
E00086571,83.1,15.5,1.4
E00086572,79.8,17,3.1
E00086575,84.4,12.8,2.8
E00086576,78.3,18.7,2.9
E00086577,69.9,24.4,5.8
E00086578,79.2,16.3,4.5
E00086579,75.2,21.3,3.5
E00086581,84.8,13.2,2.1
E00086582,74.8,22.2,3.1
E00086589,84.5,10.1,5.4
E00086590,79.9,14.9,5.2
E00086592,92.3,7.7,0
E00086596,89,9.9,1.1
E00086598,92.6,7.1,0.3
E00086602,87.9,11.5,0.5
E00086603,82.6,16.8,0.5
E00086605,78.9,17.8,3.3
E00086609,95.9,4.1,0
E00086610,85.8,12.8,1.4
E00086613,97.9,1.7,0.4
E00086614,80.3,15.9,3.8
E00086615,80.7,18.1,1.2
E00086616,89.5,8.6,1.9
E00086617,94.5,5.1,0.4
E00086618,88.3,9.6,2.2
E00086619,84.7,13.4,1.9
E00086620,86.5,12.3,1.2
E00086621,85.6,13,1.4
E00086622,86.4,13.2,0.4
E00086623,75.7,22.8,1.5
E00086624,81,15.1,4
E00086625,86.7,10.8,2.5
E00086626,68.8,29.4,1.8
E00086627,83.6,15.4,0.9
E00086762,84.4,13.6,2
E00086763,86.1,12.2,1.8
E00086764,87.1,11.4,1.5
E00086765,92.2,6.9,0.8
E00086766,93.8,5,1.2
E00086767,95.5,3.8,0.7
E00086768,94.2,5.2,0.6
E00086769,88.6,10.1,1.3
E00086770,95.2,3.3,1.4
E00086771,94.2,5.5,0.3
E00086772,92.8,4.8,2.4
E00086773,94,5,1
E00086774,89.8,6.6,3.6
E00086775,93.8,4.1,2.1
E00086776,96.6,3.4,0
E00086777,91.1,8.6,0.3
E00086778,91.5,6.1,2.4
E00086779,94.2,4,1.8
E00086780,86,13.4,0.6
E00086781,88.5,10.4,1.2
E00086782,90.4,6,3.7
E00086783,84.1,15,0.9
E00086784,91,5.1,3.9
E00086785,95.9,3.3,0.8
