geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00114795,3,30.7,45.2,21.1
E00114796,4.9,33.1,36.6,25.4
E00114801,3.6,24.5,50.4,21.6
E00116106,4.9,34.4,45.4,15.3
E00116107,3.2,30.4,50.4,16
E00116108,3.7,30.4,39.3,26.7
E00116109,0.8,24.4,55.5,19.3
E00116110,11.9,46,31.7,10.3
E00116111,5.6,33.1,46,15.3
E00116112,9.6,31.8,36.3,22.3
E00116113,5,27.7,51.3,16
E00116114,14.4,40,32,13.6
E00116115,9.4,49.1,27.4,14.2
E00116116,4.7,39.5,41.9,14
E00116117,1.6,33.6,45.6,19.2
E00116118,7.7,26.9,48.5,16.9
E00116119,7.9,36.5,38.9,16.7
E00116120,5.6,25.8,48.4,20.2
E00116121,7.9,35.4,39.4,17.3
E00116122,5.8,28.3,41.7,24.2
E00116123,6.5,30.1,45.5,17.9
E00116124,4.1,25.1,52,18.7
E00116125,5.3,24.8,51.9,18
E00116126,12.9,41.4,30.7,15
E00116127,17.1,50,26.3,6.6
E00116128,9.3,25.8,44.4,20.5
E00116129,3.3,21.7,50,25
E00116130,0.8,31.7,48,19.5
E00116131,0,33.1,50.8,16.1
E00116132,3.3,28.3,51.7,16.7
E00116133,1.7,39.1,46.1,13
E00116134,5.5,37.2,44.8,12.4
E00116135,4,52.4,31,12.7
E00116136,5.5,47.2,41.7,5.5
E00116137,0,21.2,51.5,27.3
E00116138,0.8,18.3,42.5,38.3
E00116139,4.9,23.8,52.5,18.9
E00116140,7.4,37.5,39.7,15.4
E00116141,10.4,21.6,48.8,19.2
E00116142,3.5,18.4,45.6,32.5
E00116143,4.8,20.3,39.8,35.1
E00116144,10.3,34.5,31,24.1
E00116145,6.9,33.1,45.4,14.6
E00116148,7.1,28.6,40.3,24
E00116149,4.1,31.1,35.8,29.1
E00116159,13.7,47.8,28,10.6
E00116160,22.6,46.3,25,6.1
E00116161,26.3,49.1,20.5,4.1
E00116162,5.9,36.3,46.7,11.1
E00116163,12.2,39.7,34.6,13.5
E00116164,6.3,34.4,34.4,25
E00116165,4,25.2,43.7,27.2
E00116166,8.7,27.8,39.7,23.8
E00116167,18.5,59.2,16.2,6.2
E00116168,22.1,49,21.5,7.4
E00116169,37.3,43.8,13.8,5.1
E00116171,20.6,50,22.8,6.6
E00116172,29.3,46.8,19.7,4.3
E00116173,4.8,29.4,46.8,19
E00116174,4,34.4,48,13.6
E00116175,6.7,36.1,33.6,23.5
E00116176,2.9,21.2,49.6,26.3
E00116177,10,35,37.5,17.5
E00116178,5,29.4,46.2,19.3
E00116179,19.8,43,27.3,9.9
E00116180,9.8,36.4,35.6,18.2
E00116181,9.1,33.3,40.9,16.7
E00116182,4,31,48.4,16.7
E00116183,4,32,46.7,17.3
E00116184,7.1,34.9,38.9,19
E00116185,5.1,27.1,46.6,21.2
E00116186,10.8,36.7,30.8,21.7
E00116187,27.5,47.1,18.8,6.5
E00116188,4.2,36.7,44.2,15
E00116189,4.7,33.1,41.7,20.5
E00116190,4,37.3,37.3,21.4
E00116201,20.5,40.4,25.1,14
E00116202,7.9,33.1,36.7,22.3
E00116203,11.6,39.5,34.7,14.3
E00116204,6.4,32,34.4,27.2
E00116205,2.9,34.1,41.3,21.7
E00116206,4.8,28,51.2,16
E00116207,4.7,32,45.3,18
E00116208,8.4,34.4,43.5,13.6
E00116209,5.1,30.7,44.5,19.7
E00116210,3.9,32,38.3,25.8
E00116211,10.7,50,27.7,11.6
E00116212,4.6,33.8,48.5,13.1
E00116213,7.6,31.8,42.4,18.2
E00116214,4,32,48.8,15.2
E00116215,26.7,32.5,30.8,10
E00116216,17.2,44,30.2,8.6
E00116217,9,32.3,41.4,17.3
E00116218,8.8,30.1,41.9,19.1
E00116219,5.8,31.2,38.4,24.6
E00116220,4.7,23.5,32.9,38.9
E00116221,40.8,32.9,15.1,11.2
E00116222,5.5,22.8,46.5,25.2
E00116223,12.6,38.4,31.4,17.6
E00116224,4,28.2,38.7,29
E00116226,12.5,51.8,27.4,8.3
E00116227,6,30.8,47.9,15.4
E00116228,3.7,28.9,55.6,11.9
E00116229,9.5,44.4,27,19
E00117332,3.9,23.3,59.2,13.6
E00117333,2.9,22.1,50,25
E00117334,13,33,37.4,16.5
E00117335,0.8,34.1,48.8,16.3
E00117348,1.7,40,47,11.3
E00117349,21.6,41.8,30.7,5.9
E00117350,5.2,45.2,33.9,15.7
E00117351,9.1,47.3,33.6,10
E00117370,15.1,37.8,30.3,16.8
E00117409,27.6,43.1,23.3,6
E00117410,29,35.9,24.4,10.7
E00117411,31.1,47.1,19.3,2.5
E00117412,42.5,33,20.8,3.8
E00117413,19.2,36.2,27.7,16.9
E00117414,34.6,40.9,21.3,3.1
E00117415,14.6,36.5,34.3,14.6
E00117416,15,37.8,35.2,11.9
E00117417,8,37.2,35.8,19
E00117418,21.5,38.3,32.7,7.5
E00117419,4.1,29.6,41.8,24.5
E00117420,34.5,34.5,22.7,8.2
E00117421,3.4,43.7,38.7,14.3
E00117422,12.2,48,24.4,15.4
E00117423,11.9,34.7,39.8,13.6
E00117424,22.6,31.3,32.2,13.9
E00117425,15,35,35,15
E00117426,19.1,42,30.5,8.4
E00117427,21.8,35.6,31.7,10.9
E00117428,34.8,29.3,24.3,11.6
E00117429,8.2,38.2,41.5,12.1
E00117430,37.1,50.6,9,3.4
E00117431,6.6,41,30.3,22.1
E00117432,20.7,45.5,24,9.9
E00117433,7.1,35.7,42.9,14.3
E00117434,5.5,28.2,45.5,20.9
E00117435,8.4,32.8,47.1,11.8
E00117436,13.8,45.5,29.3,11.4
E00117438,9.5,38.1,37.3,15.1
E00117442,10.2,32.2,36.4,21.2
E00117443,7,30.4,44.3,18.3
E00117444,8.1,23.4,36.9,31.5
E00117445,5.4,34.8,41.3,18.5
E00117446,4,26,48,22
E00117448,5.7,32.6,41.8,19.9
E00117449,7.4,37.8,44.4,10.4
E00117450,11.7,45.5,30.5,12.3
E00117451,4.9,34.4,43.4,17.2
E00117452,8.9,35.1,36.9,19.1
E00117453,9,38.6,40,12.4
E00117454,6.6,37.2,42.1,14
E00117455,5.9,28.4,52,13.7
E00117456,15.3,35.8,35,13.9
E00117457,9.7,37.2,38.9,14.2
E00117458,5.6,33.6,45.8,15
E00117459,16.7,45.5,34.1,3.8
E00117460,17.2,42.2,29.7,10.9
E00117461,27.9,42,22.4,7.8
E00117462,19.8,44.4,28.6,7.1
E00117463,16.8,45.6,23.2,14.4
E00117464,20.1,51.3,24.7,3.9
E00117465,9.5,50,34.2,6.3
E00117466,22.7,48.5,25,3.8
E00117486,8.5,34.8,39,17.7
E00117487,12.8,43.1,30.3,13.8
E00117488,11.2,36.2,32.8,19.8
E00117489,6.8,32.2,46.6,14.4
E00117490,13.2,33.3,39.5,14
E00117491,15,42.5,35.4,7.1
E00117492,12.5,54.7,26.6,6.3
E00117493,4.2,40,38.3,17.5
