geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00016399,11.2,18,62.9,7.8
E00016401,12.4,20.4,61.9,5.3
E00016406,14.4,26.1,54.2,5.2
E00016408,10.9,7.6,71.7,9.8
E00016435,10.4,27.2,56.9,5.4
E00016716,9.1,17.6,61.5,11.8
E00016717,4.8,12.1,71.8,11.3
E00016718,11.7,20.7,59.5,8.1
E00016719,12.6,27.8,52.3,7.3
E00016720,10.2,18.5,66.3,4.9
E00016721,15.8,22.5,59.2,2.5
E00016723,10.7,23.8,61.5,4.1
E00019811,9.6,14,58,18.5
E00019815,12,20.7,59.8,7.6
E00019816,9.8,17.9,60.2,12.2
E00019817,10.7,23.7,59.8,5.8
E00019818,7.4,10.7,56.3,25.6
E00019820,12.9,18.1,61.9,7.1
E00019822,9.9,14.2,61.7,14.2
E00019826,14.9,13.8,58,13.2
E00019830,11.3,15.6,60,13.1
E00019844,14.3,17.9,54.8,13.1
E00019926,11.7,18.4,58.9,11
E00019928,17.4,23.6,48.6,10.4
E00019930,12.6,28.1,53.9,5.4
E00019931,11.5,16.8,64.6,7.1
E00019933,12.4,23.2,53.5,10.8
E00019934,14.7,17,56.7,11.6
E00019935,7.3,13.7,65.7,13.3
E00019937,7.6,8.9,64.6,19
E00019947,12.8,18.2,58.1,10.8
E00019949,14.7,17.9,56.8,10.5
E00019950,15.5,24.7,53.6,6.2
E00019953,13.3,28.5,51.9,6.3
E00019955,9.4,33,51.9,5.7
E00019956,17.9,25.5,52.7,3.8
E00019957,14.6,20,56.1,9.3
E00019959,15.7,9.1,65.5,9.6
E00019963,27.4,21.5,34.6,16.5
E00019965,20.4,25,53.7,0.9
E00019971,5.8,10,71.7,12.5
E00019973,27.3,23.2,43.4,6.1
E00019976,9.7,38.9,46,5.3
E00019977,25,32.5,42.5,0
E00019981,14,21,61,4
E00019982,14.6,24.5,53.6,7.3
E00019984,15.5,26.1,52.1,6.3
E00019988,12.2,25.2,55.1,7.5
E00019990,15.7,21.7,59.1,3.5
E00019999,25.8,25.8,42.4,6.1
E00020000,27.3,31.8,35.5,5.5
E00020001,15.4,15.4,61.8,7.4
E00020002,9.2,22.8,57.6,10.4
E00020007,27.8,13.9,48.6,9.7
E00020008,17.8,10.3,50,21.9
E00020009,11.3,8.7,57.9,22.1
E00020010,3.6,4.4,58,34
E00020011,8.4,12.4,55.4,23.8
E00020013,8,13.4,65.1,13.4
E00020014,6.4,4.9,59,29.7
E00020015,8.3,19.2,60.9,11.5
E00020016,13.1,21.9,56.3,8.7
E00020017,6.1,8.8,66.6,18.6
E00020018,6.1,17.1,58.5,18.3
E00020019,12.3,21.3,52.5,13.9
E00020020,8,11.1,63.9,17
E00020021,10.8,12.8,63.5,12.8
E00020022,7.4,11.6,67.4,13.7
E00020023,15,23.4,54.2,7.5
E00020024,24.1,17.9,44.6,13.4
E00020025,5.9,17.1,61.2,15.8
E00020026,6.9,20,62.3,10.8
E00020027,7.5,8.8,57.9,25.8
E00020028,8,13,62.1,16.9
E00020029,7.1,20.4,59.3,13.3
E00020030,16.2,16.2,57.1,10.5
E00020031,10.8,23.3,54.5,11.4
E00020032,7.3,17.3,64.5,10.9
E00020034,13.7,13.7,62.9,9.7
E00020035,8.4,9.6,53.9,28.1
E00020037,8,9.7,58.4,23.9
E00020039,10.1,22.5,44.9,22.5
E00020040,10.1,12.9,59.6,17.4
E00020041,12.6,16.8,53.8,16.8
E00020043,8.7,16.8,55.7,18.8
E00020045,9.9,15.6,61,13.5
E00020046,7.7,18.9,63.3,10.1
E00020047,11.3,18.4,55.3,14.9
