geography_code,disability_3a-001,disability_3a-002
E00016399,16.7,83.3
E00016401,13.3,86.7
E00016406,16.4,83.6
E00016408,7.9,92.1
E00016435,15,85
E00016716,7.8,92.2
E00016717,11.8,88.2
E00016718,17.8,82.2
E00016719,11.4,88.6
E00016720,7,93
E00016721,15.3,84.7
E00016723,14.7,85.3
E00019811,15.3,84.7
E00019815,18.1,81.9
E00019816,14.3,85.7
E00019817,14,86
E00019818,8.3,91.7
E00019820,16.1,83.9
E00019822,7.6,92.4
E00019826,11.5,88.5
E00019830,16.6,83.4
E00019844,16.2,83.8
E00019926,11.7,88.3
E00019928,11.7,88.3
E00019930,14.2,85.8
E00019931,12.3,87.7
E00019933,15.7,84.3
E00019934,10.5,89.5
E00019935,13.1,86.9
E00019937,15.2,84.8
E00019947,16.5,83.5
E00019949,27.3,72.7
E00019950,13.9,86.1
E00019953,20.5,79.5
E00019955,15.1,84.9
E00019956,13.9,86.1
E00019957,15.1,84.9
E00019959,15.4,84.6
E00019963,9.9,90.1
E00019965,16,84
E00019971,15.3,84.7
E00019973,12.6,87.4
E00019976,6.3,93.8
E00019977,13.7,86.3
E00019981,16.3,83.7
E00019982,11.9,88.1
E00019984,11.5,88.5
E00019988,14.1,85.9
E00019990,14.4,85.6
E00019999,13.3,86.7
E00020000,12.9,87.1
E00020001,11.9,88.1
E00020002,9.6,90.4
E00020007,13.8,86.2
E00020008,13.8,86.2
E00020009,18.3,81.7
E00020010,5.3,94.7
E00020011,16.6,83.4
E00020013,13.9,86.1
E00020014,14.3,85.7
E00020015,19.3,80.7
E00020016,14.7,85.3
E00020017,13.8,86.2
E00020018,11.4,88.6
E00020019,23.9,76.1
E00020020,10.6,89.4
E00020021,13.1,86.9
E00020022,23.8,76.2
E00020023,27.6,72.4
E00020024,24.8,75.2
E00020025,20.6,79.4
E00020026,17.2,82.8
E00020027,5.7,94.3
E00020028,10.1,89.9
E00020029,19,81
E00020030,24.9,75.1
E00020031,13.1,86.9
E00020032,13.9,86.1
E00020034,18.2,81.8
E00020035,9.6,90.4
E00020037,10.9,89.1
E00020039,25.8,74.2
E00020040,12,88
E00020041,16.1,83.9
E00020043,13.7,86.3
E00020045,11.3,88.7
E00020046,13.1,86.9
E00020047,17.6,82.4
E00020048,19.2,80.8
E00020049,14.4,85.6
E00020050,17.9,82.1
E00020052,12.9,87.1
E00020053,15,85
E00020057,24.4,75.6
E00020059,22.6,77.4
E00020060,11.2,88.8
E00020061,8.9,91.1
E00020063,9.3,90.7
E00020064,12.2,87.8
E00020066,14.6,85.4
