geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00016399,26,35.7,2.3,34.3,1.6
E00016401,19.8,41.9,1.6,35.1,1.6
E00016406,21.7,42.7,2.4,30.2,3.1
E00016408,8.6,32.7,2.6,54.1,1.9
E00016435,28.2,33.4,1.7,33.4,3.2
E00016716,15.1,31.8,5,45.7,2.3
E00016717,13.8,31.1,2.4,48.5,4.2
E00016718,25.2,38.6,1.9,30.5,3.8
E00016719,17.9,35.9,4.4,38.2,3.6
E00016720,22.2,27.2,4.3,44.4,1.8
E00016721,25.8,40.6,5.7,25.8,2.2
E00016723,21.1,31.9,6.1,37.6,3.3
E00019811,11.3,28.6,3.8,53.4,2.9
E00019815,18.2,28.8,1.8,48.2,2.9
E00019816,23.2,34.5,2,38.9,1.5
E00019817,20.1,24.9,2.2,48.6,4.2
E00019818,5.9,15.6,2.2,72.9,3.3
E00019820,18.5,30.4,2.9,46.4,1.8
E00019822,11.8,23.3,4.1,56.7,4.1
E00019826,16,33.7,2,45.9,2.4
E00019830,10.7,34.6,2.6,49.3,2.9
E00019844,13.9,35.2,2.4,44.8,3.6
E00019926,10.8,25.5,4.6,56,3.1
E00019928,22,33.5,5.9,34.6,3.9
E00019930,26.5,32.7,2.3,37.2,1.3
E00019931,25.3,27.5,3,38.2,6
E00019933,24.8,27.5,4.2,42,1.5
E00019934,11.5,22.7,5.8,57.6,2.4
E00019935,14.5,23.2,1.9,58.1,2.4
E00019937,5.8,17.7,2.2,72.1,2.2
E00019947,22.1,31.8,7.4,36,2.7
E00019949,35,25.3,4.3,32.7,2.7
E00019950,23.8,36.1,3.9,32.2,3.9
E00019953,16.7,36,4.4,40.4,2.5
E00019955,26.5,31.5,4.4,34.3,3.3
E00019956,24.9,34.4,6.3,30.5,3.9
E00019957,22.8,35.5,4.3,35.8,1.5
E00019959,13.6,22.4,2.8,59.4,1.7
E00019963,26.5,27.1,8.6,35.2,2.6
E00019965,34.2,30.3,5.6,28.2,1.7
E00019971,14.2,23.7,3.2,58.9,0
E00019973,19.1,40.2,2.5,34.3,3.9
E00019976,19.1,30.7,5.4,44.4,0.4
E00019977,18.7,39.6,0,37.4,4.4
E00019981,26,35.3,4.7,28.5,5.5
E00019982,17.2,36.4,5.7,36.4,4.2
E00019984,21.7,39.9,3.3,33,2.2
E00019988,24.3,31.7,4.9,34.7,4.5
E00019990,26,40.3,2.2,28.6,3
E00019999,32.8,36.5,4.4,21.9,4.4
E00020000,23.2,30.9,5.8,36.7,3.4
E00020001,15.3,31.4,2,46.3,5.1
E00020002,14.1,24.9,1.6,58.1,1.3
E00020007,23.4,40.1,0,32.1,4.4
E00020008,5.2,53.8,1.6,37.8,1.6
E00020009,10.7,23.1,2.4,62.4,1.4
E00020010,4.1,11.3,0.3,82.5,1.7
E00020011,11.6,22.2,3.9,60.9,1.4
E00020013,17.3,26.3,2,53.5,0.9
E00020014,6.6,14.1,1.3,76.8,1.3
E00020015,16.7,31.6,1.5,48.7,1.5
E00020016,24,33,3.8,36.2,2.9
E00020017,15.7,24.9,1.1,56.5,1.8
E00020018,11.2,32.1,2.3,52.1,2.3
E00020019,24.2,27.9,3.8,41.3,2.9
E00020020,8.5,19.4,1.1,68.6,2.5
E00020021,43.9,16.1,5.8,32.2,2
E00020022,20.7,36.6,1.2,38.4,3
E00020023,28.7,32.2,3,33.9,2.2
E00020024,21.3,51.6,5.5,19.3,2.4
E00020025,18.3,27.4,4.1,47.5,2.7
E00020026,22.5,34.7,3,38,1.8
E00020027,5.5,15.5,4,74,1
E00020028,4.5,20.8,1.2,69.8,3.6
E00020029,20.1,26.3,4,45.1,4.5
E00020030,16.9,39.7,5.5,34.2,3.8
E00020031,24.2,31.3,5.7,34.7,4.2
E00020032,20.8,33.3,4.4,37.2,4.4
E00020034,20.6,29.4,5.1,42.1,2.8
E00020035,9.2,21,3.4,63.9,2.5
E00020037,9.3,22.5,1.5,64.6,2.1
E00020039,22.8,30.5,2.4,39.5,4.8
E00020040,12.5,31.6,2.8,50.3,2.8
E00020041,19.7,29.3,4.4,44.1,2.6
E00020043,13.3,31.4,1.9,52.4,1
E00020045,15.7,29.8,4.7,47.1,2.7
E00020046,16.7,34.9,2.6,41.6,4.1
E00020047,13.2,35.5,4.1,43.8,3.3
E00020048,20.5,29.5,4,43.8,2.2
E00020049,19.3,25.9,4,48.2,2.6
E00020050,19.1,34.1,2.3,41.8,2.7
E00020052,11.3,27.3,3.4,56.1,2
E00020053,25.4,29.6,5.4,37.5,2.1
E00020057,31.2,30.5,6.4,30.8,1.1
E00020059,32.7,26.5,3.7,35.8,1.4
E00020060,11.5,18.3,1.5,66,2.7
E00020061,23.2,34.7,2.5,35.6,3.9
E00020063,13.4,38.7,4,39.3,4.6
E00020064,15.3,32.5,2.5,45.8,4
E00020066,13.7,40,3,34.4,8.9
E00020067,19.8,32.5,3.4,38.4,6
E00020087,17.7,29.2,2.5,45.3,5.3
E00020088,24.9,33.6,2.1,34,5.4
E00020089,30.7,29.7,1.9,35.4,2.4
E00020090,17.4,17,0.9,62.2,2.6
E00020091,31.3,32.5,3.6,28.3,4.2
E00020092,28,32,5,32.5,2.5
E00020093,24.4,25.6,1.2,45.9,2.9
E00020206,17.9,30.4,2.4,46.4,3
E00020249,16.1,28.9,2.3,42.8,10
E00020250,27.9,28.8,2.2,37.9,3.1
E00020251,17.8,33.7,2.7,43.8,2.1
E00020252,27,25.2,4.4,37.7,5.7
E00020253,22.4,38.6,4.6,30.4,4
E00020254,22.7,30.4,1.6,40.9,4.5
E00020257,17.1,19.6,3.6,57.5,2.1
E00020259,1.7,10.1,0,87.4,0.8
E00020260,1.5,15.8,0.5,80.8,1.5
E00020261,3.9,13.3,2,79.2,1.6
E00020262,1.7,10.3,1.1,86.2,0.6
E00020263,16.5,37,2.5,39.5,4.5
E00020264,13.7,23.1,1.7,59.9,1.7
E00020266,9,28.6,1.4,58.3,2.8
E00020267,3.6,13.8,0.6,82,0
E00020268,2,6.8,1.4,87.8,2
E00020269,1.6,14.3,0.5,82.2,1.3
E00020270,4.8,9.6,0,85.3,0.3
E00020271,1.1,11.9,0.6,85.8,0.6
E00020273,19.3,32.6,4.1,40.8,3.2
E00020274,19.9,31.2,0.3,46.3,2.3
E00020275,18.3,27.2,2.8,50.7,1
E00020276,21.5,29.1,2.4,45.8,1.2
E00020277,21.1,27.2,2.8,46.9,1.9
E00020278,16.9,29.8,0,51.4,2
E00020280,19.5,32.3,5.3,41.6,1.3
E00020281,17.8,34.9,4.7,38.9,3.6
E00020282,18.2,27.6,4.9,46.7,2.7
E00020286,24,19.4,2.5,51.9,2.1
E00020287,29.4,28.3,3.2,37.4,1.6
E00020289,22.9,25,3.8,45.3,3
E00020290,12,22.1,2.3,61.6,1.9
E00020291,19.1,20.9,0,57.4,2.6
E00020292,10.3,20.2,1.4,66.8,1.4
E00020293,6.8,18,0,73.6,1.7
E00020294,15.8,38,2.5,42.6,1.1
E00020295,16.7,24.6,2.4,54.1,2.1
E00020296,21.9,31.2,3,40.5,3.4
E00020299,5.4,10.9,2.5,81.2,0
E00020300,18.4,31.8,5.4,41,3.3
E00020301,13.4,28.9,4.7,49.6,3.4
E00020302,18.9,25.5,4.2,46.7,4.7
E00020303,5.2,16.4,1.2,74.4,2.8
E00020304,19.8,28.2,2.8,46.8,2.4
E00020305,7.5,29.3,5.9,55.6,1.7
E00020307,5.8,14.6,0.6,77.2,1.7
E00020309,15.5,26.6,1.7,54.8,1.4
E00020310,5.8,13,1.3,77.3,2.6
E00020311,15,27.5,2.8,52.2,2.4
E00020312,18.1,25,1.7,52.6,2.6
E00020313,18.1,33,2.3,43.9,2.7
E00020314,13.1,26.6,7,50.2,3.1
E00020315,26.8,35.5,4.5,32.5,0.8
E00020317,19.8,39.2,5.1,34.6,1.3
E00020318,9.7,25.1,1.6,61.9,1.6
E00020319,23.4,30.6,5.1,38.7,2.1
E00020320,20.7,27.4,4.1,44.9,2.9
E00020321,21.4,42,2.9,31.3,2.5
E00020323,11.5,25.7,3.3,53.9,5.7
E00020324,23.6,34.7,3.9,34.7,3.1
E00020325,22.3,33.5,1.8,39.6,2.9
E00020326,21.7,29.9,3.5,40.9,3.9
E00020327,19.4,34.7,2.8,43.1,0
E00020328,16.7,33.3,3.2,44.1,2.7
E00020329,23.9,33.7,3.3,35.8,3.3
E00020330,2.4,15.3,1.2,79.7,1.5
E00020331,5.5,22.3,1,66.8,4.5
E00020332,11.8,35,4.9,46.8,1.5
E00020333,30.5,35.1,4.6,28.5,1.3
E00020334,18.4,23,3.5,52.3,2.8
E00020335,16.7,30.5,4.8,45.8,2.3
E00020336,18.3,35.9,1.7,42.2,2
E00020337,9.5,25.9,2.2,60.3,2.2
E00020338,15.1,29.6,3.6,47.1,4.5
E00020339,20.4,31,5.2,41.1,2.3
E00020340,28.8,33.1,7,29.4,1.7
E00020341,21.1,32.6,1.6,42.1,2.6
E00020342,11.9,26.7,2.9,54.3,4.3
E00020344,18.5,43.4,4.5,31.8,1.7
E00020345,15,19.4,3.2,56.3,6.1
E00020346,12.8,33.6,2.2,47.3,4
E00020347,12.8,22.9,2.3,56.6,5.4
E00020348,10,25.9,1.5,60.7,2
E00020349,21.4,35.2,5.6,32.1,5.6
