areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00155265,65.2,34.8
E00155266,72.3,27.7
E00155267,57,43
E00155270,43.2,56.8
E00155271,69.3,30.7
E00155272,70.4,29.6
E00155273,70.3,29.7
E00155274,56.9,43.1
E00155275,66,34
E00155276,72.1,27.9
E00155277,54.5,45.5
E00155278,47.7,52.3
E00155279,65.2,34.8
E00155280,73.2,26.8
E00155281,39.4,60.6
E00155282,61,39
E00155283,53.9,46.1
E00155284,70.6,29.4
E00155285,61.6,38.4
E00155286,71.3,28.8
E00155287,59.7,40.3
E00155288,65.9,34.1
E00155289,65.7,34.3
E00155290,48.9,51.1
E00155291,63.8,36.2
E00155292,67.1,32.9
E00155293,55.6,44.4
E00155294,66.7,33.3
E00155295,57,43
E00155296,76.9,23.1
E00155297,61.2,38.8
E00155298,49.6,50.4
E00155299,63,37
E00155300,45.7,54.3
E00155301,50,50
E00155302,58.1,41.9
E00155365,26.2,73.8
E00155383,71,29
E00155442,60.2,39.8
E00155443,64.4,35.6
E00155444,67.2,32.8
E00155445,63,37
E00155447,59,41
E00155449,61.5,38.5
E00155516,59.3,40.7
E00155517,54.1,45.9
E00155518,51.3,48.8
E00155519,63,37
E00155520,60.1,39.9
E00155522,59,41
E00155523,58.7,41.3
E00155524,52.2,47.8
E00155525,54.7,45.3
E00155526,47.3,52.7
E00155527,55.4,44.6
E00155528,46.9,53.1
E00155529,72.6,27.4
E00155530,65.3,34.7
E00155531,65.4,34.6
E00155532,57.2,42.8
E00155533,53.6,46.4
E00155534,60.6,39.4
E00155640,35.1,64.9
E00155641,42.4,57.6
E00155643,66.7,33.3
E00155644,69.6,30.4
E00155645,58.8,41.2
E00155646,65.2,34.8
E00155647,45.7,54.3
E00155648,75.2,24.8
E00155649,27.1,72.9
E00155650,65.4,34.6
E00155651,53.1,46.9
E00155652,62.3,37.7
E00155653,58.4,41.6
E00155654,53.6,46.4
E00155655,50.4,49.6
E00155656,42.5,57.5
E00155657,58.4,41.6
E00155659,42,58
E00155660,68.4,31.6
E00155661,63.6,36.4
E00155662,63.9,36.1
E00155663,44.1,55.9
E00155664,60.7,39.3
E00155665,35.3,64.7
E00155666,43.5,56.5
E00155667,52.3,47.7
E00155668,64.2,35.8
E00155669,51.5,48.5
E00155670,38.3,61.7
E00155671,42.5,57.5
E00155672,64.6,35.4
E00155673,54.8,45.2
E00155674,63.6,36.4
E00155675,65,35
E00155676,65.5,34.5
E00155759,73.6,26.4
E00155767,72,28
E00155772,75.2,24.8
E00155839,66.2,33.8
E00155840,61.3,38.7
E00155841,51.5,48.5
E00155842,58.8,41.2
E00155843,52.6,47.4
E00155844,62.1,37.9
E00155857,45.1,54.9
E00155858,49.4,50.6
E00155859,53.9,46.1
E00155860,38.9,61.1
E00155861,63.5,36.5
E00155862,64.7,35.3
E00155863,50.7,49.3
E00157372,59.6,40.4
E00157734,65.8,34.2
