areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00155265,98.1,1.9,0
E00155266,98.2,1.8,0
E00155267,93.2,6.8,0
E00155270,52.1,47.2,0.7
E00155271,100,0,0
E00155272,98.1,1.9,0
E00155273,100,0,0
E00155274,61.7,38.3,0
E00155275,87.1,12.9,0
E00155276,98.5,0.8,0.8
E00155277,76.1,23.9,0
E00155278,70.2,29.8,0
E00155279,98.5,0.7,0.7
E00155280,100,0,0
E00155281,68.1,31.9,0
E00155282,98.3,1.7,0
E00155283,97,3,0
E00155284,99,1,0
E00155285,95.2,4.8,0
E00155286,98.4,1.6,0
E00155287,94.3,5,0.7
E00155288,99,1,0
E00155289,99.2,0.8,0
E00155290,81,19,0
E00155291,100,0,0
E00155292,98.6,1.4,0
E00155293,90.8,9.2,0
E00155294,99.3,0.7,0
E00155295,92.1,7.9,0
E00155296,100,0,0
E00155297,96.4,3.6,0
E00155298,83.3,16.7,0
E00155299,87.3,0.8,11.9
E00155300,77.1,22.9,0
E00155301,87.8,12.2,0
E00155302,98.4,1.6,0
E00155365,78.1,1.6,20.3
E00155383,99.3,0.7,0
E00155442,100,0,0
E00155443,99,1,0
E00155444,100,0,0
E00155445,100,0,0
E00155447,99.3,0,0.7
E00155449,99.2,0,0.8
E00155516,95.4,3.8,0.8
E00155517,81,19,0
E00155518,81.8,18.2,0
E00155519,77.9,0,22.1
E00155520,90.6,6.3,3.1
E00155522,96.4,3.6,0
E00155523,95.6,4.4,0
E00155524,87.1,12.9,0
E00155525,98,2,0
E00155526,81.5,18.5,0
E00155527,90.3,8.1,1.6
E00155528,78.7,21.3,0
E00155529,100,0,0
E00155530,100,0,0
E00155531,98.3,1.7,0
E00155532,98.3,0.8,0.8
E00155533,96.8,3.2,0
E00155534,94.2,2.9,2.9
E00155640,34,66,0
E00155641,51.8,48.2,0
E00155643,100,0,0
E00155644,100,0,0
E00155645,67.1,32.2,0.7
E00155646,95.4,3.8,0.8
E00155647,50,49.1,0.9
E00155648,99.3,0.7,0
E00155649,34.4,65.6,0
E00155650,99.2,0.8,0
E00155651,89.6,10.4,0
E00155652,100,0,0
E00155653,90.8,8.4,0.8
E00155654,95.5,4.5,0
E00155655,74.1,25.2,0.7
E00155656,85.6,14.4,0
E00155657,92.3,7.7,0
E00155659,78.8,20.4,0.7
E00155660,100,0,0
E00155661,92.3,7.7,0
E00155662,98.8,1.2,0
E00155663,51.1,48.9,0
E00155664,92.9,7.1,0
E00155665,55.6,44.4,0
E00155666,72.2,27.8,0
E00155667,81,18.3,0.8
E00155668,99.3,0.7,0
E00155669,74.8,25.2,0
E00155670,90.2,9,0.8
E00155671,97.6,2.4,0
E00155672,99.2,0.8,0
E00155673,96.9,2.3,0.8
E00155674,99.3,0.7,0
E00155675,99.1,0.9,0
E00155676,94.4,5.6,0
E00155759,100,0,0
E00155767,100,0,0
E00155772,98.6,1.4,0
E00155839,99,1,0
E00155840,93.7,4.8,1.6
E00155841,90.9,9.1,0
E00155842,95.9,3.1,1
E00155843,92.6,7.4,0
E00155844,95.1,4.9,0
E00155857,84.3,15.7,0
E00155858,97.6,1.6,0.8
E00155859,90.7,9.3,0
E00155860,57.4,42.6,0
E00155861,86.2,13.8,0
E00155862,94.8,5.2,0
E00155863,83.2,16.8,0
E00157372,93.2,6.8,0
E00157734,97.3,2.7,0
