areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00155265,13.5,71.2,15.4
E00155266,7.7,81.4,10.9
E00155267,22.5,65,12.5
E00155270,8.2,75.3,16.5
E00155271,11.3,76.5,12.2
E00155272,7.5,81.3,11.2
E00155273,9.3,76.4,14.3
E00155274,12.2,73,14.8
E00155275,7.4,83.8,8.8
E00155276,9.4,81.2,9.4
E00155277,12.7,72.7,14.5
E00155278,5.6,73,21.4
E00155279,9,74.6,16.4
E00155280,5.6,80.8,13.6
E00155281,6.4,70.5,23.1
E00155282,6.8,82.1,11.1
E00155283,15.3,57.6,27.1
E00155284,9.3,76.9,13.9
E00155285,7.3,75.5,17.3
E00155286,10.1,79.8,10.1
E00155287,11.9,73.1,14.9
E00155288,14.6,74.2,11.2
E00155289,10.7,72.3,17
E00155290,18.2,63.6,18.2
E00155291,10.2,68.2,21.6
E00155292,13.3,72.6,14.1
E00155293,8.2,78.6,13.3
E00155294,9.4,76.8,13.8
E00155295,10.9,59.4,29.7
E00155296,5.6,74.1,20.4
E00155297,21.8,60.9,17.2
E00155298,9.8,78,12.2
E00155299,10.2,56.5,33.3
E00155300,12.8,77.1,10.1
E00155301,15.2,61,23.8
E00155302,16.7,67.6,15.7
E00155365,10.1,67.1,22.8
E00155383,15.7,74.3,10
E00155442,12.6,73.7,13.7
E00155443,12.4,73.3,14.3
E00155444,10.4,80.8,8.8
E00155445,9.5,81,9.5
E00155447,12.6,67,20.4
E00155449,10.7,74.4,14.9
E00155516,7.3,74.5,18.2
E00155517,13.3,72.3,14.5
E00155518,18.5,55.4,26.1
E00155519,16.7,70.1,13.2
E00155520,14.3,71.4,14.3
E00155522,18.7,69.2,12.1
E00155523,10.3,79.5,10.3
E00155524,14.6,68,17.5
E00155525,15.9,68.2,15.9
E00155526,12.3,75.4,12.3
E00155527,9.2,71.6,19.3
E00155528,16.8,67.3,15.8
E00155529,8,83,9
E00155530,9.9,82.9,7.2
E00155531,13.4,75.6,11
E00155532,9.5,75,15.5
E00155533,11.8,76.5,11.8
E00155534,9.8,80.3,9.8
E00155640,14.3,68.6,17.1
E00155641,16.3,67.3,16.3
E00155643,8.3,77.8,13.9
E00155644,4.9,87.5,7.6
E00155645,8.6,80,11.4
E00155646,10.9,79.7,9.4
E00155647,11.5,72.1,16.3
E00155648,12.2,76.4,11.5
E00155649,14.1,70.5,15.4
E00155650,11.4,78.1,10.5
E00155651,14,66.7,19.4
E00155652,10.1,82.4,7.6
E00155653,4.6,86.2,9.2
E00155654,6.8,73.7,19.5
E00155655,6.6,82.1,11.3
E00155656,11.6,63.2,25.3
E00155657,8.6,81,10.5
E00155659,16.7,65.7,17.6
E00155660,7.5,79.1,13.4
E00155661,14.3,77.7,8
E00155662,7,75,18
E00155663,12.5,77.3,10.2
E00155664,9.4,78.4,12.2
E00155665,4.1,77,18.9
E00155666,7.5,61.7,30.8
E00155667,7.2,78.4,14.4
E00155668,10.9,76.1,13
E00155669,9.8,73.2,17.1
E00155670,9.3,65.7,25
E00155671,19.4,56.3,24.3
E00155672,7.9,83.5,8.7
E00155673,9.8,78.7,11.5
E00155674,6.7,77,16.3
E00155675,15.3,80.6,4.1
E00155676,7.1,82.3,10.6
E00155759,7.1,81.3,11.5
E00155767,10.8,77.8,11.4
E00155772,8.9,78.8,12.3
E00155839,17.4,72.1,10.5
E00155840,25,60.6,14.4
E00155841,20,66,14
E00155842,19.1,70.2,10.6
E00155843,14.4,67.8,17.8
E00155844,10.3,80.4,9.3
E00155857,5,63.3,31.7
E00155858,19.5,56.1,24.4
E00155859,8.3,82,9.8
E00155860,15.7,66.7,17.6
E00155861,10.3,79.3,10.3
E00155862,12.9,77.2,9.9
E00155863,13.3,78.3,8.3
E00157372,9.3,77.3,13.3
E00157734,12.3,74.6,13.1
