geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00001336,10.5,45.2,33.9,10.5
W00001337,6.9,40.8,38.5,13.8
W00001338,7.3,41.1,36.3,15.3
W00001339,15.1,37.3,38.1,9.5
W00001340,5.2,35.1,35.8,23.9
W00001341,18.6,39.8,32.2,9.3
W00001342,7.8,37.5,35.2,19.5
W00001343,8.7,40.5,35.7,15.1
W00001344,9.2,34.4,38.9,17.6
W00001345,3.3,38.2,48.8,9.8
W00001346,4.5,33.9,43.8,17.9
W00001347,5.2,29.6,48.1,17
W00001348,12.6,37.8,37.8,11.7
W00001349,11.8,36,40.4,11.8
W00001350,5.2,31.3,45.2,18.3
W00001351,16.5,31.3,40,12.2
W00001352,36.4,46.6,12.7,4.2
W00001353,17.6,46.3,25,11
W00001354,13.2,57.9,17.4,11.6
W00001355,5.7,50,39.3,4.9
W00001369,26.3,46.5,23.7,3.5
W00001371,13,40.7,36.6,9.8
W00001372,22.3,38.5,31.5,7.7
W00001373,5.5,32.6,40.9,21
W00001376,9.4,29.5,45.3,15.8
W00001377,15.3,39.5,33.1,12.1
W00001378,11.4,43.2,36.4,9.1
W00001379,8.6,39.7,40.5,11.2
W00001380,3.4,29.4,49.6,17.6
W00001381,14.1,50,28.9,7
W00001387,8.5,40.8,35.9,14.8
W00001395,7.5,42.1,30.8,19.5
W00001396,27,45.9,22.6,4.4
W00001397,13.8,31,33.6,21.6
W00001398,11.3,55.7,23.6,9.4
W00001399,16.8,45,28.2,9.9
W00001400,28.8,44.8,17.6,8.8
W00001401,6.7,40.7,40.7,12
W00001402,22.5,31.7,38.3,7.5
W00001403,23.4,35,29.2,12.4
W00001404,31,43.1,16.4,9.5
W00001405,8.8,40.8,37.6,12.8
W00001406,9.3,41.1,37.2,12.4
W00001407,8.6,46.6,31.9,12.9
W00001408,4.4,36.8,41.2,17.6
W00001409,18.3,42.6,27.8,11.3
W00001410,4.2,40,42.5,13.3
W00001411,53.8,36.8,6.6,2.8
W00001412,18.6,55.8,23.9,1.8
W00001413,10.8,45.9,26.1,17.2
W00001414,30.8,41.4,22.6,5.3
W00001415,33.3,50,13.9,2.8
W00001416,35,35,18.2,11.7
W00001417,15.2,44.9,29,10.9
W00001418,20.5,40.2,28.8,10.6
W00001419,14.5,50,28.2,7.3
W00001420,11.9,43.2,35.6,9.3
W00001421,17.5,40.4,34.2,7.9
W00001422,10.7,51.9,29,8.4
W00001423,13.7,43.9,30.7,11.7
W00001424,13.7,37.6,37.6,11.1
W00001425,7.3,35.5,42.7,14.5
W00001426,4.5,49.7,32.9,12.9
W00001427,3.9,29.4,43.3,23.3
W00001428,7.4,34.9,48,9.7
W00001429,9.8,35.3,39.7,15.2
W00001430,12.3,47.4,34.2,6.1
W00001431,16.7,37.5,33.3,12.5
W00001432,8.1,36.9,40.9,14.1
W00001433,8.9,41.5,36.6,13
W00001434,22,49.6,23.6,4.9
W00001435,25.5,48.3,22.1,4.1
W00001436,7.6,28.5,42.4,21.5
W00001437,12,47.2,28.7,12
W00001438,0.7,17.9,57.2,24.1
W00001439,5.6,41.7,41.7,11.1
W00001440,6.5,37.9,43.9,11.7
W00001442,13.7,48.6,30.9,6.9
W00001443,2.4,37.2,47.8,12.6
W00001444,5,31.7,44.2,19.2
W00001467,29.4,51.6,16.7,2.4
W00001468,12.7,44,33.6,9.7
W00001469,31.7,45.2,12.7,10.3
W00001470,12.9,47.6,25.8,13.7
W00001471,32.1,44,21.1,2.8
W00001472,17.6,52.1,24.4,5.9
W00001473,21.8,42.9,25.9,9.5
W00001474,17.9,48,26.8,7.3
W00001475,48.9,40.7,8.1,2.2
W00001476,26.8,48.8,17.3,7.1
W00001477,38.3,42.6,16.5,2.6
W00001478,33.8,33.1,24.6,8.5
W00001479,4.2,39.2,40.8,15.8
W00001480,31.9,33.6,28.6,5.9
W00001481,7.4,50,34.4,8.2
W00001482,16.4,44.8,32.1,6.7
W00001483,2.6,38.5,53,6
W00001484,9,41.8,40.2,9
