geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00114745,32.7,25.5,33.7,8.2
E00114746,31.6,21.1,27.8,19.5
E00114747,35.2,24.6,23.2,16.9
E00114748,32.2,30.1,23.1,14.7
E00114749,30.8,19.9,37.8,11.5
E00114750,31.6,19.7,29.9,18.8
E00114751,24.4,24.4,33.3,17.9
E00114752,36.1,24.7,26.5,12.7
E00114753,20.2,19.6,43.6,16.6
E00114754,29.5,25.6,36.4,8.5
E00114755,17.4,25.5,47.7,9.4
E00114756,17.9,14.2,44,23.9
E00114757,21.5,18.8,50.3,9.4
E00114758,40.3,18.2,27.8,13.6
E00114759,27.3,24.7,33.8,14.1
E00114760,18.3,24.2,48.3,9.2
E00114761,44.2,22.1,20.2,13.5
E00114762,35.2,25,28.9,10.9
E00114763,35.8,26.1,24.2,13.9
E00114764,27.4,20.4,38.2,14
E00114765,33.9,26.5,22.2,17.5
E00114766,49.4,19.2,22.4,9
E00114767,30,43.3,13.3,13.3
E00114768,41.4,20.7,16,21.9
E00114769,28.3,21.4,39.3,11
E00114770,36.8,21.8,26.8,14.5
E00114771,20.5,24.2,46.2,9.1
E00114772,49.3,30.4,10.1,10.1
E00114773,21.7,25.5,38.7,14.2
E00114774,40,20.6,24.7,14.7
E00114776,20.8,22,45.9,11.3
E00114777,20.7,30,27.9,21.4
E00114778,29.4,26.8,30.1,13.7
E00114779,24.8,26.2,35.6,13.4
E00114780,28.5,24.7,31.2,15.6
E00114781,18.7,27.7,35.5,18.1
E00114783,18.3,26,41.4,14.2
E00114784,28,25.1,34.7,12.1
E00114785,21.6,27.2,39.2,12
E00114789,38.2,28,14.6,19.1
E00114790,29.7,28.1,15.6,26.6
E00114791,26,24.7,34.4,14.9
E00114792,34,28.8,19.9,17.3
E00114793,27.3,18,33.3,21.3
E00114794,27.5,19.5,33.6,19.5
E00114798,12.6,20.3,55.5,11.5
E00114799,19.7,10.1,56.2,14
E00114800,17.5,20.3,51.2,11.1
E00114802,18.4,16.2,56.4,8.9
E00114804,20,25.7,36,18.3
E00114805,20.1,27.5,39.3,13.1
E00114806,12.4,20.7,51,15.9
E00114807,9.9,28.7,48.5,12.9
E00114808,21.3,27.8,36.7,14.2
E00114809,20.9,28.8,38.4,11.9
E00114810,27.8,21.9,32.5,17.8
E00114811,17.4,34.3,34.3,14
E00114812,22.4,21.8,38.2,17.6
E00114813,21.2,28.5,37.3,13
E00114814,17.6,26.1,34.5,21.8
E00114815,16.8,21.9,51,10.3
E00114816,18.3,16.1,52.7,12.9
E00114817,24.7,24.1,33.3,17.9
E00114818,25,32.5,24.2,18.3
E00114819,13.8,27,48.3,10.9
E00114820,26.5,28.6,23.8,21.1
E00114821,21.1,21.5,43.7,13.7
E00114822,13.4,19,59.2,8.5
E00114823,22.6,22.9,35.8,18.6
E00114824,39.1,23.7,17.9,19.2
E00114825,13.4,18.3,54.9,13.4
E00114826,13.2,20.1,51.7,14.9
E00114827,13.4,16.4,56,14.2
E00114845,10.9,19.4,51.9,17.8
E00114846,17.6,23.4,45.4,13.6
E00114847,15.4,18.6,48.1,17.9
E00114848,18.3,24,43.4,14.3
E00114850,1.6,23.8,57.1,17.5
E00114851,13.3,21.8,50.9,13.9
E00114852,3.3,19.7,62.3,14.8
E00114853,15,22.4,50.3,12.2
E00114854,19.8,20.7,42.6,16.9
E00114855,17.6,30.1,25.9,26.4
E00114856,15.8,16.7,55,12.4
E00114857,4.9,18.9,62.2,14.1
E00114858,10,28.7,46.7,14.7
E00114859,15.4,26.6,47.9,10.1
E00114861,15,27.5,40.7,16.8
E00114862,12.8,15.3,56.1,15.8
E00114863,19.2,37.7,28.5,14.6
E00114864,19.4,26.6,36,18
E00114865,17.1,29.3,39.6,14
E00114866,15,18.6,50.3,16.2
E00114867,15.4,25.7,38.2,20.6
E00114869,18.1,18.1,45.6,18.1
E00114876,14.2,17.3,59.8,8.7
E00114877,9.1,25.8,47,18.2
E00114878,18.1,19.4,49.7,12.9
E00114879,19.4,20.9,36.6,23.1
E00114880,8.2,29.9,50.5,11.4
E00114881,41.7,18.2,26.5,13.6
E00114882,20.3,18,46.9,14.8
E00114883,16.6,19.7,49.3,14.3
E00114884,8.7,29,43.5,18.8
E00114885,19.7,25.3,45.1,9.9
E00114887,21.1,27.1,35.3,16.5
E00114888,14.9,29.8,50.4,5
E00114889,15.8,23.4,51.9,8.9
E00114890,22.3,22.9,35.7,19.1
E00114891,38.5,22,24.8,14.7
E00114892,20.3,26.1,34.1,19.6
E00114893,12.9,28.8,54,4.3
E00114894,15.5,22.5,36.4,25.6
E00114895,12.3,21.9,51.8,14
E00114896,17.4,28.6,40.4,13.7
E00114897,34.6,22.9,17,25.5
E00114898,26.3,28.6,13.5,31.6
E00114899,15.9,23.5,50.6,10
E00114900,10.1,17.4,60.1,12.3
E00114901,13.5,23.6,51.4,11.5
E00114902,13.9,21.2,51.8,13.1
E00114903,21.2,15.3,48.2,15.3
E00114904,9.6,15.4,64,11
E00114905,17.5,23.3,49.2,10
E00114906,8,23.3,58.3,10.4
E00114907,23,40.3,18,18.7
E00114908,11.8,24.3,50,14
E00114909,26,25,31.7,17.3
E00114910,8.9,22.8,50.6,17.7
E00114911,15.5,18.1,51,15.5
E00114912,25.5,29.1,32.7,12.7
E00114914,20.7,21.6,45.6,12
E00114915,23.1,21.8,39.8,15.3
E00114916,30.5,24.8,36.2,8.5
E00114917,10.5,23.5,54.6,11.3
E00114919,9.5,33.3,45.2,11.9
E00114920,12.1,26.9,44.8,16.1
E00114963,19.1,24.3,37.6,19.1
E00114964,23.9,26.3,30.1,19.6
E00114966,23.1,26.6,31.4,18.9
E00114967,24.6,17.6,30.3,27.5
E00114968,21.4,17.5,40.3,20.8
E00114969,43,22,17,18
