geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
W00002524,89,3.2,3.7,4.1
W00002525,92.8,3.4,1.1,2.6
W00002526,88.3,8,2.2,1.5
W00002527,84.5,10.2,1.8,3.5
W00002528,87,9.1,1,2.9
W00002529,87.8,5.2,1.9,5.2
W00002530,90.4,5.3,2.6,1.8
W00003477,89,4.2,2.5,4.2
W00003478,84.2,8.9,2.1,4.7
W00003481,87.6,5.7,2.1,4.7
W00003647,90.9,5.6,2.1,1.4
W00003648,87.6,8.8,0.9,2.8
W00003649,88.4,7,0.9,3.7
W00003650,92.1,5,1.5,1.5
W00003651,92.8,2.8,2.8,1.7
W00003652,90.4,3.2,1.4,5
W00003653,86,4.1,2.7,7.2
W00003654,85.8,6.7,4,3.6
W00003655,87.6,5.8,3.3,3.3
W00003694,88.7,7.2,1.4,2.7
W00003698,91.8,4.4,0.9,2.8
W00003699,91.3,4.8,1.1,2.8
