geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
W00002524,55.4,19.8,5,19.8
W00002525,42.4,26.3,19.5,11.9
W00002526,64.6,15.9,1.8,17.7
W00002527,39.9,21,17.5,21.7
W00002528,59.1,18.8,3.4,18.8
W00002529,51.5,20.4,5.8,22.3
W00002530,76.1,10.9,0,13
W00003477,60.2,19.4,0,20.4
W00003478,62.6,23.1,1.1,13.2
W00003481,64,22.5,1.1,12.4
W00003647,68.6,20.7,0,10.7
W00003648,53.3,21,9.5,16.2
W00003649,48.6,17.8,26.2,7.5
W00003650,41.7,28.7,7.8,21.7
W00003651,40.4,17,5.3,37.2
W00003652,42.2,17.4,26.6,13.8
W00003653,39.5,27.2,8.8,24.6
W00003654,24.6,11.9,53.2,10.3
W00003655,69.3,19.3,2.6,8.8
W00003694,63.4,29.7,2,5
W00003698,64.1,26,0.8,9.2
W00003699,70.3,11.5,3.4,14.9
