geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00010692,33.1,48.9,12.8,5.3
E00010696,44.5,44,8.6,2.9
E00010698,6.6,53.3,35.2,4.9
E00010699,13.3,53.3,26.7,6.7
E00010701,25.7,45.3,24.3,4.7
E00010704,22.3,54.5,19,4.1
E00010706,38.3,42.6,12.2,7
E00010726,5.9,43.6,38.6,11.9
E00010735,23.3,43.4,28.7,4.7
E00010754,14.9,48.8,24,12.4
E00010760,8.2,47.3,37.3,7.3
E00010761,12.9,46.2,30.3,10.6
E00010762,20.8,54.7,20.8,3.8
E00010763,10.1,43.4,34.9,11.6
E00010764,6.2,38,48.1,7.8
E00010765,37.6,43.2,16,3.2
E00010766,38.3,44.8,14.4,2.5
E00010767,31.9,51.7,14.7,1.7
E00010768,13.3,41.4,34.4,10.9
E00010769,3.9,31.2,43.5,21.4
E00010770,11.9,44.8,32.1,11.2
E00010771,18.3,59.5,19,3.2
E00010772,18,54,23.3,4.7
E00010773,42.4,35.6,18.2,3.8
E00010774,5.6,33.3,45.2,15.9
E00010775,36.2,40.9,13.4,9.4
E00010776,5.3,42.4,40.2,12.1
E00010777,6.1,25.8,45.5,22.7
E00010778,3.9,38.6,43.3,14.2
E00010779,9.9,34.2,40.5,15.3
E00010780,3.2,40.8,44.8,11.2
E00010781,4.3,30.8,40.2,24.8
E00010782,9.6,46.1,34.8,9.6
E00010783,7.1,32.7,41.6,18.6
E00010784,10.6,48,28.5,13
E00010785,20.5,50,19.9,9.6
E00010786,6.4,31.8,46.4,15.5
E00010787,27.5,40.8,23.3,8.3
E00010788,17.3,51.9,25.6,5.3
E00010789,5.1,34.2,46.2,14.5
E00010790,4.2,28.8,52.5,14.4
E00010791,14.1,43,27.3,15.6
E00010792,32.7,48.7,13.3,5.3
E00010793,9.7,39.6,31.3,19.4
E00010794,6.3,49.3,31.7,12.7
E00010795,8,52,28.8,11.2
E00010796,16.8,55.5,24.4,3.4
E00010797,16,60.3,19.1,4.6
E00010798,9.3,46.6,33.9,10.2
E00010799,7.9,45.2,35.7,11.1
E00010800,6,51.7,30.2,12.1
E00010801,39.9,39.3,18,2.8
E00010802,17.7,48.9,25.5,7.8
E00010803,12.8,36.1,31.6,19.5
E00010804,10,44.3,35,10.7
E00010805,11,48.8,29.1,11
E00010806,31.4,51.4,13.3,3.8
E00010807,13.3,44.5,33.6,8.6
E00010808,14.1,49.2,25,11.7
E00010809,44.6,40.3,10.8,4.3
E00010810,8.3,45,30.8,15.8
E00010811,15.7,34.7,36.4,13.2
E00010812,14.3,42.9,36.4,6.4
E00010813,15.9,50,28.4,5.7
