areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00086551,35.9,64.1
E00086552,51,49
E00086553,35.3,64.7
E00086557,20,80
E00086559,20.4,79.6
E00086561,24.1,75.9
E00086563,32.6,67.4
E00086564,34.6,65.4
E00086565,29.4,70.6
E00086568,41.1,58.9
E00086583,27.4,72.6
E00086584,27.2,72.8
E00086587,58.6,41.4
E00086588,44.4,55.6
E00086591,51.8,48.2
E00086593,55.9,44.1
E00086594,46.2,53.8
E00086597,47.2,52.8
E00086599,46.3,53.7
E00086601,12.4,87.6
E00086604,24.1,75.9
E00086606,33.8,66.2
E00086607,38.2,61.8
E00086608,48.8,51.2
E00086611,44.1,55.9
E00086612,34.1,65.9
E00086628,26.7,73.3
E00086629,21.3,78.7
E00086630,23,77
E00086631,23.9,76.1
E00086632,28.5,71.5
E00086633,18,82
E00086634,26.7,73.3
E00086636,32.6,67.4
E00086637,26.6,73.4
E00086638,21,79
E00086639,23,77
E00086641,37.1,62.9
E00086642,45.3,54.7
E00086643,49.6,50.4
E00086646,52.8,47.2
E00086647,46,54
E00086648,39.3,60.7
E00086649,31.3,68.7
E00086650,38.2,61.8
E00086651,36.8,63.2
E00086652,56.9,43.1
E00086653,48.2,51.8
E00086654,29.9,70.1
E00086655,47.4,52.6
E00086656,21.7,78.3
E00086657,52.4,47.6
E00086658,44.6,55.4
E00086659,50.7,49.3
E00086660,15.5,84.5
E00086661,14.7,85.3
E00086662,35.4,64.6
E00086663,20,80
E00086664,12.4,87.6
E00086665,13.9,86.1
E00086666,21.6,78.4
E00086667,17.8,82.2
E00086668,18.2,81.8
E00086669,18,82
E00086670,34.1,65.9
E00086671,33,67
E00086672,38,62
E00086673,44.6,55.4
E00086674,42.1,57.9
E00086675,22.4,77.6
E00086676,37,63
E00086677,44.4,55.6
E00086678,22.7,77.3
E00086679,34.1,65.9
E00086680,43,57
E00086681,26.2,73.8
E00086682,21.5,78.5
E00086683,40.9,59.1
E00086684,48.2,51.8
E00086685,45.7,54.3
E00086686,57.3,42.7
E00086687,44.3,55.7
E00086688,54.2,45.8
E00086689,33.7,66.3
E00086690,54.5,45.5
E00086691,56.3,43.8
E00086692,44.5,55.5
E00086693,51.1,48.9
E00086694,40.2,59.8
E00086695,57.4,42.6
E00086696,23.3,76.7
E00086697,39.8,60.2
E00086698,43.2,56.8
