areacd,sex-001,sex-002
E00086551,41.1,58.9
E00086552,52.4,47.6
E00086553,37.2,62.8
E00086557,50.2,49.8
E00086559,47.2,52.8
E00086561,48.1,51.9
E00086563,47.9,52.1
E00086564,47.5,52.5
E00086565,50.5,49.5
E00086568,45.4,54.6
E00086583,40.7,59.3
E00086584,50.8,49.2
E00086587,51.2,48.8
E00086588,51,49
E00086591,50.3,49.7
E00086593,53.9,46.1
E00086594,51.2,48.8
E00086597,47,53
E00086599,52.1,47.9
E00086601,44.4,55.6
E00086604,42.5,57.5
E00086606,47.8,52.2
E00086607,46.7,53.3
E00086608,46.8,53.2
E00086611,48.7,51.3
E00086612,50.8,49.2
E00086628,47.4,52.6
E00086629,45.4,54.6
E00086630,48,52
E00086631,47.9,52.1
E00086632,42.2,57.8
E00086633,41.1,58.9
E00086634,46.4,53.6
E00086636,51.4,48.6
E00086637,48.6,51.4
E00086638,50.9,49.1
E00086639,45.7,54.3
E00086641,40.7,59.3
E00086642,44.9,55.1
E00086643,51.2,48.8
E00086646,44.2,55.8
E00086647,45.2,54.8
E00086648,47.3,52.7
E00086649,49.7,50.3
E00086650,44.3,55.7
E00086651,47.6,52.4
E00086652,46,54
E00086653,45.4,54.6
E00086654,45.7,54.3
E00086655,44.2,55.8
E00086656,50.4,49.6
E00086657,46.1,53.9
E00086658,41.7,58.3
E00086659,46.2,53.8
E00086660,42.2,57.8
E00086661,44.8,55.2
E00086662,48.5,51.5
E00086663,44.7,55.3
E00086664,51,49
E00086665,43.5,56.5
E00086666,46.9,53.1
E00086667,42.4,57.6
E00086668,44.3,55.7
E00086669,47.8,52.2
E00086670,50.8,49.2
E00086671,54.2,45.8
E00086672,53.5,46.5
E00086673,49.2,50.8
E00086674,51.7,48.3
E00086675,52.2,47.8
E00086676,47.3,52.7
E00086677,50,50
E00086678,57.7,42.3
E00086679,54.2,45.8
E00086680,52.1,47.9
E00086681,51.9,48.1
E00086682,54.2,45.8
E00086683,49.8,50.2
E00086684,49.1,50.9
E00086685,46.9,53.1
E00086686,49.4,50.6
E00086687,59,41
E00086688,48.2,51.8
E00086689,54.9,45.1
E00086690,49.3,50.7
E00086691,51.3,48.7
E00086692,49.8,50.2
E00086693,51,49
E00086694,54.8,45.2
E00086695,52,48
E00086696,54.8,45.2
E00086697,53.2,46.8
E00086698,52.2,47.8
E00086699,57,43
E00086700,48.8,51.2
E00086701,51.3,48.7
E00086702,55.1,44.9
E00086703,52.5,47.5
E00086704,53.2,46.8
E00086705,52.9,47.1
E00086706,53.1,46.9
E00086707,48.7,51.3
E00086708,54.5,45.5
E00086709,55.1,44.9
E00086710,53.5,46.5
E00086711,54,46
E00086712,51.4,48.6
E00086713,50.6,49.4
E00086714,53.8,46.2
E00086715,50.2,49.8
E00086716,49,51
E00086717,46.5,53.5
E00086718,52.2,47.8
E00086719,48.5,51.5
E00086720,43.4,56.6
E00086721,52.1,47.9
E00086722,51.1,48.9
E00086723,51.3,48.7
E00086724,49.8,50.2
E00086725,46.9,53.1
E00086726,52,48
E00086727,48.1,51.9
E00086728,48.5,51.5
E00086730,53.9,46.1
E00086731,45.7,54.3
E00086732,51.3,48.7
E00086733,51,49
E00086734,49,51
E00086735,52.6,47.4
E00086736,51.2,48.8
E00086737,53.2,46.8
E00086738,51.7,48.3
E00086739,47,53
E00086740,48.8,51.2
E00086741,49.4,50.6
E00086742,52.9,47.1
E00086743,49.9,50.1
E00086744,49,51
E00086745,52.7,47.3
E00086746,49.7,50.3
E00086747,52.4,47.6
E00086748,46.9,53.1
E00086749,49.2,50.8
E00086750,48.1,51.9
E00086751,48.6,51.4
E00086752,51.5,48.5
E00086753,52.2,47.8
E00086754,58.4,41.6
E00086755,51.1,48.9
E00086756,52.6,47.4
E00086757,57.2,42.8
E00086758,53,47
E00086759,54.8,45.2
E00086760,44.1,55.9
E00086761,49,51
E00086816,50.8,49.2
E00086818,43.4,56.6
E00086861,52.6,47.4
E00086862,49.4,50.6
E00086863,49.7,50.3
E00086864,56.4,43.6
E00086865,55,45
E00086866,51.9,48.1
E00086867,49.3,50.7
E00086868,51.1,48.9
E00086869,48.2,51.8
E00086870,54.2,45.8
E00086871,51.3,48.7
E00086872,55,45
E00086873,48.7,51.3
E00086874,53,47
E00086875,51.6,48.4
E00086876,54.6,45.4
E00086877,51.7,48.3
E00086878,49.3,50.7
E00086879,60,40
E00086880,50.5,49.5
E00086881,52.8,47.2
E00086882,52.1,47.9
E00086883,50.2,49.8
E00086884,54.1,45.9
E00086885,52.1,47.9
E00086886,51.5,48.5
E00086887,52.8,47.2
E00086888,51.7,48.3
E00086889,59.3,40.7
E00086890,51.3,48.7
E00086891,52.5,47.5
E00086892,50.3,49.7
E00086893,51,49
E00086896,50,50
E00086897,59.9,40.1
E00086898,53.5,46.5
E00086899,51.5,48.5
E00086900,52.6,47.4
E00086901,53.3,46.7
E00086902,52.1,47.9
E00086903,51.4,48.6
E00086904,52.4,47.6
E00086905,47.9,52.1
E00086906,50.9,49.1
E00086907,51,49
E00086908,53.3,46.7
E00086959,50.6,49.4
E00086960,51,49
E00086961,50.4,49.6
E00086962,52.4,47.6
E00086963,46.8,53.2
E00086964,51.3,48.7
E00086965,48.6,51.4
E00086966,48.3,51.7
E00086967,51.1,48.9
E00086968,52.8,47.2
E00086969,54,46
E00086970,50.4,49.6
E00086971,53.4,46.6
E00086972,48.8,51.2
E00086973,48.6,51.4
E00086974,51.3,48.7
E00086975,51.8,48.2
E00086976,52.8,47.2
E00086977,48.3,51.7
E00086978,51.4,48.6
E00086979,49.8,50.2
E00086980,50.8,49.2
E00086981,48.6,51.4
E00086982,50.5,49.5
E00086983,46.5,53.5
E00086984,48.8,51.2
E00086985,49,51
E00086986,54.8,45.2
E00086987,50.8,49.2
E00086988,54.3,45.7
E00086989,50.6,49.4
E00086990,46.2,53.8
E00086991,51,49
E00086992,52.1,47.9
E00086993,49,51
E00086994,49.7,50.3
E00086995,50,50
E00086996,53.7,46.3
E00086997,47.9,52.1
E00086998,49.6,50.4
E00086999,52.5,47.5
E00087000,46.3,53.7
E00087001,53.3,46.7
E00087002,50.9,49.1
E00087003,52.8,47.2
E00087004,49.8,50.2
E00087005,44.5,55.5
E00087006,49.3,50.7
E00087007,47,53
E00087008,47.7,52.3
E00087009,52.5,47.5
E00087010,46.8,53.2
E00087011,51,49
E00087012,49.8,50.2
E00087013,46.8,53.2
E00087014,51.7,48.3
E00087015,45.3,54.7
E00087016,46.6,53.4
E00087017,50.4,49.6
E00087018,49.4,50.6
E00087019,50,50
E00087020,53.4,46.6
E00087021,47.4,52.6
E00087022,45.3,54.7
E00087023,47.5,52.5
E00087024,45.3,54.7
E00087025,51.6,48.4
E00087026,48.7,51.3
E00087027,51,49
E00087028,48.8,51.2
E00087029,51.8,48.2
E00087030,46.3,53.7
E00087031,46.3,53.7
E00087032,46,54
E00087033,50.5,49.5
E00087034,58.4,41.6
E00087035,50,50
E00087036,48,52
E00087037,46.2,53.8
E00087038,45.1,54.9
E00087039,51.5,48.5
E00087040,49.8,50.2
E00087041,52.2,47.8
E00087042,51.2,48.8
E00087044,50.5,49.5
E00087045,50.4,49.6
E00087046,46.2,53.8
E00087047,48.6,51.4
E00087048,43.9,56.1
E00087049,47.9,52.1
E00087050,44.7,55.3
E00087051,50.2,49.8
E00087148,47.8,52.2
E00087149,50.2,49.8
E00087150,51,49
E00087151,51.2,48.8
E00087152,49.8,50.2
E00087153,53.8,46.3
E00087154,52,48
E00087155,50.6,49.4
E00087156,51.6,48.4
E00087157,52.7,47.3
E00087158,48.2,51.8
E00087159,52.7,47.3
E00087160,47.4,52.6
E00087161,46.7,53.3
E00087162,48.5,51.5
E00087163,50,50
E00087164,50,50
E00087165,50.9,49.1
E00087166,30.3,69.7
E00087167,47.2,52.8
E00087168,48,52
E00087169,49.5,50.5
E00087170,53.5,46.5
E00087171,46.5,53.5
E00087172,52,48
E00087173,49.3,50.7
E00087174,48.1,51.9
E00087175,52.1,47.9
E00087176,53.5,46.5
E00087177,47.3,52.7
E00087178,50.7,49.3
E00087179,53.3,46.7
E00087180,51.3,48.7
E00087181,49.4,50.6
E00087182,50.4,49.6
E00087183,47.9,52.1
E00087184,48.9,51.1
E00087185,51.8,48.2
E00087186,53.7,46.3
E00087187,49.6,50.4
E00087188,49.8,50.2
E00087189,49.3,50.7
E00087190,53.2,46.8
E00087191,49.7,50.3
E00087193,54.4,45.6
E00087194,49.6,50.4
E00087195,49.4,50.6
E00087196,51.8,48.2
E00087197,42.6,57.4
E00087198,52.8,47.2
E00087199,44.5,55.5
E00087200,54.4,45.6
E00087201,52,48
E00087202,50.3,49.7
E00087204,50.4,49.6
E00087205,53.6,46.4
E00087206,41.4,58.6
E00087207,44.9,55.1
E00087208,45.7,54.3
E00087210,48.9,51.1
E00087211,52.7,47.3
E00087212,42.6,57.4
E00087213,45.5,54.5
E00087214,44.5,55.5
E00087215,45.8,54.2
E00087216,53.2,46.8
E00087218,48.1,51.9
E00087219,45.7,54.3
E00087220,42.9,57.1
E00087221,46.4,53.6
E00087222,51.9,48.1
E00087223,50.4,49.6
E00087224,47.8,52.2
E00087225,49,51
E00087226,46.6,53.4
E00087227,50,50
E00087228,51.9,48.1
E00087229,47.2,52.8
E00087230,47.7,52.3
E00087231,52.8,47.2
E00087232,51,49
E00087233,51.9,48.1
E00087234,56.8,43.2
E00087235,50.8,49.2
E00087236,53.1,46.9
E00087237,52.3,47.7
E00087238,54.6,45.4
E00087239,50.6,49.4
