areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00086551,60.7,24.1,14.5,0.7
E00086552,1.4,96.5,1.4,0.7
E00086553,67.8,14.7,16.1,1.4
E00086557,64.5,24.8,8.7,2.1
E00086559,75,20.3,3.1,1.6
E00086561,27.2,30.9,22.8,19.1
E00086563,34.7,24.8,34.7,5.9
E00086564,22,48.7,21.6,7.6
E00086565,34.6,34.6,20,10.8
E00086568,23.1,34.3,32.4,10.2
E00086583,61.1,32.5,3.9,2.5
E00086584,35.9,40.7,15.6,7.8
E00086587,3.6,18.5,14.3,63.7
E00086588,1.5,4.5,79.9,14.2
E00086591,6.9,17.8,27,48.3
E00086593,0.8,4.9,36.1,58.2
E00086594,33.3,27.2,25.4,14
E00086597,5.6,37.9,29.8,26.6
E00086599,2.4,49.6,28,20
E00086601,18,73.9,4.5,3.6
E00086604,17.3,9,45.9,27.8
E00086606,1.8,4.4,71.9,21.9
E00086607,3.7,5.6,69.2,21.5
E00086608,14.1,33.6,14.1,38.3
E00086611,11.8,21.7,34.8,31.7
E00086612,1,2.9,70.2,26
E00086628,50,44.8,1.7,3.4
E00086629,15.5,36.6,21.8,26.1
E00086630,38.6,27.2,15.2,19
E00086631,5.1,61.9,24.6,8.5
E00086632,20.2,32.5,20.7,26.6
E00086633,69.2,20.5,4.3,5.9
E00086634,9.6,40,32.8,17.6
E00086636,4.6,33.3,43.5,18.5
E00086637,2.3,70,19.2,8.5
E00086638,35,43.1,17.1,4.9
E00086639,68.1,23.5,5.9,2.5
E00086641,49.3,21.6,14.2,14.9
E00086642,27.1,22.5,20.2,30.2
E00086643,7.1,35.4,41.6,15.9
E00086646,28.3,16.4,32.2,23
E00086647,14.9,14.2,43.3,27.7
E00086648,39.7,44.6,10.7,5
E00086649,45.7,35.7,14.3,4.3
E00086650,43.3,35.8,18.7,2.2
E00086651,29,24.4,38.1,8.5
E00086652,13.9,11.5,42.6,32
E00086653,17.8,27.9,13.2,41.1
E00086654,26.4,36.2,31.9,5.5
E00086655,12.2,8.9,34.1,44.7
E00086656,27.9,18.3,34.6,19.2
E00086657,7.1,10.7,55.7,26.4
E00086658,31.6,32.7,12.2,23.5
E00086659,10.7,21.3,46.7,21.3
E00086660,40.4,9.2,6.4,44
E00086661,25.2,29.2,9.4,36.1
E00086662,43.1,46,5.1,5.8
E00086663,27.2,13.2,14.9,44.7
E00086664,29.1,16.3,14.9,39.7
E00086665,27,29.7,10.8,32.4
E00086666,30.3,32,15.7,21.9
E00086667,24.1,15.2,19,41.8
E00086668,19.7,25.6,25.6,29.1
E00086669,32.8,45.6,15,6.7
E00086670,10.9,29.7,55.5,3.9
E00086671,48.1,12,36.1,3.8
E00086672,7.7,28.2,62,2.1
E00086673,9.8,39.8,44.4,6
E00086674,30.3,27.9,33.6,8.2
E00086675,37.9,41.8,18.6,1.7
E00086676,20.1,26.6,43.9,9.4
E00086677,39.7,9.1,44.6,6.6
E00086678,11.5,62.2,21.6,4.7
E00086679,33.9,33.9,29.9,2.4
E00086680,2.4,19.5,65.9,12.2
E00086681,26.4,45.7,22.9,5
E00086682,18.1,34.2,40.9,6.7
E00086683,18.1,26.8,44.9,10.1
E00086684,0.7,5.1,83.2,10.9
E00086685,47.8,9.6,36.5,6.1
E00086686,1.6,38,45.7,14.7
E00086687,28.3,22,44.1,5.5
E00086688,10.4,5.9,64.4,19.3
E00086689,27.6,33.3,32.7,6.4
E00086690,1.5,48.9,41.4,8.3
E00086691,3.3,53.3,35.8,7.5
E00086692,4.5,30.8,43.6,21.1
E00086693,11.6,43,40.5,5
E00086694,3.5,16.5,69.6,10.4
E00086695,3.9,8.5,63.6,24
E00086696,13.9,35.4,41.7,9
E00086697,6.7,17.5,60,15.8
E00086698,2.4,11.8,75.6,10.2
E00086699,28.2,50.7,20.4,0.7
E00086700,7.6,12.2,69.5,10.7
E00086701,20.3,55.8,16.7,7.2
E00086702,0,41.3,50,8.7
E00086703,31,32.9,28.5,7.6
E00086704,10.6,50.7,28.2,10.6
E00086705,37.5,36.7,18.8,7
E00086706,8.6,34.4,51.6,5.5
E00086707,15.5,45.8,26.8,12
E00086708,17,52,22.8,8.2
E00086709,30.9,56.1,10.6,2.4
E00086710,19.4,63.7,16.1,0.8
E00086711,22.9,67.9,7.6,1.5
E00086712,23.5,57.6,17.4,1.5
E00086713,32.2,44.1,18.9,4.9
E00086714,0,38.5,53.8,7.7
E00086715,36.8,47.4,12.8,3
E00086716,24.6,12.3,42.3,20.8
E00086717,34.3,39.1,9.5,17.2
E00086718,20.3,23.1,55.9,0.7
E00086719,45.7,21,14.8,18.6
E00086720,42.9,37.3,10.3,9.5
E00086721,0,10.4,71.5,18.1
E00086722,20.7,37.9,20.7,20.7
E00086723,17.1,38.6,38.6,5.7
E00086724,13.8,6.9,58.6,20.7
E00086725,20.2,26.6,41.3,11.9
E00086726,19.4,16.3,60.5,3.9
E00086727,43.4,31.3,20.2,5.1
E00086728,15.3,23.7,54.2,6.8
E00086730,18.3,25.4,26.1,30.3
E00086731,17.4,18.2,49.2,15.2
E00086732,33.6,17.1,44.5,4.8
E00086733,1.7,44.3,34.1,19.9
E00086734,6.6,6.6,66.9,19.8
E00086735,7.1,50.8,34.1,7.9
E00086736,0.8,2.3,80.8,16.2
E00086737,5.2,39.1,41.7,13.9
E00086738,4.9,22,61.8,11.4
E00086739,6.3,16.7,66.7,10.3
E00086740,13.5,34.9,31.7,19.8
E00086741,6.9,20.7,61.2,11.2
E00086742,9.6,35.1,46.8,8.5
E00086743,0,14.1,77.8,8.1
E00086744,6.4,11.9,72.5,9.2
E00086745,8.2,40,48.2,3.5
E00086746,7.7,15.4,63.2,13.7
E00086747,8.9,11.6,58,21.4
E00086748,2.3,24.1,70.7,3
E00086749,16,12.2,59.5,12.2
E00086750,7.7,38.5,46.9,6.9
E00086751,6.4,9.6,64,20
E00086752,4.2,25.8,51.7,18.3
E00086753,6.8,41.9,47.9,3.4
E00086754,41.9,16.2,32.4,9.6
E00086755,12.5,29.2,52.5,5.8
E00086756,8.4,31.1,42.9,17.6
E00086757,34.2,43.2,16.1,6.5
E00086758,8.8,33.8,52.7,4.7
E00086759,7.6,43.9,42.4,6.1
E00086760,31.4,42.4,16.9,9.3
E00086761,11.6,13.4,55.4,19.6
E00086816,25.3,56.2,13.7,4.8
E00086818,53.4,24.5,10.3,11.8
E00086861,6.2,43.4,47.3,3.1
E00086862,0.9,1.7,90.5,6.9
E00086863,1.6,30.9,64.2,3.3
E00086864,2,35.3,58,4.7
E00086865,15.1,29.4,42.9,12.6
E00086866,9.8,36.1,39.3,14.8
E00086867,6.6,19.8,57,16.5
E00086868,2.5,35,49,13.4
E00086869,0,20.5,71.8,7.7
E00086870,38.2,30.5,29.8,1.5
