geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E02000002,12,37.9,41,9.1
E02000003,11,27.6,46.2,15.2
E02000004,6.2,22.3,55.8,15.6
E02000005,8.5,35.3,46.3,9.8
E02000007,17.7,34.7,41.3,6.3
E02000008,11.8,44.2,37.7,6.2
E02000009,14,40.1,35.5,10.4
E02000010,8.4,45.8,39.8,6
E02000011,9.6,26.9,48.3,15.2
E02000012,9,16.9,42.3,31.8
E02000013,9.4,41.4,42.6,6.7
E02000014,7.6,44.4,42,6
E02000015,26.7,29.5,36.6,7.3
E02000016,37.9,34.2,20.8,7
E02000017,18.6,17,40,24.4
E02000018,11.9,42.5,38.2,7.4
E02000019,5.9,44.5,41.5,8.1
E02000020,15.4,38.4,35.3,10.9
E02000021,12.8,24.1,56.5,6.6
E02000022,29.5,48.1,19.6,2.8
E02000023,23.3,30.9,36.1,9.7
E02000065,17,29.4,35.9,17.7
E02000066,25.4,24,32.1,18.4
E02000067,17.6,38.2,35.5,8.7
E02000068,17.2,43.8,30.9,8.1
E02000069,11.8,29.4,40.1,18.7
E02000070,6.1,23.3,51,19.6
E02000071,5.1,22.5,53.7,18.6
E02000072,15,32.5,41.8,10.7
E02000073,2.4,15.9,54.7,27
E02000074,19.2,32.1,39.7,9
E02000075,2.7,21.1,49.3,27
E02000077,7.3,12.9,59.4,20.4
E02000078,3.7,25.8,45.2,25.4
E02000079,11.1,30,37.5,21.4
E02000080,6.4,24.6,46.3,22.6
E02000081,9.3,22.9,47.1,20.7
E02000082,3.1,13.5,56.6,26.8
E02000083,11.4,27.3,48.5,12.8
E02000084,3.8,20.7,44.2,31.2
E02000085,4.4,32.5,39.4,23.7
E02000086,5.1,19.8,45.4,29.7
E02000087,6.5,22.7,35.6,35.2
E02000088,2.4,20.1,48.1,29.5
E02000089,2.6,13.9,49.9,33.6
E02000090,18.3,37.3,25.8,18.7
E02000091,17.5,29,29.2,24.3
E02000092,11.4,33.8,41.2,13.6
E02000127,14.2,32.1,42.7,11
E02000128,6.8,27.2,42.5,23.5
E02000133,5.1,19.9,25,49.9
E02000134,23.2,40.2,20,16.5
E02000136,10.5,27.2,30.8,31.4
E02000140,17.4,27.1,43.6,11.9
E02000142,11.2,24.1,29.6,35
E02000144,17.5,33,25.7,23.7
E02000145,14.7,36.3,41.1,7.9
E02000146,14.2,32.5,34.9,18.5
E02000148,6.2,17.3,35.6,41
E02000149,9.1,32,44.3,14.5
E02000151,1.8,14.1,43.1,41
E02000152,9.5,23.9,49,17.6
E02000153,1,9.2,51.2,38.7
E02000154,12,23.7,32.4,32
E02000155,6.8,27,49.1,17
E02000157,1.7,17.3,43.7,37.2
E02000158,5.5,17.4,50.3,26.9
E02000159,1.9,18.2,34.9,45
E02000160,6.5,19.7,37.4,36.4
E02000161,3.7,14.6,50,31.7
E02000162,11.6,23.3,36.8,28.2
E02000163,4.2,16.1,38.4,41.3
E02000165,2.9,15.7,48.2,33.2
E02000313,31.5,22.8,35.3,10.4
E02000314,15.5,46.2,27.6,10.8
E02000315,15,32.4,43.2,9.4
E02000317,23,35.4,29.1,12.5
E02000318,16.6,30.3,37.1,15.9
E02000319,18.1,41.1,29.7,11.1
E02000320,11.2,33.9,43.6,11.3
E02000321,26.6,37.4,27.8,8.2
E02000323,27.3,34.6,27.5,10.6
E02000324,19,25.4,39.6,15.9
E02000326,14.1,30.7,38.1,17.1
E02000327,28.2,31.2,27.4,13.2
E02000328,25.5,34.1,19,21.4
E02000329,11.5,24.4,53.7,10.5
E02000331,18.2,31.3,38.2,12.3
E02000332,11.8,23.4,47.5,17.3
E02000333,25.4,32.8,23,18.8
E02000334,11.4,24.5,45.7,18.4
E02000335,6.1,16,57.3,20.5
E02000337,7.7,23.5,56.1,12.7
E02000339,15.9,20.1,30.4,33.6
E02000340,18.3,31.3,31.3,19.1
E02000341,9.1,32.9,47.7,10.3
E02000342,15.7,31.6,39.3,13.4
E02000343,13.8,18.6,45,22.7
E02000344,9.4,15,49.7,26
E02000464,12,27.2,48,12.8
E02000465,16,21.5,53.1,9.4
E02000466,4.9,27.2,51.4,16.5
E02000467,25,22.3,45.1,7.6
E02000468,5.6,15.9,62.8,15.7
E02000469,10.3,32.1,48.3,9.3
E02000470,13.9,26,42.5,17.6
E02000471,1,13.2,57.8,27.9
E02000472,4.3,21.4,55.9,18.4
E02000473,8.2,18.3,48.4,25.1
E02000474,12.9,26.4,47.4,13.4
E02000475,10.1,28.9,27.7,33.3
E02000476,30.4,39.4,19,11.1
E02000477,3,16.3,52.2,28.5
E02000478,4.7,12.7,23,59.6
E02000479,16.7,33.2,38,12.1
E02000480,14.2,32.3,40.1,13.3
E02000481,2.6,22,53.7,21.8
E02000482,3,14.8,41.7,40.5
E02000483,15.1,32,36.1,16.7
E02000484,6.8,16,51.3,25.9
E02000485,4.4,31.4,45.7,18.5
E02000486,8,22.1,52.4,17.4
E02000487,0.8,11.1,47.1,41
E02000488,5.1,15.9,55.6,23.4
E02000489,7.2,15.5,58.5,18.8
E02000490,6.3,15.9,63.9,13.9
E02000491,10.7,26.5,47.8,15
E02000492,3.6,17.5,56,22.8
E02000493,11.3,25.2,51.4,12.1
E02000661,26.1,36.2,24.6,13.1
E02000665,23,32.8,25.9,18.3
E02000668,11.7,31,32.4,24.9
E02000675,13.4,30.3,39.1,17.2
E02000678,16.2,30,44.4,9.5
E02000683,17.7,33.3,39.7,9.3
E02000714,17.3,33.3,34.1,15.3
E02000715,17.4,25.1,41.4,16.1
E02000716,18.5,30.5,30.2,20.8
E02000717,19,29.8,31.2,20
E02000718,19.5,37.1,32.5,10.9
E02000719,25.6,33.3,25.4,15.7
E02000720,15.2,21.4,33.2,30.3
E02000721,21.3,24.6,29.8,24.2
E02000722,24.4,35.9,26.6,13
E02000723,11.1,15.6,44,29.2
E02000724,10.8,17.1,47.4,24.7
E02000725,31.3,42.3,20,6.5
E02000727,15.7,24.7,39.6,20
E02000728,10.5,19.9,45.9,23.7
E02000729,19.6,23.9,32.2,24.3
E02000730,15.8,22.2,33.7,28.3
E02000731,16.5,22,41.2,20.3
E02000732,22.6,31.2,33.3,12.9
E02000733,22.4,33.4,32.1,12.1
E02000734,24.8,31.3,28.5,15.4
E02000735,22.3,27.4,35.2,15.2
E02000736,11.5,27.7,46.7,14.1
E02000737,12.5,30,42.4,15.1
E02000738,12.2,26.3,43.3,18.2
E02000739,19.9,27.9,36.1,16.1
E02000740,23.3,36.4,31,9.3
E02000741,11.3,43,34.5,11.2
E02000742,9.6,29.7,46.7,13.9
E02000743,25.9,36.3,30.2,7.7
E02000744,20.5,38.2,32.5,8.8
E02000745,19.1,28.3,34.5,18.1
E02000746,26.4,39.2,23.4,11
E02000747,32.2,37.7,25.2,4.9
E02000748,19.1,38,30.4,12.5
E02000749,20.5,33.5,36.1,9.8
E02000751,9.1,25,23.4,42.6
E02000752,15.8,28.2,45.3,10.7
E02000753,9.6,29.2,46.9,14.2
E02000754,10,24.3,42,23.7
E02000755,9.4,26.7,43.7,20.2
E02000756,10.7,24.7,42.9,21.7
E02000757,21.1,30.5,22.9,25.6
E02000758,8.3,17.5,43.5,30.8
E02000759,13.4,28.5,33.4,24.7
E02000760,9.8,31.6,35.8,22.7
E02000762,9.4,13.5,34.4,42.7
E02000763,8.9,22.3,44.7,24.1
E02000764,20.6,33.7,20.6,25.2
E02000765,12.9,20.6,37.1,29.4
E02000767,12.6,19.9,43.3,24.2
E02000768,8.6,16.8,29.8,44.8
E02000770,13.7,18.9,38,29.3
E02000772,15.3,21.7,33.4,29.6
E02000773,11.3,23.6,39.8,25.3
E02000774,16.5,17.3,38.2,28
E02000776,18,20.7,28.2,33.1
E02000777,13.7,24.5,24.5,37.3
E02000779,34.5,27.8,17.1,20.6
E02000781,7.3,12.9,45.1,34.7
E02000782,19.5,36.5,30.1,13.9
E02000783,10.6,30,39.1,20.2
E02000896,12.9,27.4,28.7,31
E02000897,14.3,30.7,37.9,17.1
E02000901,11.9,20.6,39.5,27.9
E02000915,25,33.8,20.3,20.8
E02000918,25.6,30,25.6,18.8
E02000921,23.7,32,30.9,13.3
E02000922,16.3,31.1,38.7,13.9
E02003279,5.2,30.1,44.6,20.2
E02003280,11,30.1,45.5,13.4
E02003281,11.4,33.2,38,17.4
E02003282,14.6,24.7,40.9,19.8
E02003283,10.9,25,46.7,17.5
E02003284,12.4,27,51.2,9.4
E02003285,20.6,25,39.2,15.1
E02003286,7.2,22.8,35.3,34.7
E02003287,10.4,27.4,36.6,25.6
E02003288,31.7,36.6,24.5,7.2
E02003289,17.7,34.7,29.4,18.2
E02003290,25,31.8,16.5,26.7
E02003291,18.1,28.4,38.5,15
E02003292,31.7,35.9,20.7,11.7
E02003293,31.8,39.6,15.3,13.3
E02003294,7.4,24.7,33.1,34.7
E02003295,7.8,20.3,42.2,29.7
E02003296,2.8,15.8,57.4,24
E02003297,10.6,17.5,59.3,12.6
E02003298,6.6,20.1,60,13.3
E02003299,4.6,17.3,38.7,39.4
E02003300,8.3,22.8,52.7,16.2
E02003301,10.8,27.3,47.1,14.8
E02003302,22.1,26.7,42.8,8.5
E02003303,9.4,20.3,58.3,12
E02003304,12.9,10.4,61,15.8
E02003305,3.5,25.7,48.5,22.3
E02003307,10.8,18.1,61.9,9.2
E02003308,4.9,20.5,56.6,18
E02003309,12.5,16.4,51.1,20
E02003311,14.8,34.2,35.8,15.3
E02003312,21.2,50.6,24.4,3.8
E02003313,13,23.8,55.4,7.8
E02003314,9.2,27.7,45.5,17.6
E02003315,6.2,14.6,47.9,31.2
E02003316,4,23.8,47.8,24.3
E02003317,4.5,24,47.6,23.9
E02003318,1.1,13.9,53.5,31.5
E02003319,11.7,31.1,45,12.2
E02003320,18.1,34.1,30.9,16.8
E02003321,9.7,18.8,60.8,10.8
E02003322,21.9,31.6,38,8.4
E02003323,6.9,27.8,52,13.3
E02003324,7.7,29.8,51.7,10.8
E02003325,21.1,37.9,33.4,7.5
E02003326,8.2,17.8,60.9,13.1
E02003327,26.7,37.4,22.3,13.6
E02003328,31.3,33.5,25.9,9.3
E02003329,12.4,23.2,54.4,10
E02003330,5.1,26.1,58.4,10.4
E02003331,12.5,26.4,49.9,11.2
E02003332,4.5,17.1,55.7,22.7
E02003333,21.1,33.8,37.9,7.3
E02003334,9.7,20.5,55.7,14.1
E02003335,7,32.2,54,6.8
E02003336,3.1,18.4,59.6,18.9
E02003337,7.2,28.4,48.5,15.9
E02003338,12,26.4,50,11.6
E02003339,6.3,15.9,53.8,24
E02003340,15.3,21.7,51.1,11.9
E02003341,5.4,23.9,45.2,25.4
E02003342,7.5,16.4,51.7,24.5
E02003343,4.2,14.2,40,41.6
E02003344,13.9,17.3,50.7,18.1
E02003345,4.8,14.6,56.2,24.4
E02003346,6.6,28.5,45.5,19.5
E02003347,7.2,29.7,44.3,18.8
E02003348,4.5,13.8,39.4,42.3
E02003349,5.8,24,52.1,18.2
E02003350,7.6,23.7,47.6,21.1
E02003351,6,27.9,50.9,15.2
E02003719,19.4,30.6,35.4,14.6
E02003720,18.1,26.1,35.7,20.1
E02003721,17.2,28.4,40.5,13.9
E02003722,23.4,19.3,27.8,29.4
E02003723,20.4,34.8,22.1,22.6
E02003724,17.7,29.8,38.1,14.5
E02003725,22.4,26.7,22.2,28.7
E02003726,23,32.1,23.3,21.6
