geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E02000002,40.9,59.1
E02000003,46.4,53.6
E02000004,44.8,55.2
E02000005,46.4,53.6
E02000007,37.6,62.4
E02000008,40.8,59.2
E02000009,41.1,58.9
E02000010,40.5,59.5
E02000011,45.7,54.3
E02000012,48.8,51.2
E02000013,41.1,58.9
E02000014,40.3,59.7
E02000015,36.2,63.8
E02000016,46,54
E02000017,46.9,53.1
E02000018,41.3,58.7
E02000019,41.9,58.1
E02000020,45.6,54.4
E02000021,40.8,59.2
E02000022,39.1,60.9
E02000023,39.6,60.4
E02000065,39.9,60.1
E02000066,35.3,64.7
E02000067,38,62
E02000068,37.4,62.6
E02000069,43.4,56.6
E02000070,51,49
E02000071,44.6,55.4
E02000072,39,61
E02000073,54.9,45.1
E02000074,37.7,62.3
E02000075,54.1,45.9
E02000077,49.5,50.5
E02000078,51.3,48.7
E02000079,45.8,54.2
E02000080,49.3,50.7
E02000081,48.1,51.9
E02000082,51.9,48.1
E02000083,41.6,58.4
E02000084,53,47
E02000085,47.5,52.5
E02000086,52,48
E02000087,51.7,48.3
E02000088,51.8,48.2
E02000089,53.2,46.8
E02000090,37.2,62.8
E02000091,45.3,54.7
E02000092,39.5,60.5
E02000127,37.3,62.7
E02000128,50.1,49.9
E02000133,56.7,43.3
E02000134,40.5,59.5
E02000136,48.4,51.6
E02000140,38,62
E02000142,50.1,49.9
E02000144,47.3,52.7
E02000145,37.3,62.7
E02000146,44.6,55.4
E02000148,56.8,43.2
E02000149,44.3,55.7
E02000151,62.5,37.5
E02000152,42.1,57.9
E02000153,58.7,41.3
E02000154,51.6,48.4
E02000155,49.3,50.7
E02000157,59,41
E02000158,51.9,48.1
E02000159,53.7,46.3
E02000160,54.8,45.2
E02000161,58,42
E02000162,49.3,50.7
E02000163,56.9,43.1
E02000165,50,50
E02000313,32.7,67.3
E02000314,34.4,65.6
E02000315,36.4,63.6
E02000317,34.6,65.4
E02000318,47.1,52.9
E02000319,37.7,62.3
E02000320,40.1,59.9
E02000321,33.6,66.4
E02000323,35.6,64.4
E02000324,36.5,63.5
E02000326,37,63
E02000327,33.6,66.4
E02000328,40.6,59.4
E02000329,42.4,57.6
E02000331,37.9,62.1
E02000332,44,56
E02000333,43.7,56.3
E02000334,43.6,56.4
E02000335,49.8,50.2
E02000337,39.6,60.4
E02000339,46.4,53.6
E02000340,43.9,56.1
E02000341,38.9,61.1
E02000342,35.7,64.3
E02000343,42.8,57.2
E02000344,48.9,51.1
E02000464,41.9,58.1
E02000465,40.7,59.3
E02000466,42.7,57.3
E02000467,34.7,65.3
E02000468,46.4,53.6
E02000469,41.3,58.7
E02000470,45.5,54.5
E02000471,55.9,44.1
E02000472,51.7,48.3
E02000473,49.9,50.1
E02000474,44.6,55.4
E02000475,50,50
E02000476,39.5,60.5
E02000477,51.8,48.2
E02000478,60.2,39.8
E02000479,41,59
E02000480,42.5,57.5
E02000481,50.3,49.7
E02000482,58.3,41.7
E02000483,44.4,55.6
E02000484,51.1,48.9
E02000485,48.6,51.4
E02000486,48.2,51.8
E02000487,60.6,39.4
E02000488,53.9,46.1
E02000489,47.5,52.5
E02000490,45.5,54.5
E02000491,41.5,58.5
E02000492,48.5,51.5
E02000493,41.6,58.4
E02000661,35.3,64.7
E02000665,38.3,61.7
E02000668,44.2,55.8
E02000675,40.6,59.4
E02000678,35.5,64.5
E02000683,34.1,65.9
E02000714,39.6,60.4
E02000715,47.2,52.8
E02000716,46.1,53.9
E02000717,49.9,50.1
E02000718,45.8,54.2
E02000719,35,65
E02000720,48.5,51.5
E02000721,49.5,50.5
E02000722,33.9,66.1
E02000723,52,48
E02000724,51.9,48.1
E02000725,30.2,69.8
E02000727,54,46
E02000728,53.9,46.1
E02000729,42.3,57.7
E02000730,53.4,46.6
E02000731,53.3,46.7
E02000732,45.8,54.2
E02000733,34.4,65.6
E02000734,36.9,63.1
E02000735,44.5,55.5
E02000736,45.8,54.2
E02000737,44.4,55.6
E02000738,51.2,48.8
E02000739,38.3,61.7
E02000740,33.1,66.9
E02000741,44.1,55.9
E02000742,43.8,56.2
E02000743,32.8,67.2
E02000744,37.2,62.8
E02000745,37.6,62.4
E02000746,35.3,64.7
E02000747,31.9,68.1
E02000748,40.3,59.7
E02000749,31.9,68.1
E02000751,54.5,45.5
E02000752,43.8,56.2
E02000753,45.2,54.8
E02000754,45.6,54.4
E02000755,44.1,55.9
E02000756,49.9,50.1
E02000757,47.4,52.6
E02000758,51.3,48.7
E02000759,48.2,51.8
E02000760,49.8,50.2
E02000762,57.4,42.6
E02000763,53.4,46.6
E02000764,44.4,55.6
E02000765,55.2,44.8
E02000767,55.8,44.2
E02000768,52.4,47.6
E02000770,51.9,48.1
E02000772,52.7,47.3
E02000773,52.7,47.3
E02000774,51.7,48.3
E02000776,54.3,45.7
E02000777,49.6,50.4
E02000779,52.4,47.6
E02000781,54.1,45.9
E02000782,50.4,49.6
E02000783,47.7,52.3
E02000896,45.9,54.1
E02000897,40.5,59.5
E02000901,47.1,52.9
E02000915,36.2,63.8
E02000918,38.5,61.5
E02000921,32.3,67.7
E02000922,39.1,60.9
E02003279,49.9,50.1
E02003280,45.3,54.7
E02003281,48.8,51.2
E02003282,48.1,51.9
E02003283,44.2,55.8
E02003284,40.5,59.5
E02003285,36.6,63.4
E02003286,56.1,43.9
E02003287,47.4,52.6
E02003288,30.4,69.6
E02003289,39.2,60.8
E02003290,39.7,60.3
E02003291,39.4,60.6
E02003292,27.7,72.3
E02003293,27,73
E02003294,52.4,47.6
E02003295,46.2,53.8
E02003296,54.3,45.7
E02003297,45.5,54.5
E02003298,47.5,52.5
E02003299,51.1,48.9
E02003300,44.8,55.2
E02003301,44.7,55.3
E02003302,39.2,60.8
E02003303,43.5,56.5
E02003304,48.2,51.8
E02003305,52.5,47.5
E02003307,41.8,58.2
E02003308,46.6,53.4
E02003309,48.9,51.1
E02003311,44.4,55.6
E02003312,38.7,61.3
E02003313,37.8,62.2
E02003314,47.5,52.5
E02003315,53.8,46.2
E02003316,47.9,52.1
E02003317,48,52
E02003318,55.3,44.7
E02003319,39.1,60.9
E02003320,37.6,62.4
E02003321,41.5,58.5
E02003322,28.1,71.9
E02003323,40.4,59.6
E02003324,41.1,58.9
E02003325,31.9,68.1
E02003326,40.3,59.7
E02003327,34.4,65.6
E02003328,31.5,68.5
E02003329,40.1,59.9
E02003330,40.5,59.5
E02003331,41,59
E02003332,48,52
E02003333,32.8,67.2
E02003334,42.3,57.7
E02003335,36.5,63.5
E02003336,52,48
E02003337,41.4,58.6
E02003338,40.2,59.8
E02003339,50,50
E02003340,43.8,56.2
E02003341,51.3,48.7
E02003342,50.3,49.7
E02003343,60.5,39.5
E02003344,43.2,56.8
E02003345,51.5,48.5
E02003346,50,50
E02003347,46.1,53.9
E02003348,59.4,40.6
E02003349,47.9,52.1
E02003350,48.6,51.4
E02003351,47.4,52.6
E02003719,32.6,67.4
E02003720,38.6,61.4
E02003721,34,66
E02003722,41.2,58.8
E02003723,20.8,79.2
E02003724,34.5,65.5
E02003725,18.8,81.2
E02003726,29.1,70.9
E02003727,29.2,70.8
E02003728,34.3,65.7
E02003729,49.5,50.5
E02003731,38.3,61.7
E02003732,47.5,52.5
E02003733,55.4,44.6
E02003734,49.3,50.7
E02003735,50.3,49.7
E02003736,56.1,43.9
E02003737,47.1,52.9
E02003738,55,45
E02003739,53.1,46.9
E02003740,54.3,45.7
E02003752,45.2,54.8
E02003759,58.8,41.2
E02003775,55.1,44.9
E02003776,51,49
E02003777,52.1,47.9
E02003778,50,50
E02003780,47.8,52.2
E02003781,49.9,50.1
E02003784,57.5,42.5
E02003785,52.2,47.8
E02003786,56.5,43.5
E02003788,57.6,42.4
E02003789,52.8,47.2
E02003790,55.9,44.1
E02003791,57.1,42.9
E02003792,56.1,43.9
E02004356,41.3,58.7
E02004357,41.1,58.9
E02004358,44.7,55.3
E02004359,45.1,54.9
E02004361,51.2,48.8
E02004362,43.1,56.9
E02004363,39.5,60.5
E02004364,41.5,58.5
E02004365,25.5,74.5
E02004366,30.7,69.3
E02004367,47.4,52.6
E02004368,48.5,51.5
E02004369,52.8,47.2
E02004370,35.9,64.1
E02004371,39.4,60.6
E02004372,32.9,67.1
E02004373,41.5,58.5
E02004374,37.2,62.8
E02004375,35.2,64.8
E02004376,25.3,74.7
E02004377,42.6,57.4
E02004378,24,76
E02004379,55.9,44.1
E02004381,40.7,59.3
E02004382,51.9,48.1
E02004386,43.2,56.8
E02004387,38.7,61.3
E02004388,43.8,56.2
E02004389,54.3,45.7
E02004390,53.7,46.3
E02004391,38.9,61.1
E02004392,54.3,45.7
E02004393,53.1,46.9
E02004394,54.6,45.4
E02004395,45.2,54.8
E02004396,56,44
E02004397,50.2,49.8
E02004398,38.1,61.9
E02004399,47.1,52.9
E02004400,58.2,41.8
E02004401,52.9,47.1
E02004402,32,68
E02004403,52.1,47.9
E02004404,58.5,41.5
E02004405,55.3,44.7
E02004406,57.1,42.9
E02004407,56.5,43.5
E02004408,49.3,50.7
E02004409,58.8,41.2
E02004410,59.6,40.4
E02004411,49,51
E02004412,51.7,48.3
E02004413,54.3,45.7
E02004414,48.4,51.6
E02004415,56.2,43.8
E02004416,55.3,44.7
E02004417,49.5,50.5
E02004418,48.7,51.3
E02004419,42.1,57.9
E02004420,52.8,47.2
E02004421,47.7,52.3
E02004422,51.9,48.1
E02004423,55.1,44.9
E02004424,61,39
E02004425,50.7,49.3
E02004426,51.1,48.9
E02004427,55.3,44.7
E02004428,46.8,53.2
E02004429,53.6,46.4
E02004430,51.9,48.1
E02004431,44.8,55.2
E02004432,54.5,45.5
E02004433,41.9,58.1
