geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E02000002,70.4,18.6,11
E02000003,66,26.4,7.7
E02000004,72.9,16.4,10.7
E02000005,67.2,23.7,9.1
E02000007,65.8,20.5,13.7
E02000008,65,23.1,11.9
E02000009,62.5,28.2,9.3
E02000010,63,24.7,12.3
E02000011,65,25.6,9.4
E02000012,77.9,16.8,5.3
E02000013,62.6,24.5,12.8
E02000014,61.5,25.3,13.2
E02000015,65.5,22.6,11.9
E02000016,54.1,39.1,6.7
E02000017,60.3,34.5,5.2
E02000018,62.6,25.1,12.3
E02000019,65.2,24.3,10.5
E02000020,62.9,28.7,8.3
E02000021,61.7,28.6,9.7
E02000022,64.5,28.3,7.2
E02000023,66.7,23.8,9.5
E02000065,64.9,24.8,10.3
E02000066,66.4,21.7,11.9
E02000067,67.2,21.5,11.3
E02000068,68.6,18.7,12.7
E02000069,75.9,14.4,9.6
E02000070,81.7,10.2,8.1
E02000071,79.8,8.8,11.4
E02000072,71.7,15.8,12.6
E02000073,85.9,7.5,6.6
E02000074,75.7,10,14.3
E02000075,86.5,6.1,7.4
E02000077,80.9,10.7,8.4
E02000078,83.9,7.1,9
E02000079,78.2,13.1,8.7
E02000080,80.6,12.2,7.2
E02000081,80.9,9.3,9.8
E02000082,85.4,8.4,6.2
E02000083,78.6,10.2,11.3
E02000084,86.7,7.1,6.1
E02000085,84.9,7.4,7.7
E02000086,88.7,5,6.3
E02000087,88.3,6.3,5.4
E02000088,88.3,4.7,7
E02000089,88.7,5.1,6.2
E02000090,83.6,8.6,7.7
E02000091,84.2,7.6,8.2
E02000092,79.9,7.6,12.5
E02000127,73.8,14.6,11.7
E02000128,84.8,9.2,6
E02000133,88.7,7.9,3.5
E02000134,75.8,18.1,6.2
E02000136,83.4,6.8,9.8
E02000140,74.9,9.8,15.2
E02000142,83,11.6,5.4
E02000144,73.9,21.3,4.8
E02000145,72.7,13.4,13.9
E02000146,81.4,11.9,6.7
E02000148,88.1,7.3,4.6
E02000149,79.6,9.2,11.2
E02000151,87.7,7.9,4.4
E02000152,79.7,10.1,10.2
E02000153,90.1,5.1,4.8
E02000154,81.2,12.8,6
E02000155,82.1,7.9,10
E02000157,88.1,7,4.9
E02000158,81.5,8.9,9.6
E02000159,90.1,6,3.9
E02000160,88.1,6,5.8
E02000161,85.7,8.8,5.5
E02000162,84.5,7.1,8.4
E02000163,87,6.8,6.2
E02000165,88.4,3.7,7.9
E02000313,65.6,20.7,13.7
E02000314,62.4,28.5,9.1
E02000315,63.2,24,12.8
E02000317,65.6,24.2,10.2
E02000318,53.7,37.4,8.9
E02000319,61.2,29.4,9.4
E02000320,65.7,24.6,9.7
E02000321,61.8,26.4,11.8
E02000323,61.5,29.5,9
E02000324,67.2,20.5,12.3
E02000326,72.4,20.6,6.9
E02000327,69.4,20.5,10.1
E02000328,76.4,17.7,5.9
E02000329,72.3,18,9.7
E02000331,70,20.3,9.8
E02000332,73.4,19,7.6
E02000333,78.7,16.3,5
E02000334,72.9,18.2,8.9
E02000335,80.5,11.9,7.5
E02000337,72.1,15.6,12.3
E02000339,78.9,13.2,7.9
E02000340,76.6,16.7,6.6
E02000341,71.5,15,13.5
E02000342,75.2,15.4,9.4
E02000343,73.7,14,12.4
E02000344,82.4,10.3,7.2
E02000464,72.8,12.9,14.3
E02000465,73.2,14.8,12.1
E02000466,78.9,9.9,11.2
E02000467,69.2,14.6,16.1
E02000468,77.6,12.1,10.3
E02000469,70.4,16.4,13.2
E02000470,80.3,11.1,8.7
E02000471,86.9,7.3,5.8
E02000472,80.9,11,8
E02000473,85.4,7.9,6.7
E02000474,75.9,13.9,10.2
E02000475,83.6,9.8,6.7
E02000476,66.5,24.7,8.8
E02000477,86.5,7.1,6.4
E02000478,90.5,5.7,3.8
E02000479,71.2,19.5,9.2
E02000480,68.2,21.9,9.9
E02000481,86.4,5.2,8.3
E02000482,90,4.3,5.7
E02000483,81.9,9.2,8.9
E02000484,84.9,7.9,7.2
E02000485,83.9,9,7.1
E02000486,82.8,8.6,8.6
E02000487,91.6,3.2,5.2
E02000488,86.9,6.3,6.8
E02000489,79.3,11.6,9.1
E02000490,79.4,11.3,9.4
E02000491,75,14,11
E02000492,83.6,8.2,8.3
E02000493,72.6,16.7,10.8
E02000661,74.7,19.2,6
E02000665,74.1,20,5.9
E02000668,76.5,17.9,5.6
E02000675,76.2,16.8,7
E02000678,70.5,19.3,10.2
E02000683,69.5,20,10.6
E02000714,64.4,29.2,6.4
E02000715,61.8,32.4,5.7
E02000716,63.3,31,5.8
E02000717,61.4,34.1,4.5
E02000718,69.4,26.3,4.3
E02000719,59.6,35.1,5.3
E02000720,66.3,28.9,4.8
E02000721,64.4,30.5,5
E02000722,58.5,37.1,4.3
E02000723,63.9,30.9,5.2
E02000724,65.2,29.9,4.9
E02000725,57.4,37.5,5.1
E02000727,61.9,33.8,4.3
E02000728,57.2,38.3,4.6
E02000729,62.9,31.4,5.7
E02000730,59.8,34.3,5.9
E02000731,59.4,36.1,4.5
E02000732,65,29.5,5.5
E02000733,64.1,29.5,6.4
E02000734,61.8,32.2,6
E02000735,61.5,33.4,5.1
E02000736,64.5,29.2,6.3
E02000737,64.8,29.7,5.5
E02000738,62.3,33.1,4.6
E02000739,59.7,34.6,5.7
E02000740,64,29.3,6.8
E02000741,64.1,29.6,6.3
E02000742,64,30.2,5.9
E02000743,63.1,31.2,5.7
E02000744,58.9,33.8,7.4
E02000745,55.6,38.4,6.1
E02000746,64,31.1,4.9
E02000747,55.1,38.5,6.4
E02000748,50.5,43.5,5.9
E02000749,61.9,30.3,7.8
E02000751,84.2,12.3,3.6
E02000752,72.4,19.9,7.7
E02000753,69.7,22.4,7.9
E02000754,77.3,16.9,5.8
E02000755,77.8,16.7,5.6
E02000756,71.3,23.5,5.2
E02000757,77.6,18,4.4
E02000758,80.6,14,5.4
E02000759,76.4,18.6,5
E02000760,73,21.2,5.9
E02000762,79.5,17,3.4
E02000763,71.4,23.8,4.8
E02000764,79,17.1,4
E02000765,67.8,28.3,3.9
E02000767,69.6,25.8,4.6
E02000768,84.1,12.7,3.2
E02000770,69.6,26,4.3
E02000772,67.7,27.2,5.1
E02000773,73.1,22.6,4.3
E02000774,64.5,30.6,4.9
E02000776,69.6,26.5,3.9
E02000777,81.2,14,4.7
E02000779,55.8,38.3,5.8
E02000781,75.1,19.7,5.1
E02000782,60.9,33.9,5.2
E02000783,65.6,29.4,5
E02000896,81.7,12.4,5.9
E02000897,79,12.2,8.8
E02000901,80.2,13.6,6.3
E02000915,70.7,24.1,5.1
E02000918,66.7,28.3,5
E02000921,66,28.1,5.9
E02000922,62.4,32.5,5.1
E02003279,86.9,2.1,11
E02003280,82.1,4.7,13.2
E02003281,84.7,3.2,12.2
E02003282,80.7,7.9,11.4
E02003283,81.9,4.3,13.8
E02003284,78.3,6.6,15.1
E02003285,75.5,11.6,12.9
E02003286,91,3.3,5.7
E02003287,80.4,4.9,14.7
E02003288,67.1,15.9,17.1
E02003289,88.5,4.8,6.8
E02003290,80.4,8.2,11.4
E02003291,80.2,3.7,16.2
E02003292,68.1,12.9,19
E02003293,71.1,16,12.9
E02003294,87.4,4.1,8.5
E02003295,80.7,3.7,15.6
E02003296,88.8,2.7,8.5
E02003297,82.5,3.4,14
E02003298,84.8,3.5,11.7
E02003299,89,4,7
E02003300,84.5,4.8,10.6
E02003301,74.6,13.7,11.7
E02003302,71.8,13.2,15.1
E02003303,76.1,12.2,11.7
E02003304,80,8.3,11.7
E02003305,82.2,8.3,9.5
E02003307,72.9,9.4,17.7
E02003308,79.3,8.9,11.9
E02003309,77.8,14.2,8
E02003311,60.4,29.5,10.2
E02003312,57.6,31.2,11.2
E02003313,63.6,17.5,18.9
E02003314,80.1,3.2,16.8
E02003315,87.9,1.9,10.3
E02003316,84.7,3.8,11.5
E02003317,83.6,3.9,12.5
E02003318,85.3,4.7,10
E02003319,72.1,10.2,17.7
E02003320,74.6,13.7,11.6
E02003321,73.2,6.9,19.9
E02003322,65.7,17.2,17.2
E02003323,73.2,7.4,19.4
E02003324,75,8.8,16.2
E02003325,61.1,20.1,18.8
E02003326,73,10.8,16.2
E02003327,76.4,9.9,13.7
E02003328,62.2,21,16.7
E02003329,67.5,16.7,15.8
E02003330,75.7,9.2,15.1
E02003331,78.2,3.5,18.4
E02003332,78.9,6.2,14.9
E02003333,59,19.6,21.4
E02003334,69.7,16.2,14.1
E02003335,60.4,16.8,22.7
E02003336,84.9,3.2,11.9
E02003337,78.5,5.7,15.8
E02003338,79.9,4.2,15.8
E02003339,81.7,6.2,12.2
E02003340,75,6.4,18.7
E02003341,85.4,3.2,11.4
E02003342,84.4,3.5,12.2
E02003343,90.7,2.5,6.8
E02003344,78.9,4.9,16.2
E02003345,86.6,3.1,10.3
E02003346,81.6,5.9,12.5
E02003347,84.2,5.3,10.5
E02003348,90.7,2.6,6.6
E02003349,85.5,2.6,11.9
E02003350,81.2,4.2,14.6
E02003351,84.6,3.1,12.3
E02003719,56.6,27.2,16.3
E02003720,64.6,24.3,11.1
E02003721,61.4,24.3,14.3
E02003722,68.2,26.4,5.4
E02003723,63.4,33.8,2.8
E02003724,62.5,24.1,13.5
E02003725,68.4,29.5,2
E02003726,63.7,31.6,4.8
E02003727,63.3,30.8,5.9
E02003728,56.8,35.4,7.9
E02003729,66.7,23.5,9.8
E02003731,69.2,24.4,6.4
E02003732,70.7,9.7,19.6
E02003733,80.9,4,15.1
E02003734,75.3,11.2,13.6
E02003735,77,11.5,11.5
E02003736,80.7,4.7,14.7
E02003737,71,11.6,17.3
E02003738,79.8,6.5,13.7
E02003739,82.6,4.4,13.1
E02003740,82.1,6.1,11.8
E02003752,71,8.4,20.6
E02003759,85,3.3,11.7
E02003775,82.6,5,12.3
E02003776,80.3,7.4,12.3
E02003777,78.5,11.5,10
E02003778,75,11.8,13.2
E02003780,76.2,14,9.7
E02003781,76.6,14.8,8.6
E02003784,83,7.8,9.2
E02003785,72.9,17.6,9.5
E02003786,79.9,11.6,8.4
E02003788,81.8,10.3,7.9
E02003789,76.7,9.9,13.4
E02003790,83.6,4.6,11.9
E02003791,82.6,7.3,10.1
E02003792,85.1,4,10.9
E02004356,74.5,5.3,20.2
E02004357,72.3,6.5,21.2
E02004358,75.1,5.1,19.8
E02004359,76.8,5.1,18
E02004361,82.5,5.2,12.3
E02004362,77.8,9.1,13
E02004363,75,12.6,12.4
E02004364,81.5,7.7,10.8
E02004365,56.4,28.2,15.4
E02004366,70.5,18.4,11.1
E02004367,82.9,7.7,9.5
E02004368,81.6,3.8,14.5
E02004369,82.4,3.4,14.2
E02004370,67.7,4.2,28.1
E02004371,74,4.2,21.7
E02004372,65.5,5.1,29.4
E02004373,77.6,4.5,17.9
E02004374,78.6,5.3,16
E02004375,73.7,9,17.3
E02004376,68.8,14,17.1
E02004377,77.2,5.2,17.6
E02004378,64.7,16.9,18.4
E02004379,87.8,2.7,9.5
E02004381,83.6,4.6,11.7
E02004382,83.8,3.1,13
E02004386,79.4,5.3,15.4
E02004387,73.4,6.9,19.7
E02004388,79.8,6.7,13.5
E02004389,87,2.8,10.2
E02004390,84.5,2.9,12.6
E02004391,81.6,5.3,13.1
E02004392,85.4,3.2,11.4
E02004393,82.9,2.5,14.6
E02004394,84.7,2.6,12.7
E02004395,80.1,3.1,16.9
E02004396,84.1,3.4,12.5
E02004397,84.1,2.8,13.1
E02004398,73.8,3.2,23
E02004399,79.4,4.1,16.6
E02004400,86.3,2.5,11.3
E02004401,84.6,2.8,12.7
E02004402,77.1,6.8,16.1
E02004403,84.8,8,7.2
E02004404,89.3,3.2,7.6
E02004405,86.4,3.8,9.8
E02004406,87,3.9,9.1
E02004407,87.7,4.7,7.7
E02004408,80.1,6.2,13.8
E02004409,87.7,4,8.3
E02004410,88.1,3,8.9
E02004411,82.9,3.6,13.5
E02004412,83.8,3.7,12.4
E02004413,85.8,2.7,11.5
E02004414,85.3,3.8,10.9
E02004415,88.1,2.7,9.2
E02004416,86.3,1.9,11.7
E02004417,80.5,3.1,16.4
E02004418,79.8,2.7,17.5
E02004419,73.3,3.3,23.5
E02004420,84.5,3.3,12.3
E02004421,81.2,3.1,15.6
E02004422,86,2.5,11.5
E02004423,85.3,2.2,12.4
E02004424,92.5,2.5,5
E02004425,88.2,3.9,7.9
E02004426,87.6,5.1,7.3
E02004427,88.9,3.7,7.4
E02004428,83.9,3.2,12.9
E02004429,88.5,2.6,9
E02004430,89,2.7,8.3
E02004431,87,3.6,9.3
E02004432,90.4,2.3,7.2
E02004433,82.4,4.7,12.9
E02004434,79.3,6.7,14
E02004435,76.3,8.3,15.4
E02004436,67.7,9.9,22.4
E02004437,79,7.3,13.7
E02004438,69.1,13.6,17.3
E02004439,70.5,10.1,19.5
E02004440,72.4,13.8,13.8
E02004441,75,7.5,17.5
E02004442,70.9,8.5,20.5
E02004443,74.5,15.6,9.9
E02004444,87,5.1,7.9
E02004445,74.4,10.4,15.2
E02004446,83.7,2.1,14.2
E02004447,86.2,2.1,11.7
E02004448,82.8,2.3,14.9
E02004449,77,3.8,19.2
E02004450,86,2.1,11.9
E02004451,85.4,2.2,12.4
E02004452,83.1,3.5,13.4
E02004453,73.2,6.2,20.6
E02004454,73.1,12.6,14.3
E02004455,87.4,4.4,8.3
E02004456,74.3,7.3,18.4
E02004457,80.3,3.4,16.2
E02004458,86.7,3.1,10.2
E02004459,86.6,2.2,11.2
E02004460,80.2,4.1,15.7
