areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00005967,33.1,31.5,27.4,7.3,0.8
E00005970,38.1,33.7,16.6,9.4,2.2
E00005971,26.6,37.9,23.4,12.1,0
E00006009,44.4,33.9,17.7,4,0
E00006010,38.8,36.2,18.4,5.3,1.3
E00006138,69.2,22.6,7.5,0.8,0
E00006139,43.5,33.1,18.5,4.8,0
E00006140,37.5,30.8,22.5,9.2,0
E00006141,42.6,31.8,20.2,5.4,0
E00006142,41.9,36.4,16.3,5.4,0
E00006143,54,44.4,1.6,0,0
E00006144,56.3,25.9,13.4,4.5,0
E00006145,39.7,28.7,22.1,8.1,1.5
E00006146,64.9,29.7,5.4,0,0
E00006147,62.2,26.1,6.3,5.4,0
E00006148,47.9,30.6,13.2,8.3,0
E00006149,66.1,25.7,5.8,2.3,0
E00006150,56.9,38.5,4.6,0,0
E00006151,60.6,18.9,14.2,6.3,0
E00006153,65.9,26.4,7,0.8,0
E00006154,63.6,27.1,7.8,1.6,0
E00006155,56.5,34.8,6.8,1.9,0
E00006156,44.2,35.6,12.5,7.7,0
E00006157,57.9,29.7,11,1.4,0
E00006158,45.2,38.3,12.2,3.5,0.9
E00006159,68.5,24.3,7.2,0,0
E00006160,40.8,35,19.2,5,0
E00006161,35.9,39.1,15.6,7.8,1.6
E00006162,47.6,33.3,19,0,0
E00006175,68.9,21,9.2,0.8,0
E00006180,60.3,28.2,9.9,1.5,0
E00006226,66.2,22.9,8.9,1.9,0
E00006227,50,33.9,12.7,3.4,0
E00006233,46.3,35.2,16.7,1.9,0
E00006247,37.5,39.4,17.5,5.6,0
E00006248,38.1,32.7,21.1,6.8,1.4
E00006249,34.7,38.2,20.9,5.3,0.9
E00006251,52.8,36.6,9.2,0.7,0.7
E00006252,53.2,27.2,18.4,0.6,0.6
E00006253,64.1,25,9.4,1.6,0
E00006254,61.1,22.2,13,3.7,0
E00006255,59,27.9,10.7,0.8,1.6
E00006256,52.8,35.9,9.2,2.1,0
E00006257,63.7,27.4,7.6,1.3,0
E00006258,65.1,24.8,8.5,1.6,0
E00006259,57.6,27.3,9.4,5,0.7
E00006260,61.6,32.1,5.4,0.9,0
E00006262,62.4,29.6,8,0,0
E00006263,57.4,33.6,8.2,0.8,0
E00006264,40.9,35.5,20,3.6,0
E00006265,55.1,33.1,8.5,3.4,0
E00006266,38.5,34.6,18.3,8.7,0
E00006267,50,40.2,7.8,2,0
E00006268,54.5,30.6,12.7,1.5,0.7
E00006474,54.5,33,12.5,0,0
E00006475,65.4,29.9,2.4,2.4,0
E00006476,64.1,29,5.3,1.5,0
E00006477,66.2,27.2,5.3,1.3,0
E00006478,54.5,37.9,6.2,1.4,0
E00006479,61.5,21.6,6.1,3.4,7.4
E00006480,53.4,33.1,7.5,6,0
E00006481,63.2,31.6,5.1,0,0
E00006482,68.1,23,7.4,1.5,0
E00006483,55.8,32.7,10.6,0.9,0
E00006484,58.7,35.5,4.1,0.8,0.8
E00006485,50.5,38.3,9.3,1.9,0
E00006486,69.2,24.3,6.5,0,0
E00006487,42.9,39,13,4.5,0.6
E00006488,50.4,31.1,15.1,3.4,0
E00006489,61.6,26,9.6,2.1,0.7
E00006491,61.4,28.7,9.9,0,0
E00006492,31.1,42.6,15.5,10.1,0.7
E00006493,59.5,27.8,11.4,1.3,0
E00006494,61.3,28.6,9.2,0.8,0
E00006496,60.2,29.7,5.9,3.4,0.8
E00006497,67,27.5,4.6,0.9,0
E00006498,60.5,28.7,9.6,1.3,0
E00006499,53.7,33.3,8.1,4.9,0
E00006500,49.2,36.4,11.9,2.5,0
E00006501,68.1,17.6,14.3,0,0
E00006502,68.2,21.5,10.3,0,0
E00006503,55.6,29.9,12,2.6,0
E00006504,55.9,31.7,9,3.4,0
E00006505,46.2,26.9,18.5,8.4,0
E00006506,72.8,18.4,7.6,1.3,0
E00006507,58.8,29.1,10.1,2,0
E00006508,59.8,27.9,9,3.3,0
E00006509,41.1,38.4,13.4,7.1,0
E00006510,55.5,37,6.7,0.8,0
E00006511,66.4,23.9,9.7,0,0
E00006512,72.7,20.9,4.5,1.8,0
E00006513,57.6,30.3,8.1,4,0
E00006514,56.5,37.1,6.5,0,0
E00006515,67.2,25.8,7,0,0
E00006516,73.5,22.2,3.4,0.9,0
E00006670,63.2,29.7,5.9,1.1,0
E00006713,48.9,25.2,20,5.9,0
E00006714,53.7,26.9,14.9,4.5,0
E00006715,30.5,38.1,22.9,8.6,0
E00006716,59.7,29.1,11.2,0,0
E00006717,42.4,35.3,12.9,7.9,1.4
E00006718,54.3,34.1,6.2,4.7,0.8
E00006719,57.6,28.8,12.2,1.4,0
E00006720,52.2,29.7,10.9,6.5,0.7
E00006721,56.4,32.2,9.7,1.3,0.4
E00006722,22.2,42.2,21.5,11.1,3
E00006723,44,33,16.5,6.4,0
E00006724,48.2,27.7,18.1,4.2,1.8
E00006725,46.5,34.2,14.9,4.4,0
E00006726,57.1,26.3,14.3,2.3,0
E00006727,34.9,47.7,15.6,1.8,0
E00006728,35.8,28.4,27.2,8.6,0
E00006731,24.4,37.2,20.9,16.3,1.2
E00006735,62.6,27.7,7.1,2.6,0
E00006737,54.3,28.1,15.1,2.5,0
E00006748,37.2,41.6,14.2,6.2,0.9
E00006750,60.3,28.8,7.7,1.9,1.3
E00006751,33.3,37,22.8,6.8,0
E00006752,52,31.8,13.5,2.7,0
E00006753,45.1,37.3,14.7,2.9,0
E00006754,47.1,32.4,13.2,7.4,0
E00006755,17.4,40,33.9,7.8,0.9
E00006756,46.9,34,13.4,5.3,0.5
E00006757,56.2,27.7,9.2,6.2,0.8
E00006759,35.2,42.4,16,5.6,0.8
E00006821,53.4,26.3,15,5.3,0
E00006825,63,26.5,8.6,1.9,0
E00006826,51.5,29.4,16.9,2.2,0
E00006832,60.3,26.5,10.3,2.9,0
E00006837,65.3,24,8.3,2.5,0
E00006844,59,30.3,6.6,3.3,0.8
E00006845,67.8,26.6,5.6,0,0
E00006847,66.1,25.8,8.1,0,0
E00006848,69.4,23.1,7.5,0,0
E00006849,63,25.3,11.6,0,0
E00006850,67.4,28.3,4.3,0,0
E00006854,38.9,35.1,18.3,4.6,3.1
E00006855,75.9,17.9,4.5,1.8,0
E00006856,68.9,25.8,3.8,1.5,0
E00006857,64.9,26,7.4,1.7,0
E00006858,73.6,22.7,2.3,1.4,0
E00006860,71.6,22.1,4.7,1.6,0
E00006865,41.5,37.3,15.3,2.5,3.4
E00006867,61.5,29.9,4.3,3.4,0.9
E00006868,68.6,22.3,5.8,2.5,0.8
E00006869,54.1,33.1,11.3,1.5,0
E00006870,56.5,26.1,12.2,5.2,0
E00006871,57.3,32.2,9.1,1.4,0
E00006872,62.7,27.5,7.8,2,0
E00006873,33,35,24,7,1
E00006874,67.5,26.7,4.2,0.8,0.8
E00006875,62.9,28,9.1,0,0
E00006876,61.3,26.6,8.1,2.4,1.6
E00006877,58,29.3,9.6,2.5,0.6
E00006878,56.9,22.4,12.1,4.3,4.3
E00006879,49.2,38.3,12.5,0,0
E00006880,62,27.9,9.3,0.8,0
E00006881,62.5,24.3,9.7,3.5,0
E00006882,63,25,9.3,2.8,0
E00006883,68.7,23.8,7.5,0,0
E00006884,63.8,25.4,7.2,2.9,0.7
E00006885,60.2,29.3,10.5,0,0
E00006886,60.8,30,8.3,0.8,0
E00006887,70.3,24.6,5.1,0,0
E00006888,64.7,31,4.3,0,0
E00006890,57.7,30.9,10.6,0.8,0
E00006897,55.6,25.6,12.5,6.3,0
E00006898,52,34.1,12.2,0.8,0.8
E00006899,37.9,34.8,22,5.3,0
E00006903,50,37.3,9.7,2.2,0.7
E00006904,60.9,26.1,9.4,3.6,0
E00006905,55.6,29.6,12.3,2.5,0
E00006906,51.9,31.8,13.2,3.1,0
E00006907,75.2,18.2,5.8,0.7,0
E00006908,65.4,26.3,5.3,3,0
E00006909,70.1,25.6,3.4,0.9,0
E00012746,36.6,41.5,17.1,4.9,0
