areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00005967,50.4,22.4,15.2,12
E00005970,45.1,23.6,17,14.3
E00005971,53.2,27,5.6,14.3
E00006009,41.1,31.5,13.7,13.7
E00006010,47.7,31.8,12.6,7.9
E00006138,20.9,42.5,17.2,19.4
E00006139,27,25.4,23,24.6
E00006140,38.3,25.8,15,20.8
E00006141,25.6,27.1,22.5,24.8
E00006142,35.4,28.3,11,25.2
E00006143,35,41.5,12.2,11.4
E00006144,27.7,35.7,15.2,21.4
E00006145,23.4,29.2,17.5,29.9
E00006146,17.1,33.3,17.1,32.4
E00006147,29.5,31.3,17,22.3
E00006148,32.5,32.5,15,20
E00006149,20.6,37.7,16.6,25.1
E00006150,18.3,35.1,18.3,28.2
E00006151,30.5,27.3,21.1,21.1
E00006153,38,36.4,8.5,17.1
E00006154,34.9,39.5,13.2,12.4
E00006155,33.1,28,21.7,17.2
E00006156,20.2,40.4,18.3,21.2
E00006157,12.4,34.5,20.7,32.4
E00006158,31.3,30.4,14.8,23.5
E00006159,29.1,35.5,17.3,18.2
E00006160,26.1,31.1,16,26.9
E00006161,32.3,26,18.1,23.6
E00006162,40.9,21.3,16.5,21.3
E00006175,25,42.5,12.5,20
E00006180,30.5,36.6,16.8,16
E00006226,27.4,21.7,24.8,26.1
E00006227,22.7,29.4,21.8,26.1
E00006233,41.3,33.7,16.3,8.7
E00006247,40.9,27.7,16.4,15.1
E00006248,44.4,29.9,9.7,16
E00006249,25.7,27.9,18.6,27.9
E00006251,24.6,33.1,16.9,25.4
E00006252,31.6,36.8,17.1,14.5
E00006253,25,21.1,27.3,26.6
E00006254,25.7,32.7,21.8,19.8
E00006255,19.2,31.7,20,29.2
E00006256,21.7,30.8,18.2,29.4
E00006257,24.8,36.9,17.2,21
E00006258,17.8,31.8,21.7,28.7
E00006259,23.4,37.6,15.6,23.4
E00006260,17.2,21.6,17.2,44
E00006262,28,26.4,21.6,24
E00006263,24,28.1,21.5,26.4
E00006264,20.6,27.1,15,37.4
E00006265,33.6,39.5,14.3,12.6
E00006266,21.4,22.3,20.4,35.9
E00006267,18,31,24,27
E00006268,20.1,29.1,22.4,28.4
E00006474,20.9,26.4,20,32.7
E00006475,26.8,32.3,22,18.9
E00006476,17.6,30.1,22.1,30.1
E00006477,19.9,16.6,25.8,37.7
E00006478,12.3,31.5,17.8,38.4
E00006479,21.1,31.3,16.3,31.3
E00006480,22.6,36.1,18,23.3
E00006481,18.8,24.8,22.2,34.2
E00006482,27.6,29.9,14.2,28.4
E00006483,24.8,20.4,21.2,33.6
E00006484,26.2,30.3,23,20.5
E00006485,49.5,25.7,12.4,12.4
E00006486,19.4,21.3,21.3,38
E00006487,27.2,29.1,15.2,28.5
E00006488,19.3,37.8,25.2,17.6
E00006489,20.4,27.2,20.4,32
E00006491,32.7,30.7,23.8,12.9
E00006492,56.1,23,9.5,11.5
E00006493,24.7,48.1,14.3,13
E00006494,18.6,39,20.3,22
E00006496,20.2,32.8,26.9,20.2
E00006497,20,37.3,21.8,20.9
E00006498,16.5,32.9,21.5,29.1
E00006499,22.1,36.9,23.8,17.2
E00006500,21.2,30.5,22.9,25.4
E00006501,30,30,20,20
E00006502,14.7,31.2,26.6,27.5
E00006503,26.1,33.9,14.8,25.2
E00006504,24.1,33.8,17.9,24.1
E00006505,39.5,30.3,17.6,12.6
E00006506,30.5,27.9,28.6,13
E00006507,28.4,20.3,24.3,27
E00006508,27,32.8,15.6,24.6
E00006509,45,27,11.7,16.2
E00006510,22.8,35.1,15.8,26.3
E00006511,13.9,28.5,18.2,39.4
E00006512,28.6,26.8,16.1,28.6
E00006513,25.5,33.7,12.2,28.6
E00006514,19.4,24.2,25,31.5
E00006515,19.4,26.4,22.5,31.8
E00006516,27.4,32.5,23.9,16.2
E00006670,35.3,30.4,20.7,13.6
E00006713,40,32.6,15.6,11.9
E00006714,33.8,29.4,19.1,17.6
E00006715,35.2,11.4,25.7,27.6
E00006716,30.4,30.4,22.5,16.7
E00006717,26.4,32.1,20,21.4
E00006718,31.5,30.8,16.9,20.8
E00006719,36,35.3,10.8,18
E00006720,27.5,34.1,16.7,21.7
E00006721,45.1,24.1,14.7,16.1
E00006722,29.9,24.6,14.2,31.3
E00006723,46.3,24.1,12,17.6
E00006724,42.4,32.7,15.2,9.7
E00006725,16.5,38.3,18.3,27
E00006726,28,29.5,14.4,28
E00006727,39.4,32.1,14.7,13.8
E00006728,58.8,16.3,12.5,12.5
E00006731,42.5,17.2,17.2,23
E00006735,24.7,35.1,20.1,20.1
E00006737,28.8,32.3,18.2,20.7
E00006748,35.1,33.8,14.2,16.9
E00006750,24.3,27,24.3,24.3
E00006751,52.1,25.5,15.2,7.3
E00006752,37.2,26.4,17.6,18.9
E00006753,34.8,41.2,12.3,11.8
E00006754,46.4,20.3,20.3,13
E00006755,58.1,23.1,10.3,8.5
E00006756,47.1,32.4,12.4,8.1
E00006757,36.9,34.6,13.1,15.4
E00006759,32.8,21.6,16.8,28.8
E00006821,42.9,35.3,13.5,8.3
E00006825,29.4,35.6,21.3,13.8
E00006826,23.9,29.9,20.9,25.4
E00006832,25,32.4,20.6,22.1
E00006837,32.2,38,13.2,16.5
E00006844,42.1,31.4,9.9,16.5
E00006845,37.9,39,17.5,5.6
E00006847,26.1,24.4,28.6,21
E00006848,27.9,44.2,15,12.9
E00006849,34.5,31.7,17.2,16.6
E00006850,44.6,29.3,20.7,5.4
E00006854,39.2,30.4,16.8,13.6
E00006855,39.7,36.2,10.7,13.4
E00006856,25.8,30.3,27.3,16.7
E00006857,26.4,39.4,16.9,17.3
E00006858,54.2,20.6,12.1,13.1
E00006860,28.4,37.9,15.8,17.9
E00006865,37.6,20.5,16.2,25.6
E00006867,18.1,25,22.4,34.5
E00006868,22.1,34.4,20.5,23
E00006869,18.3,36.6,18.3,26.7
E00006870,35.6,26.3,16.9,21.2
E00006871,27,35.5,18.4,19.1
E00006872,27.5,34.6,15,22.9
E00006873,55.6,21.2,6.1,17.2
E00006874,23.9,30.8,18.8,26.5
E00006875,18.9,28,25.8,27.3
E00006876,35.2,24.8,24,16
E00006877,20.3,42.4,16.5,20.9
E00006878,35.9,20.5,23.1,20.5
E00006879,23.1,40.8,16.9,19.2
E00006880,26.7,29,16.8,27.5
E00006881,23.9,26.8,20.4,28.9
E00006882,15.9,33.6,15,35.5
E00006883,28.6,24.5,26.5,20.4
E00006884,20.9,35.3,18.7,25.2
E00006885,26.3,35.3,19.5,18.8
E00006886,20.2,30.3,15.1,34.5
E00006887,18.6,22.9,22.9,35.6
E00006888,31,23.3,22.4,23.3
E00006890,26,35.8,17.1,21.1
E00006897,27.5,30.6,18.8,23.1
E00006898,44.4,33.1,12.1,10.5
E00006899,50.8,16.7,18.2,14.4
E00006903,13.2,36,27.2,23.5
E00006904,27.3,41.7,17.3,13.7
E00006905,19.2,37.2,15.4,28.2
E00006906,29.2,27.7,17.7,25.4
E00006907,25,37.1,15.7,22.1
E00006908,19.1,36.8,27.2,16.9
E00006909,17.9,37.6,20.5,23.9
E00012746,33.9,33.9,9.7,22.6
E00012747,20.9,26.4,23.6,29.1
E00012749,19.4,32.4,18.7,29.5
E00012750,18.4,26.4,23.2,32
E00012753,24.4,23,15.6,37
E00012754,22.8,26.3,23.7,27.2
E00012755,28.8,28.8,13.5,28.8
E00012757,31.7,32.4,20.7,15.2
E00012759,26.3,24.6,20.2,28.9
E00012761,27.7,29.2,13.1,29.9
E00012762,36.8,36.8,14.5,11.8
E00012764,33.3,32.5,19.6,14.6
E00012766,37.4,27.3,16.5,18.7
E00012767,44.5,32.9,11.6,11
E00012768,50.9,11.4,13.2,24.6
E00012769,36.4,40,13.6,10
E00012770,25.6,38.5,13.7,22.2
E00012771,28.2,33.8,19.7,18.3
E00012772,51.5,25,11.3,12.3
E00012773,28.1,46.6,11,14.4
E00012774,15.7,28.4,23.1,32.8
E00012775,37.5,14.3,15.2,33
E00012776,32,25.6,22.4,20
E00012777,28.1,23.7,12.3,36
E00012778,23.9,32.5,15.4,28.2
E00012779,22.9,27.5,22.1,27.5
E00012780,31.4,24.1,19.7,24.8
E00012781,39.3,26.2,15.6,18.9
E00012782,32,27,18,23
E00012819,32.9,30.5,20.7,15.9
E00012820,38.4,41.4,10.1,10.1
E00012821,57,29.6,6.7,6.7
E00012822,20.5,37,14.4,28.1
E00012824,36.7,25.8,14.1,23.4
E00012825,24,36.4,24.8,14.7
E00012826,35.3,28.4,18.1,18.1
E00012827,26,35.1,23.7,15.3
E00012828,28.1,36.3,19.3,16.4
E00012829,36.5,35.7,21.7,6.1
E00012830,35.8,42.3,12.4,9.5
E00012831,20.7,35.3,10.3,33.6
E00012832,36.4,25.2,15.4,23.1
E00012833,32.7,31,17.7,18.6
E00012834,27.7,29.7,23.6,18.9
E00012835,23.6,33.9,15,27.6
E00012836,25.6,35.7,17.1,21.7
