areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00049242,10,37.3,38,14.7
E00049243,23.2,51.6,18.1,7.1
E00049244,33.1,35.4,22.8,8.7
E00049245,27.5,44.3,17.6,10.7
E00049246,19,44.8,28.4,7.8
E00049247,44.8,40.7,13.1,1.4
E00049248,11.4,27.2,46.5,14.9
E00049249,11.6,39.7,36.4,12.4
E00049250,24.1,44,22.7,9.2
E00049251,16.1,36.3,36.3,11.3
E00049252,28.5,41.6,26.3,3.6
E00049253,37.2,46.2,14.7,1.9
E00049254,12,35.9,42.7,9.4
E00049255,19.1,46.6,26.7,7.6
E00049256,14.3,31.7,43.7,10.3
E00049257,37.1,36.4,21,5.6
E00049258,22.4,45.6,26.4,5.6
E00049259,58.5,33.9,5.8,1.8
E00049260,19.7,40.4,31.4,8.5
E00049261,16.5,43.6,27.8,12
E00049262,62,34.4,3.1,0.5
E00049263,50,33.6,14.5,2
E00049264,15.2,46.4,29.7,8.7
E00049265,11.1,42.9,35.7,10.3
E00049266,55.1,41.2,3.7,0
E00049267,31.2,38.3,18.2,12.3
E00049268,18.2,44.1,28,9.8
E00049269,16.8,38,32.6,12.5
E00049270,9.2,35.4,38.5,16.9
E00049271,14.3,36.6,35.7,13.4
E00049272,7.7,47.9,34.2,10.3
E00049273,5.7,51.2,35,8.1
E00049274,11.8,41.4,36.2,10.5
E00049275,20.1,48.9,23,8
E00049276,18.1,37.9,31.9,12.1
E00049277,24.7,43.2,23.3,8.9
E00049278,14,53.3,26.2,6.5
E00049279,13.5,28.6,46,11.9
E00049280,12.3,38.5,32.8,16.4
E00049281,22.8,44.3,24.8,8.1
E00049282,21.7,35.7,32.2,10.4
E00049538,6.2,35.6,39.5,18.6
E00049539,11.4,35.1,38.6,14.9
E00049540,19,44.4,26.2,10.3
E00049542,12.7,51.5,23.1,12.7
E00049543,13.4,37.5,30.4,18.8
E00049545,19.6,37,32.6,10.9
E00049547,9.6,43.4,32.4,14.7
E00049548,16.4,35.1,35.8,12.7
E00049549,6.8,34.5,45.9,12.8
E00049551,10.1,42.9,36.1,10.9
E00049552,34,49,12.9,4.1
E00049553,21,41.4,28,9.6
E00049554,8,40,36.7,15.3
E00049556,23.1,40.4,28.8,7.7
E00049558,20.1,60.4,15.3,4.2
E00049559,26.7,43,23,7.4
E00049560,29.4,43.7,18.5,8.4
E00049561,32.6,42.6,19.1,5.7
E00049562,20.9,53.8,20.3,5.1
E00049563,29.3,48,16.7,6
E00049564,20,48.7,21.7,9.6
E00049565,12.8,43.9,31.8,11.5
E00049566,16.9,48,31.6,3.4
E00049567,41.1,41.1,14,3.9
E00049569,29.4,45,21.1,4.6
E00049570,15.8,34.2,33.6,16.4
E00049572,34.8,45.4,14.2,5.7
E00049573,5,37,42.9,15.1
E00049574,19.5,43,28.1,9.4
E00049575,29.1,45.1,22.3,3.4
E00049577,17,44.3,24.5,14.2
E00049578,14.6,49.6,24.8,10.9
E00049579,10.8,36.7,43.3,9.2
E00049580,5.6,29.8,46.8,17.7
E00049581,8.6,35.2,40.6,15.6
E00049583,10.5,37.8,36.4,15.4
E00049584,4.8,34.9,41.3,19
E00049585,24.1,49.4,23.5,2.9
E00049586,5.7,30.9,45.5,17.9
E00049587,8.5,44.1,35.6,11.9
E00049588,10.1,31.1,42,16.8
E00049589,9.6,47.8,24.3,18.3
E00049590,10.5,29.4,41.2,19
E00049591,16.8,51,20.8,11.4
E00049592,18.2,56.9,20.6,4.3
E00049593,30.6,51.2,12.8,5.4
E00049594,7.4,44.4,34.3,13.9
E00049595,18.5,41.2,31.1,9.2
E00049596,8.5,21.4,53.8,16.2
E00049597,14,50.4,29.5,6.2
E00049598,11.2,37.4,40.2,11.2
E00049599,15.9,40.2,30.8,13.1
E00049601,10.1,34.5,35.8,19.6
E00049603,6.9,30,43.1,20
E00049604,5,36.7,43.3,15
E00049606,17,34.1,33,15.9
E00049611,28.7,31.1,30.3,9.8
E00049612,19.2,29.5,37.2,14.1
E00049616,6.1,37.4,40,16.5
E00049617,4.7,26.4,53.5,15.5
E00049618,21.5,36.8,33.3,8.3
E00049619,6.9,28.2,47.3,17.6
E00049620,10.7,38.2,42,9.2
E00049621,23.5,48,19.9,8.7
E00049622,17.9,41,34.3,6.7
E00049623,13,51.1,29,6.9
E00049624,22.1,37.9,27.1,12.9
E00049625,30.3,33.1,31.7,4.8
E00049626,7.1,38.6,33.9,20.5
E00049627,9.9,38.8,40.5,10.7
E00049628,9.9,29.7,46.8,13.5
E00049629,8.3,34.9,39.4,17.4
E00049630,9.9,35.1,39.7,15.3
E00049631,15.6,37.6,34,12.8
E00049632,10.7,35.5,40.5,13.2
E00049633,11.9,34.1,41.3,12.7
E00049634,17.9,41.1,35.1,6
E00049635,14.4,40.7,35.6,9.3
E00049636,27,35.7,25.2,12.2
E00049637,12.3,37,33.3,17.4
E00049638,13,39.8,32.5,14.6
E00049639,13.6,46.6,33.9,5.9
E00049640,12.1,36.2,37.9,13.8
E00049641,7.3,56,27.5,9.2
E00049642,17.3,38.5,34.6,9.6
E00049643,7.8,24.8,47.3,20.2
E00049644,33.3,47.1,13.7,5.9
E00049645,6.9,20.8,46.5,25.7
E00049646,3.6,25.5,46.4,24.5
E00049647,11.3,26.4,40.6,21.7
E00049648,22.8,52.5,16.8,7.9
E00049649,13.2,55.4,24,7.4
E00049650,23.8,46.7,22.1,7.4
E00049651,49,34.3,12.7,3.9
E00049652,20.5,46.6,24.7,8.2
E00049735,25,38,28.1,8.9
E00049744,7,35.9,35.2,21.8
E00049745,5.2,33.6,40.5,20.7
E00049746,16.5,44.1,33.9,5.5
E00049747,20.5,35.6,34.8,9.1
E00049749,22.8,43.3,23.6,10.2
E00049751,26.1,41.2,22.9,9.8
E00049763,25.6,39.8,21.8,12.8
E00049771,29.2,47.4,16.1,7.3
E00049773,14.7,42.9,26.9,15.4
E00049886,17.3,46.6,28.6,7.5
E00049887,5.4,38.5,40,16.2
E00049888,17,43.8,33,6.3
E00049889,15.7,43.3,32.8,8.2
E00049890,11.9,43.3,37.1,7.6
E00049891,23.3,40,31.3,5.3
E00049892,35.4,42.9,15.9,5.8
E00049893,18.7,53.9,20.2,7.3
E00049894,24.5,30.9,32.4,12.2
E00049895,26.6,38.1,25.2,10.1
E00049896,26.6,42.4,23.7,7.2
E00049897,10.9,33.3,40.3,15.5
E00049898,17.2,40.1,34.9,7.8
E00049899,29.5,41.8,19.7,9
E00049900,19.8,43.4,28.3,8.5
E00049901,22.2,44.4,25.9,7.4
E00049902,27.9,44.3,23.8,4.1
E00049903,11,41.9,32.4,14.7
E00049904,19.7,39.4,31.5,9.4
E00049905,32.8,44.3,19.7,3.3
E00049906,16.1,41.3,32.3,10.3
E00049907,28.1,37.7,26.7,7.5
E00049908,31.6,40,22.1,6.3
E00049909,23.5,48.6,23.5,4.5
E00049910,29.6,44.7,19.5,6.3
E00049911,42.9,41.3,11.9,4
E00049912,20.4,41.4,27.6,10.5
E00049913,16.5,36.6,28.7,18.3
E00049914,22.3,47.4,20.6,9.7
E00049915,13.9,36.1,33.5,16.5
