areacd,heating_type_3a-001,heating_type_3a-002
E00049242,0.7,99.3
E00049243,4.5,95.5
E00049244,2.4,97.6
E00049245,2.3,97.7
E00049246,0,100
E00049247,3.5,96.5
E00049248,1.8,98.2
E00049249,0,100
E00049250,1.4,98.6
E00049251,0,100
E00049252,0.7,99.3
E00049253,1.9,98.1
E00049254,0.9,99.1
E00049255,1.5,98.5
E00049256,0.8,99.2
E00049257,2,98
E00049258,0,100
E00049259,2.3,97.7
E00049260,1.6,98.4
E00049261,1.5,98.5
E00049262,1,99
E00049263,2,98
E00049264,1.5,98.5
E00049265,0.8,99.2
E00049266,1.5,98.5
E00049267,1.3,98.7
E00049268,1.4,98.6
E00049269,0,100
E00049270,0,100
E00049271,0.9,99.1
E00049272,2.6,97.4
E00049273,0.8,99.2
E00049274,1.3,98.7
E00049275,2.9,97.1
E00049276,0,100
E00049277,2.1,97.9
E00049278,0,100
E00049279,0,100
E00049280,1.7,98.3
E00049281,0.7,99.3
E00049282,5.2,94.8
E00049538,0.6,99.4
E00049539,0.9,99.1
E00049540,3.2,96.8
E00049542,3.1,96.9
E00049543,0.9,99.1
E00049545,5.8,94.2
E00049547,0.8,99.2
E00049548,0.8,99.2
E00049549,0,100
E00049551,1.7,98.3
E00049552,3.4,96.6
E00049553,1.3,98.7
E00049554,0.7,99.3
E00049556,1.9,98.1
E00049558,1.4,98.6
E00049559,0.7,99.3
E00049560,3.3,96.7
E00049561,0.7,99.3
E00049562,2.5,97.5
E00049563,0.7,99.3
E00049564,4.4,95.6
E00049565,0.7,99.3
E00049566,0,100
E00049567,0.8,99.2
E00049569,0.9,99.1
E00049570,0,100
E00049572,1.4,98.6
E00049573,0,100
E00049574,3.1,96.9
E00049575,2.9,97.1
E00049577,0,100
E00049578,0.7,99.3
E00049579,0.8,99.2
E00049580,0.8,99.2
E00049581,0.8,99.2
E00049583,1.4,98.6
E00049584,0,100
E00049585,2.3,97.7
E00049586,0.8,99.2
E00049587,0,100
E00049588,0,100
E00049589,0.9,99.1
E00049590,2.6,97.4
E00049591,2.7,97.3
E00049592,0,100
E00049593,2.1,97.9
E00049594,0,100
E00049595,0,100
E00049596,0.8,99.2
E00049597,0,100
E00049598,0.9,99.1
E00049599,1.9,98.1
E00049601,0,100
E00049603,0.8,99.2
E00049604,0.8,99.2
E00049606,0.5,99.5
E00049611,1.6,98.4
E00049612,0,100
E00049616,0.8,99.2
E00049617,0,100
E00049618,2.1,97.9
E00049619,0.8,99.2
E00049620,0,100
E00049621,3.5,96.5
E00049622,3,97
E00049623,2.3,97.7
E00049624,2.9,97.1
E00049625,2.1,97.9
E00049626,0,100
E00049627,0,100
E00049628,0,100
E00049629,0,100
E00049630,0,100
E00049631,0.7,99.3
E00049632,0,100
E00049633,0,100
E00049634,1.8,98.2
E00049635,0.8,99.2
E00049636,1.8,98.2
E00049637,1.5,98.5
E00049638,0,100
E00049639,1.7,98.3
E00049640,0,100
E00049641,0,100
E00049642,0,100
E00049643,1.6,98.4
E00049644,1,99
E00049645,0,100
E00049646,0,100
E00049647,0,100
