areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00095136,0,0,1.6,97.2,1.2
E00095154,0,0,0.6,97.7,1.7
E00095155,0,0,1,99,0
E00095157,1,1,1.9,95.7,0.5
E00095169,0.4,0,0.7,97.5,1.4
E00095171,0,0,1.5,97.9,0.6
E00096201,0.3,0,1,97.7,1
E00096202,0,0,1.1,97.8,1.1
E00096203,1.1,0,0.5,96.7,1.6
E00096204,0,0,0,96.9,3.1
E00096205,0,0,0,100,0
E00096206,0.5,0,0.2,98.6,0.7
E00096207,0.5,0.5,1.1,96.7,1.1
E00096208,0,0,0.7,99.3,0
E00096209,0.8,0,0,98.8,0.4
E00096210,0.4,0,0.7,98.6,0.4
E00096211,0.9,0,2.4,95.3,1.4
E00096212,0.4,0,2.4,96.8,0.4
E00096213,0,0.3,0,99.4,0.3
E00096352,0.3,0.3,1,97.9,0.3
