areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00095136,12.1,40.2,31.8,15.9
E00095154,18.6,33.3,21.7,26.4
E00095155,21.9,31.3,19.8,27.1
E00095157,11.6,43.2,32.6,12.6
E00095169,10.7,30,40.7,18.6
E00095171,16.7,31.4,39.7,12.2
E00096201,32.5,20,25.8,21.7
E00096202,27.2,17.9,25.2,29.8
E00096203,23.9,26.8,31,18.3
E00096204,14.2,14.2,58.5,13.2
E00096205,19.1,37.1,31.5,12.4
E00096206,29.8,19.9,27.2,23
E00096207,22,25.3,37.4,15.4
E00096208,19,34.2,21.5,25.3
E00096209,8.1,26.8,43.1,22
E00096210,10.8,26.9,40.9,21.5
E00096211,8.8,36.3,32.5,22.5
E00096212,17.4,25,35.6,22
E00096213,14.9,29.7,32.7,22.8
E00096352,21.4,22.6,39.6,16.4
