areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00095136,94.1,3.4,0.4,2.1
E00095154,91.4,3.2,3.7,1.7
E00095155,91.2,5.2,2.1,1.5
E00095157,93.5,4.5,1.5,0.5
E00095169,89.7,6.6,1.1,2.6
E00095171,88.5,5,3.4,3.1
E00096201,88,5,2.7,4.3
E00096202,91.6,4.2,1.9,2.2
E00096203,89.9,2.8,1.7,5.6
E00096204,92.5,4.3,0.7,2.5
E00096205,87.7,5.7,2,4.5
E00096206,91,4.9,2.2,2
E00096207,90.5,2.2,2.8,4.5
E00096208,94.4,3.5,0.7,1.4
E00096209,92.7,4.8,0.4,2
E00096210,87.2,7.3,2.2,3.3
E00096211,91.3,4.3,1.4,2.9
E00096212,91.6,5.5,0.8,2.1
E00096213,90.7,4.4,1.6,3.4
E00096352,94.2,4.3,0.7,0.7
