areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00095136,97.8,2.2,0
E00095154,75,25,0
E00095155,82.2,17.8,0
E00095157,94.1,5.9,0
E00095169,95.5,3.7,0.7
E00095171,96,4,0
E00096201,92.3,7.7,0
E00096202,91.1,8.9,0
E00096203,48.6,51.4,0
E00096204,96.2,3,0.8
E00096205,92.8,7.2,0
E00096206,91.8,8.2,0
E00096207,49.5,50.5,0
E00096208,82.7,17.3,0
E00096209,92,7.1,0.9
E00096210,97.7,2.3,0
E00096211,95.1,4.9,0
E00096212,97.1,2.9,0
E00096213,99.4,0.6,0
E00096352,96.7,1.6,1.6
