geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00088988,1.7,16.7,23.3,58.3
E00089100,14.9,15.4,26.9,42.9
E00089101,2.1,10.6,22.5,64.8
E00089333,9.3,34.4,31.8,24.5
E00089335,20,35.2,37.6,7.2
E00089336,6.5,14.5,54.3,24.6
E00089337,1.4,12.8,30.4,55.4
E00089560,1.6,26.6,30.5,41.4
E00089561,0,9,30.8,60.2
E00089562,10.9,51,17,21.1
E00089643,0,3.4,22.7,73.9
E00089644,3.1,14,38.8,44.2
E00089645,1.5,39.2,20,39.2
E00089646,3.1,16.4,32.8,47.7
E00089647,5,12.9,24.5,57.6
E00089648,1.4,11.3,30.3,57
E00089649,6.9,18.8,31.9,42.4
E00118638,15.1,16.7,38.1,30.2
E00118639,12.9,20.1,25.9,41
E00118640,2.3,24.2,28.8,44.7
E00118641,0,15.8,37.7,46.5
E00118642,0.8,9.8,33.6,55.7
E00118643,18.1,12.8,52.1,17
E00118644,4.5,17.1,28.6,49.7
E00118645,15.7,73,9,2.2
E00118656,15.7,9.1,29.8,45.5
E00118657,1.5,4.6,52.3,41.5
E00118658,0,3.2,20.6,76.2
E00118659,7.4,19.1,16.2,57.4
E00118660,6.7,10.4,33.6,49.3
E00118662,18.8,13.9,31.7,35.6
E00118664,4.9,7.3,22,65.9
E00118685,0,3.5,5.7,90.8
E00118686,0.8,12.5,28.3,58.3
E00118687,7,51.4,29.6,12
E00118688,6.6,49.8,31.4,12.2
E00118689,14.5,42.7,23.8,18.9
E00118690,34.8,45.7,17.4,2.2
E00118691,0,52.7,35.5,11.8
E00118692,18.7,43.3,29.9,8.2
E00118694,8.5,9.3,48.1,34.1
E00118695,0.8,4.1,54.1,41
E00118696,0.7,20.6,30.9,47.8
E00118697,4.3,48.2,36.2,11.3
E00118698,5.2,8.6,44.8,41.4
E00118699,0.8,3.3,61.5,34.4
E00118700,0,4.3,13.8,81.9
E00118701,0,15.3,26.7,58
E00118702,23.8,57.6,8.6,9.9
E00118703,1.8,1.8,15,81.4
E00118704,42.7,47.6,6.5,3.2
E00118705,6.7,21.3,52.7,19.3
E00118706,0,0.8,12.4,86.8
E00118707,45.2,16.7,31.7,6.3
E00118708,0,2.2,31.3,66.4
E00118709,14.5,13.7,49.6,22.2
E00118710,1.3,7.5,23.1,68.1
E00118711,0.7,23.7,45.9,29.6
E00118712,24,39.2,5.8,31
E00118713,0,6.2,34.1,59.7
E00118714,0.7,18.9,23.6,56.8
E00118715,11.9,41.3,24.5,22.4
E00118716,0.7,19.6,31.9,47.8
E00118717,8.2,54.4,25.3,12
E00118718,4.3,52.9,20,22.9
E00118719,10.4,3,77.6,9
E00118720,17.7,51.5,26.9,3.8
E00118721,0.8,14.2,58.3,26.8
E00118722,1.8,6.1,54.4,37.7
E00118723,0.8,5.3,22.9,71
E00118724,1.6,12.7,24.6,61.1
E00118725,0,2.3,8.3,89.4
E00118726,0.8,5.3,26.3,67.7
E00118728,0,5.9,8.5,85.6
E00118729,24.2,20.8,39.6,15.4
E00118730,34.6,28.3,20.4,16.8
E00118731,20.3,47.7,25,7
E00118732,30.7,21.9,28.9,18.4
E00118733,13.1,24.6,26.3,36
E00118735,36.4,14.4,40.7,8.5
E00118736,0,14.8,58.6,26.6
E00118737,4.5,20.3,59.4,15.8
E00118738,0,3.8,47.7,48.5
E00118746,2.5,18.3,25,54.2
E00118948,23.6,24.3,36.4,15.7
E00118949,0.8,50,29.7,19.5
E00118950,19.7,43.3,20.5,16.5
E00118951,15.9,14.2,25,44.9
E00118952,8.4,42.1,25.3,24.2
E00118953,52.4,23,16.7,7.9
E00118954,0,20.9,61.2,18
E00118955,6.3,9.2,26.8,57.7
E00118956,10,30,20.9,39.1
E00118957,6.2,29.5,38,26.4
E00118958,8.8,28.8,48.8,13.5
E00118959,2.4,11.4,55.3,30.9
E00118960,0,0.8,70.7,28.5
E00118961,0,5.3,43.6,51.1
E00118962,36.7,32.8,21.9,8.6
E00118963,14.5,20.8,38.2,26.6
E00118964,5.5,15.7,61.4,17.3
E00118965,4.6,13,58.3,24.1
E00118966,0.9,50.5,22.5,26.1
E00118967,13.4,20.2,41.2,25.2
E00118968,4.8,6.3,38.9,50
E00118969,8.2,13.4,44,34.3
E00118970,45.9,30.6,13.5,9.9
E00118971,6.9,6.9,53.4,32.8
E00118972,21,24.4,46.2,8.4
E00118973,34.3,17.5,37.1,11.2
E00118974,1.3,18.1,38.3,42.3
E00118975,7.9,32.1,29.7,30.3
E00118976,0,12.3,28.8,58.9
