geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00088988,45.9,32.8,4.9,16.4
E00089100,47.1,32.2,10.9,9.8
E00089101,55.2,38.5,1.4,4.9
E00089333,40.9,32.9,2.7,23.5
E00089335,30.4,17.6,46.4,5.6
E00089336,33.3,45.7,16.7,4.3
E00089337,63.9,31.3,0,4.8
E00089560,30.6,30.6,21,17.7
E00089561,53.4,39.8,0,6.8
E00089562,68.2,17.6,4.1,10.1
E00089643,54.1,39.3,0.8,5.7
E00089644,52,34.6,7.9,5.5
E00089645,73.8,22.3,0,3.8
E00089646,45.4,36.2,14.6,3.8
E00089647,48.9,37.2,0,13.9
E00089648,48.9,35.5,8.5,7.1
E00089649,47.3,29.5,0.7,22.6
E00118638,32.8,29.6,23.2,14.4
E00118639,33.3,45.7,2.9,18.1
E00118640,46.2,29.5,10.6,13.6
E00118641,47.8,40.7,5.3,6.2
E00118642,54.8,38.7,2.4,4
E00118643,19.8,31.3,41.7,7.3
E00118644,51.7,35.8,5.5,7
E00118645,84.1,8,2.3,5.7
E00118656,39.7,30.6,23.1,6.6
E00118657,48.4,25,26.6,0
E00118658,48.4,42.2,3.1,6.3
E00118659,42,30.4,0,27.5
E00118660,53.7,38.8,0,7.5
E00118662,35.6,24.8,36.6,3
E00118664,54.5,35,4.1,6.5
E00118685,56.1,36.7,2.2,5
E00118686,51.7,40.5,2.6,5.2
E00118687,29.6,43.7,4.9,21.8
E00118688,30.8,27.2,5.4,36.6
E00118689,37,29.1,1.3,32.6
E00118690,22.5,19.6,39.1,18.8
E00118691,33,48.2,0.9,17.9
E00118692,22.6,33.1,15.8,28.6
E00118694,43.8,43.8,1.6,10.9
E00118695,46.7,47.5,1.6,4.1
E00118696,46.3,44.9,0.7,8.1
E00118697,36.4,24.3,2.1,37.1
E00118698,41,49.6,3.4,6
E00118699,52.5,40.2,1.6,5.7
E00118700,51.4,42.8,0.7,5.1
E00118701,58.9,33.3,0.8,7
E00118702,29.5,16.1,2,52.3
E00118703,54,42.5,0,3.5
E00118704,25.4,10.7,17.2,46.7
E00118705,27.3,32,28,12.7
E00118706,51.2,46.5,0.8,1.6
E00118707,18.5,14.5,47.6,19.4
E00118708,47.7,48.5,0.8,3
E00118709,24.4,31.9,38.7,5
E00118710,41.9,46.9,1.3,10
E00118711,33.3,46.7,0.7,19.3
E00118712,33.3,23.8,5.4,37.5
E00118713,39.1,51.6,1.6,7.8
E00118714,36.4,52.3,1.3,9.9
E00118715,45.5,25.9,1.4,27.3
E00118716,40.6,46.4,0.7,12.3
E00118717,24.4,30.6,13.8,31.3
E00118718,47.1,18.6,5,29.3
E00118719,32.1,26.7,39.7,1.5
E00118720,14.5,21.4,50.4,13.7
E00118721,27.1,48.8,19.4,4.7
E00118722,29.2,56.6,8,6.2
E00118723,49.2,38.6,8.3,3.8
E00118724,56,35.2,2.4,6.4
E00118725,51.5,42.4,0,6.1
E00118726,48.5,44.7,2.3,4.5
E00118728,47.1,45.8,0.7,6.5
E00118729,22,30.7,38.7,8.7
E00118730,19.8,31,31.5,17.8
E00118731,16.3,24,51.2,8.5
E00118732,17.9,25.6,52.1,4.3
E00118733,22.9,45.3,17.9,14
E00118735,13.3,16.7,61.7,8.3
E00118736,30,30,36.2,3.8
E00118737,19.4,33.6,41.8,5.2
E00118738,40,49.2,7.7,3.1
E00118746,49.2,38.3,1.7,10.8
E00118948,31.4,38.6,15,15
E00118949,66.9,28.5,1.5,3.1
E00118950,59.1,27.6,7.1,6.3
E00118951,49.1,28.9,2.3,19.7
E00118952,59.4,21.9,2.1,16.7
E00118953,9.5,17.5,58.7,14.3
E00118954,39.1,44.9,8.7,7.2
E00118955,56.3,40.1,0,3.5
E00118956,57.8,38.5,0,3.7
E00118957,41.4,28.9,14.8,14.8
E00118958,30.8,29.1,26.7,13.4
E00118959,54.1,37.7,3.3,4.9
E00118960,41.8,45.9,6.6,5.7
E00118961,51.1,35.3,7.5,6
E00118962,18,21.1,6.3,54.7
E00118963,31.8,40.5,12.7,15
E00118964,29.5,45.7,10.1,14.7
E00118965,33.3,41.7,9.3,15.7
E00118966,19.1,30,40,10.9
E00118967,42.9,33.6,4.2,19.3
E00118968,48.4,35.7,11.1,4.8
E00118969,47.8,35.8,3.7,12.7
E00118970,6.4,20,60.9,12.7
E00118971,32.8,34.4,29.8,3.1
E00118972,15.3,28,49.2,7.6
E00118973,26.9,28.3,39.3,5.5
E00118974,57.3,30,1.3,11.3
