geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00088988,96.4,2.2,1.4
E00089100,98.7,1,0.3
E00089101,99.2,0.6,0.3
E00089333,98.8,1.2,0
E00089335,96.7,2.9,0.4
E00089336,99.7,0,0.3
E00089337,99.7,0.3,0
E00089560,97.1,2.6,0.3
E00089561,98.9,1.1,0
E00089562,95.9,4.1,0
E00089643,98.8,0.9,0.3
E00089644,97.9,2.1,0
E00089645,98.9,1.1,0
E00089646,97.5,1.6,0.9
E00089647,97.9,1.2,0.9
E00089648,99.4,0.6,0
E00089649,99.4,0.3,0.3
E00118638,98,2,0
E00118639,97.5,1.9,0.6
E00118640,99.3,0.7,0
E00118641,98.1,1.1,0.7
E00118642,98.7,1,0.3
E00118643,98.2,1.8,0
E00118644,91.9,6.4,1.7
E00118645,97.6,1.6,0.8
E00118656,98.7,1.3,0
E00118657,100,0,0
E00118658,99.4,0.6,0
E00118659,93.1,5.6,1.3
E00118660,97.5,2.5,0
E00118662,97.2,2.8,0
E00118664,99.3,0.7,0
E00118685,98.3,1.7,0
E00118686,98.6,1.4,0
E00118687,99.3,0.7,0
E00118688,97.3,2.7,0
E00118689,95.9,3.2,0.9
E00118690,99.1,0.9,0
E00118691,99.1,0.9,0
E00118692,96.5,3.5,0
E00118694,98,2,0
E00118695,95,4.7,0.3
E00118696,98.5,1.5,0
E00118697,92.9,6.7,0.4
E00118698,99.7,0.3,0
E00118699,98.9,1.1,0
E00118700,98.7,1.3,0
E00118701,99.4,0.6,0
E00118702,88.8,9.7,1.6
E00118703,98.7,1.3,0
E00118704,92.9,6.5,0.6
E00118705,97.7,2.3,0
E00118706,98.9,1.1,0
E00118707,96.5,3.5,0
E00118708,98.8,1.2,0
E00118709,97.5,2.5,0
E00118710,97.6,2,0.4
E00118711,94.5,5.5,0
E00118712,96.1,3,0.9
E00118713,98.5,1.5,0
E00118714,98.4,1.6,0
E00118715,80.8,16.3,2.9
E00118716,98.8,1.2,0
E00118717,94.7,5.3,0
E00118718,97.4,2.6,0
E00118719,98.8,0.9,0.3
E00118720,97,2.6,0.4
E00118721,98.5,1.5,0
E00118722,99,1,0
E00118723,99.4,0.6,0
E00118724,98.5,1.5,0
E00118725,100,0,0
E00118726,98.7,1.3,0
E00118728,99.1,0.9,0
E00118729,97.7,2.3,0
E00118730,98.3,1.4,0.3
E00118731,95.3,4,0.7
E00118732,97.7,2.3,0
E00118733,97.3,2.5,0.2
E00118735,98.4,1.2,0.4
E00118736,96.3,3.7,0
E00118737,94.2,5.5,0.3
E00118738,99.4,0.6,0
E00118746,96.4,2.7,0.9
E00118948,97.1,2.9,0
E00118949,99.6,0,0.4
E00118950,100,0,0
E00118951,98.6,1.4,0
E00118952,97,3,0
E00118953,97.4,2.1,0.5
E00118954,98.2,1.5,0.3
E00118955,99.1,0.9,0
E00118956,98.7,1.3,0
E00118957,94,5.7,0.4
E00118958,97.5,2.2,0.2
E00118959,99,1,0
E00118960,99.1,0.9,0
E00118961,98.5,1.2,0.3
E00118962,92.1,7.9,0
E00118963,97.6,1.9,0.5
E00118964,100,0,0
E00118965,96.9,3.1,0
E00118966,95.1,4.6,0.4
E00118967,97.3,2.7,0
E00118968,98.3,1.7,0
E00118969,97.5,2.5,0
E00118970,92.2,6.5,1.3
E00118971,98.6,1.4,0
E00118972,98,2,0
E00118973,99.7,0.3,0
E00118974,97.6,2.4,0
E00118975,98.9,1.1,0
E00118976,99.5,0,0.5
E00118977,97.7,2.3,0
E00118978,96.9,3.1,0
E00118979,99.7,0.3,0
E00118980,98.8,1.2,0
E00118981,99.7,0.3,0
E00118982,96.4,3.6,0
E00118983,99.1,0.9,0
E00118984,98.9,0.9,0.3
E00118985,99.7,0.3,0
E00118986,98.5,1.5,0
E00118987,99.4,0.6,0
E00118988,96,3.7,0.3
E00118989,93.5,6.2,0.3
E00118990,97.4,2.4,0.2
E00118991,97.5,2.5,0
E00118992,97.4,2.6,0
E00118993,98.4,1.6,0
E00118994,94.8,5.2,0
E00118995,98.1,1.7,0.2
E00118996,99.1,0.7,0.2
E00118997,99,1,0
E00118998,99.3,0.7,0
E00118999,99.1,0.3,0.6
E00169108,99.3,0.7,0
E00169153,98.5,1.2,0.3
E00169155,98.1,1.9,0
E00169637,99.7,0.3,0
E00169638,100,0,0
E00178376,98.7,1.3,0
E00178392,96.9,2.8,0.3
E00189354,97.4,2.6,0
E00189365,97.3,2.4,0.3
E00189369,97.4,1.6,1
E00189394,97.2,1.2,1.6
