geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00088988,88.1,8.4,3.5
E00089100,83.3,13,3.8
E00089101,89.3,7.9,2.8
E00089333,88.4,10.4,1.2
E00089335,69.2,21.5,9.3
E00089336,84.8,9.1,6.1
E00089337,85.8,10.7,3.6
E00089560,86.2,11.6,2.1
E00089561,90.1,7.4,2.5
E00089562,74.7,18.2,7.1
E00089643,91,8.7,0.3
E00089644,85.9,10.2,3.9
E00089645,74.7,19.2,6
E00089646,88.2,9.1,2.7
E00089647,92.9,5.3,1.8
E00089648,89.3,8.1,2.5
E00089649,84.1,11.4,4.5
E00118638,90.6,6.8,2.6
E00118639,92.3,6.5,1.2
E00118640,87.6,10.7,1.7
E00118641,89.1,9.9,1.1
E00118642,90.1,7.9,2
E00118643,86.3,8.8,5
E00118644,88.5,8.5,3
E00118645,59.8,29.1,11
E00118656,82.2,14.8,3
E00118657,86.1,9.7,4.2
E00118658,94.1,4.7,1.2
E00118659,92.9,5.9,1.2
E00118660,90.2,7,2.8
E00118662,84.7,10.6,4.7
E00118664,93.5,5.2,1.3
E00118685,93.4,5.5,1.1
E00118686,91.3,6.3,2.3
E00118687,88.9,8.8,2.4
E00118688,90,7.6,2.4
E00118689,88.5,9.4,2.2
E00118690,76.6,15.5,7.9
E00118691,90.5,7.8,1.7
E00118692,89.1,8.3,2.6
E00118694,88.2,9.8,2
E00118695,91.5,7,1.6
E00118696,89.4,8.8,1.8
E00118697,85.8,11.3,2.8
E00118698,90,7.4,2.6
E00118699,88.7,9.5,1.8
E00118700,93.6,4.4,2
E00118701,88.3,8.3,3.4
E00118702,83.1,12.7,4.1
E00118703,93.8,5.2,1
E00118704,83.6,10.5,5.8
E00118705,87.5,7.9,4.6
E00118706,93.3,6.2,0.6
E00118707,84,12.3,3.7
E00118708,91.2,6.3,2.6
E00118709,86,9.8,4.2
E00118710,89.1,9.2,1.8
E00118711,94.3,3.7,2
E00118712,88,8.9,3.2
E00118713,96.6,3.4,0
E00118714,92.4,6,1.6
E00118715,89.5,8.2,2.3
E00118716,91.8,5.9,2.3
E00118717,90.1,8.1,1.8
E00118718,83,12.3,4.7
E00118719,82,14.9,3.1
E00118720,84.9,8.6,6.5
E00118721,89.9,7.2,2.9
E00118722,92.3,6.7,1
E00118723,95.2,3.4,1.4
E00118724,88.5,7.9,3.5
E00118725,89,8.2,2.8
E00118726,94.5,5.5,0
E00118728,93.1,5.3,1.5
E00118729,80.3,14.9,4.8
E00118730,82.6,13.4,4.1
E00118731,79.3,14.4,6.3
E00118732,78.1,17.3,4.7
E00118733,88.3,8.5,3.3
E00118735,77.8,13.6,8.6
E00118736,87,10.1,3
E00118737,84.4,11.2,4.5
E00118738,92.2,6.2,1.6
E00118746,84,12,4.1
E00118948,85.6,10.9,3.5
E00118949,82.7,12.4,4.9
E00118950,76.7,18.5,4.7
E00118951,84.5,12.4,3.1
E00118952,83.9,12.2,3.9
E00118953,66.2,22.2,11.6
E00118954,92,6.8,1.1
E00118955,84.6,12.5,2.8
E00118956,81.2,10.3,8.5
E00118957,83.1,12.1,4.8
E00118958,85,11,4
E00118959,86.7,11.6,1.7
E00118960,87.9,8.3,3.7
E00118961,90.6,6.9,2.5
E00118962,87.2,9.1,3.7
E00118963,86.5,10.8,2.7
E00118964,87.2,10.1,2.8
E00118965,88.7,10.5,0.8
E00118966,86.9,10.3,2.7
E00118967,89.1,9.8,1.1
E00118968,87.4,9.1,3.6
E00118969,88.3,9.8,1.8
E00118970,76.6,13.4,10
E00118971,82.7,11.2,6
E00118972,81.4,12.5,6.1
E00118973,77.6,15.8,6.6
E00118974,87.9,9.9,2.3
E00118975,89.4,8.7,1.9
E00118976,85.6,11.4,3
E00118977,92.9,6.1,1
E00118978,92.5,6.4,1.1
E00118979,92.1,7.9,0
E00118980,80.6,16,3.4
E00118981,88.8,9.3,1.9
E00118982,90.5,7.7,1.8
E00118983,77.6,19.5,2.9
E00118984,91.1,7.5,1.4
E00118985,88.8,9.3,1.9
E00118986,85.5,11.2,3.3
E00118987,90.1,7.4,2.5
E00118988,92.1,6.5,1.5
E00118989,83.1,12.1,4.7
E00118990,88.3,8.1,3.6
E00118991,77.2,16.4,6.4
E00118992,91.5,6,2.5
E00118993,91,7.5,1.5
E00118994,85.6,10.2,4.2
E00118995,86.9,9.2,3.9
E00118996,88.9,8.1,3
E00118997,87.2,10.1,2.7
E00118998,89.2,8.1,2.7
E00118999,85.3,8.5,6.2
E00169108,87.8,8.6,3.6
E00169153,87.2,9.9,2.9
E00169155,94.5,4.6,0.9
E00169637,87.5,10.9,1.5
E00169638,55.4,29.7,14.9
E00178376,95.1,3.6,1.3
E00178392,92,6,2
E00189354,93,5.9,1
E00189365,93.1,5.9,1.1
E00189369,95.3,4.7,0
E00189394,81.4,13.8,4.7
