geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00073747,26.6,43.8,18,11.7
E00073749,24.8,46.5,16.3,12.4
E00075091,32.4,44.6,11.5,11.5
E00075547,15.8,32.3,21.8,30.1
E00075548,38.3,34,12.8,14.9
E00075549,20.5,43.3,15,21.3
E00075551,28.2,35.2,12,24.6
E00075552,24.4,37.4,17.9,20.3
E00075553,33.1,41.1,15.2,10.6
E00075554,43.7,21.8,18.3,16.2
E00075555,24.6,38.1,17.2,20.1
E00075556,26.8,36.2,13.8,23.2
E00075557,20,42.6,15.7,21.7
E00113236,1.9,37.7,20.8,39.6
W00008044,29,42.7,11.5,16.8
W00008045,24.6,44.4,12.7,18.3
W00008047,19,43.1,15.7,22.2
W00008049,24.8,42.2,15.5,17.4
W00008050,51.4,32.4,9.9,6.3
W00008051,23.1,46.9,16.2,13.8
W00008052,15.9,33.6,22.4,28
W00008053,30.8,45.1,13.5,10.5
W00008055,16.8,47.1,18.5,17.6
W00008056,35.4,34.3,16.2,14.1
W00008085,26.6,40.4,11,22
W00008086,24.2,35,15.8,25
W00008087,29.8,31.5,18.5,20.2
W00008088,23.1,35.1,22.4,19.4
W00008089,25,35,19.2,20.8
W00008113,21,42,16,21
W00008114,21.6,31.4,19.6,27.5
W00008115,23.1,31.4,20.7,24.8
W00008213,25.6,42.9,16.5,15
W00008214,26.5,35.9,16.6,21
W00008215,19.8,48.9,18.3,13
W00008216,31.3,38,15.7,15.1
W00008217,43.2,33.3,9.9,13.5
W00008219,33.3,36.2,13.3,17.1
W00008236,28,34.2,23.6,14.3
W00008237,6.4,41.6,25.6,26.4
W00008238,24.3,39.6,19.4,16.7
W00008239,23.3,40.3,17,19.3
W00008240,36.5,30.7,16.1,16.8
W00008267,29,48.1,13,9.9
W00008268,32.3,29.8,25,12.9
W00008269,37.7,30.8,16.9,14.6
W00008270,28.1,39.3,20,12.6
W00008271,31.5,44.1,11.7,12.6
W00008272,25.6,40,19.2,15.2
W00008273,44.9,33.1,15,7.1
W00008274,45.8,24.6,16.9,12.7
W00008275,23,43.4,11.5,22.1
W00008276,27.1,50.4,9.3,13.2
W00008277,28.6,40.6,18.8,12
W00008284,20.4,38.9,17.3,23.5
W00008286,27.5,37.3,19,16.2
W00008315,29.5,31.1,18.9,20.5
W00008316,37.7,32.8,13.1,16.4
W00008317,38.5,33.3,13.3,14.8
W00008318,22.8,41.7,15,20.5
W00008319,23.1,35.1,20.9,20.9
W00010319,20,42.3,19.2,18.5
W00010320,16.8,51.1,16,16
W00010324,17.4,34.3,18.8,29.6
W00010327,37.3,35.3,9.8,17.6
W00010335,43.4,34.3,9.1,13.1
W00010340,22.1,29.8,18.8,29.3
W00010352,23.7,28,14,34.4
