geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00073747,91.1,3.4,5.5
E00073749,87.8,1,11.2
E00075091,93.5,2.6,3.9
E00075547,98.1,0,1.9
E00075548,87.8,1,11.3
E00075549,90.1,2.9,7.1
E00075551,94.6,0.6,4.9
E00075552,96,1.7,2.4
E00075553,92.2,0.3,7.5
E00075554,87.5,1.6,10.9
E00075555,98.8,0,1.2
E00075556,97.4,0.3,2.3
E00075557,92.3,1,6.6
E00113236,90.1,2.3,7.6
W00008044,97.3,1.3,1.3
W00008045,94.7,1.9,3.4
W00008047,97.8,1,1.2
W00008049,97,0.3,2.7
W00008050,98.4,1,0.5
W00008051,95.9,1,3.1
W00008052,96,0,4
W00008053,92.4,1.4,6.1
W00008055,96.2,2.8,1
W00008056,96.2,2.8,0.9
W00008085,96.9,0.8,2.3
W00008086,97.7,0.3,2
W00008087,99.3,0,0.7
W00008088,98.5,0,1.5
W00008089,99.3,0,0.7
W00008113,97,0,3
W00008114,99.3,0,0.7
W00008115,98.4,0.7,1
W00008213,96.8,1,2.3
W00008214,96.7,0.5,2.8
W00008215,97,1.3,1.7
W00008216,98.3,0.6,1.1
W00008217,96,0.9,3.1
W00008219,96.6,0,3.4
W00008236,95.4,0.8,3.8
W00008237,96.3,1.1,2.5
W00008238,96.3,1.4,2.3
W00008239,97.4,1.7,1
W00008240,98.4,0.7,1
W00008267,96.5,0.4,3.2
W00008268,98.2,0,1.8
W00008269,96.1,0.7,3.2
W00008270,97.7,0.7,1.7
W00008271,99.1,0,0.9
W00008272,96.9,1,2
W00008273,94.7,1.6,3.7
W00008274,96.2,1.7,2.1
W00008275,96.6,0.7,2.6
W00008276,94.9,0,5.1
W00008277,98.7,0,1.3
W00008284,97.3,1.5,1.2
W00008286,99.1,0.6,0.3
W00008315,96.6,0.9,2.5
W00008316,94.7,0.5,4.8
W00008317,94.3,2.8,2.8
W00008318,96.5,1.7,1.7
W00008319,97.5,0.3,2.2
W00010319,98.4,0.3,1.3
W00010320,96.5,0.6,2.9
W00010324,97,1.4,1.6
W00010327,93,0,7
W00010335,94.8,2.1,3.1
W00010340,96.1,1.2,2.7
W00010352,94.9,1.2,3.9
