areacd,in_full_time_education-001,in_full_time_education-002
E00155636,18.5,81.5
E00155637,8.7,91.3
E00155677,2,98
E00155678,3.9,96.1
E00155679,8.9,91.1
E00155680,16.8,83.2
E00155681,2.7,97.3
E00155682,5.1,94.9
E00155683,11.2,88.8
E00155684,11,89
E00155685,10.6,89.4
E00155686,17.5,82.5
E00155687,12.6,87.4
E00155688,15.1,84.9
E00155689,17.8,82.2
E00155690,19.4,80.6
E00155691,20.9,79.1
E00155692,14.9,85.1
E00155693,19.8,80.2
E00155694,11.8,88.2
E00155695,15.7,84.3
E00155696,12.8,87.2
E00155697,17.9,82.1
E00155698,12,88
E00155699,15,85
E00155700,16.7,83.3
E00155706,10,90
E00155707,21.4,78.6
E00155708,18.8,81.2
E00155710,16.2,83.8
E00155721,5.7,94.3
E00155722,22.1,77.9
E00155723,15,85
E00155724,24.7,75.3
E00155725,18.2,81.8
E00155726,7.5,92.5
E00155727,19.1,80.9
E00155728,21.7,78.3
E00155729,13.8,86.2
E00155730,18.7,81.3
E00155731,10.8,89.2
E00155732,19.1,80.9
E00155733,15.5,84.5
E00155734,17.4,82.6
E00155735,17.9,82.1
E00155736,18,82
E00155737,21.4,78.6
E00155738,17.1,82.9
E00155739,22.3,77.7
E00155740,11.5,88.5
E00155741,14.8,85.2
E00155742,10.2,89.8
E00155743,25.1,74.9
E00155744,16.6,83.4
E00155745,19.1,80.9
E00155746,8.5,91.5
E00155747,17.7,82.3
E00155748,22.5,77.5
E00155749,12.7,87.3
E00155750,14.6,85.4
E00155751,24,76
E00155752,20.9,79.1
E00155753,19.4,80.6
E00155754,14.6,85.4
E00155755,12.1,87.9
E00155756,13.6,86.4
E00155758,14.1,85.9
E00155766,19,81
E00155781,21.6,78.4
E00155782,19.9,80.1
E00155783,18.7,81.3
E00155784,13.5,86.5
E00155785,12.4,87.6
E00155786,14.8,85.2
E00155787,22.5,77.5
E00155788,20.7,79.3
E00155789,22.3,77.7
E00155790,14.8,85.2
E00155791,20.5,79.5
E00155792,23.1,76.9
E00155793,34.1,65.9
E00155794,22.1,77.9
E00155795,18.1,81.9
E00155796,11.6,88.4
E00155797,16,84
E00155798,12.1,87.9
E00155799,15.2,84.8
E00155800,19.2,80.8
