areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00155636,93.5,1.9,0.6,3.9
E00155637,96.9,0,0,3.1
E00155677,96.4,2.7,0,0.9
E00155678,100,0,0,0
E00155679,98.4,0.8,0,0.8
E00155680,100,0,0,0
E00155681,99.4,0,0,0.6
E00155682,97.8,2.2,0,0
E00155683,99.2,0.8,0,0
E00155684,96.6,3.4,0,0
E00155685,96.9,0.8,0,2.3
E00155686,98.4,1.6,0,0
E00155687,98.4,1.6,0,0
E00155688,98.5,1.5,0,0
E00155689,98.2,1.8,0,0
E00155690,98.4,1.6,0,0
E00155691,100,0,0,0
E00155692,98.2,0,0,1.8
E00155693,99.1,0.9,0,0
E00155694,98.6,1.4,0,0
E00155695,94.5,2.8,0,2.8
E00155696,95.6,2.2,0,2.2
E00155697,98.3,0,0,1.7
E00155698,97.1,2.9,0,0
E00155699,95.6,3.5,0,0.9
E00155700,100,0,0,0
E00155706,97.7,2.3,0,0
E00155707,98.2,1.8,0,0
E00155708,95.8,1.7,0,2.5
E00155710,100,0,0,0
E00155721,98.2,0.9,0.9,0
E00155722,96.1,3.9,0,0
E00155723,90.2,3.9,1.3,4.6
E00155724,96.1,2.3,0.8,0.8
E00155725,90.1,5,1.4,3.5
E00155726,90.4,4.1,1.5,4.1
E00155727,96.6,2,0.7,0.7
E00155728,96.7,1.3,0,2
E00155729,96.9,0.8,0.8,1.5
E00155730,92.1,3.3,0,4.6
E00155731,94.3,3.2,0,2.5
E00155732,97.7,1.6,0.8,0
E00155733,91.7,3.6,1,3.6
E00155734,92.6,4.9,0,2.5
E00155735,96.1,3.1,0,0.8
E00155736,94.6,2.3,0,3.1
E00155737,90.8,3.8,2.3,3.1
E00155738,96.9,2.4,0,0.8
E00155739,95.9,4.1,0,0
E00155740,93.7,3.6,0.9,1.8
E00155741,82.3,6.4,2.3,9.1
E00155742,84,4.3,2.1,9.6
E00155743,93.3,4.3,0,2.4
E00155744,92.3,4.9,0,2.8
E00155745,95.5,1.5,0.8,2.3
