areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00155636,21.6,19.6,30.7,28.1
E00155637,73.6,20.2,3.1,3.1
E00155677,45.5,48.2,5.4,0.9
E00155678,17.9,67.2,10.4,4.5
E00155679,20.6,28.6,27,23.8
E00155680,2.8,12.3,39.6,45.3
E00155681,21.3,64,10.4,4.3
E00155682,1.1,71.7,14.1,13
E00155683,13,19.8,44.3,22.9
E00155684,3.4,13.8,32.8,50
E00155685,3.9,21.1,39.1,35.9
E00155686,2.7,18.7,40.1,38.5
E00155687,23.1,15.7,32.2,28.9
E00155688,0,18.5,46.2,35.4
E00155689,2.7,21.4,52.7,23.2
E00155690,3.1,19.4,42.6,34.9
E00155691,0,29.3,45.7,25
E00155692,11.1,24.1,37,27.8
E00155693,13.6,30.9,35.5,20
E00155694,40.6,17.4,27.5,14.5
E00155695,6.4,14.5,35.5,43.6
E00155696,10.9,19.7,31.4,38
E00155697,1.7,13.8,57.8,26.7
E00155698,0,17.6,54.9,27.5
E00155699,5.4,17,32.1,45.5
E00155700,5,15,37.5,42.5
E00155706,3.1,18.3,33.6,45
E00155707,12.4,22.1,43.4,22.1
E00155708,5,8.3,36.4,50.4
E00155710,2.3,9.2,25.2,63.4
E00155721,65.5,28.2,2.7,3.6
E00155722,1.6,3.9,57,37.5
E00155723,22.2,25.5,39.2,13.1
E00155724,1.6,10.9,52.3,35.2
E00155725,21.3,28.4,25.5,24.8
E00155726,24.7,58.6,12.1,4.5
E00155727,1.4,11.6,36.7,50.3
E00155728,30.4,10.8,11.5,47.3
E00155729,2.3,38.9,48.9,9.9
E00155730,9.2,32,45.8,13.1
E00155731,23.6,50.3,21,5.1
E00155732,0,3.1,22,74.8
E00155733,42.5,21.8,24.4,11.4
E00155734,13.8,26.8,40.7,18.7
E00155735,11.8,24.4,23.6,40.2
E00155736,28.9,32,13.3,25.8
E00155737,24.6,40.8,23.8,10.8
E00155738,2.4,3.2,20.6,73.8
E00155739,0.7,4.1,43.4,51.7
E00155740,18.6,43.9,20.8,16.7
E00155741,29.5,41.8,21.4,7.3
E00155742,34.9,45.7,11.3,8.1
E00155743,3.7,21.1,44.7,30.4
E00155744,15.4,11.9,23.8,49
E00155745,11.3,48.1,26.3,14.3
E00155746,59.6,18.3,11.9,10.1
E00155747,13.1,20.6,35.5,30.8
E00155748,2.2,18.5,68.1,11.1
E00155749,13.1,37.2,16.8,32.8
E00155750,27.1,25.7,28.5,18.8
E00155751,1.9,16.8,41.3,40
E00155752,22.5,30.5,13.9,33.1
E00155753,20,21.7,37.4,20.9
E00155754,12,15,27.1,45.9
E00155755,45.5,11.6,17.4,25.6
E00155756,1.8,20.1,27.4,50.6
E00155758,1.3,12.8,6,79.9
E00155766,2.3,3.9,12.5,81.3
E00155781,12.2,31.3,52.2,4.3
E00155782,8.9,20.2,26.6,44.4
E00155783,17.7,43.5,30.6,8.1
E00155784,0,13.7,70.9,15.4
E00155785,16.3,20.2,34.9,28.7
E00155786,2.8,25.9,36.4,35
E00155787,27.3,12.9,55.3,4.5
E00155788,48.3,46.9,2.8,2.1
E00155789,5,22,66,6.9
E00155790,6.3,24.4,59.1,10.2
E00155791,30.3,7.6,52.1,10.1
E00155792,20.4,30.1,38.1,11.5
E00155793,1.7,76.1,17.1,5.1
E00155794,20.4,38,37,4.6
E00155795,1.8,38.4,53.6,6.3
E00155796,40.2,15.6,21.3,23
