areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00155636,49.1,50.9
E00155637,25.6,74.4
E00155677,29.1,70.9
E00155678,45.6,54.4
E00155679,53.7,46.3
E00155680,62.1,37.9
E00155681,43.2,56.8
E00155682,48.7,51.3
E00155683,44.3,55.7
E00155684,58,42
E00155685,54.5,45.5
E00155686,59.4,40.6
E00155687,53.1,46.9
E00155688,63,37
E00155689,52.6,47.4
E00155690,59.5,40.5
E00155691,54.1,45.9
E00155692,57.5,42.5
E00155693,55.4,44.6
E00155694,41.9,58.1
E00155695,65.6,34.4
E00155696,59.1,40.9
E00155697,51,49
E00155698,59.5,40.5
E00155699,58.9,41.1
E00155700,66.4,33.6
E00155706,57.3,42.7
E00155707,53.6,46.4
E00155708,67.1,32.9
E00155710,69.5,30.5
E00155721,29.8,70.2
E00155722,58.6,41.4
E00155723,47.5,52.5
E00155724,61.9,38.1
E00155725,44.7,55.3
E00155726,27.9,72.1
E00155727,67.2,32.8
E00155728,54.7,45.3
E00155729,45.5,54.5
E00155730,50,50
E00155731,32.8,67.2
E00155732,67.1,32.9
E00155733,39.1,60.9
E00155734,50.9,49.1
E00155735,53.1,46.9
E00155736,45.3,54.7
E00155737,39.3,60.7
E00155738,69.9,30.1
E00155739,61.3,38.7
E00155740,42.2,57.8
E00155741,35.5,64.5
E00155742,34.9,65.1
E00155743,55.2,44.8
E00155744,56.4,43.6
E00155745,42.7,57.3
E00155746,32.3,67.7
E00155747,56.4,43.6
E00155748,42.5,57.5
E00155749,47.8,52.2
E00155750,43.1,56.9
E00155751,58.1,41.9
E00155752,44.2,55.8
E00155753,47.5,52.5
E00155754,54.6,45.4
E00155755,40.5,59.5
E00155756,63.2,36.8
E00155758,68.5,31.5
E00155766,74.6,25.4
E00155781,50,50
E00155782,48.3,51.7
E00155783,45.3,54.7
E00155784,49.2,50.8
E00155785,46.8,53.2
E00155786,54.3,45.7
E00155787,42.9,57.1
E00155788,22.4,77.6
E00155789,44.1,55.9
E00155790,55.5,44.5
E00155791,39.9,60.1
E00155792,38.8,61.2
E00155793,28.3,71.7
E00155794,38.4,61.6
