areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00155636,27.3,35.7,18.2,18.8
E00155637,63.1,26.2,7.7,3.1
E00155677,66.1,32.1,1.8,0
E00155678,52.3,39.4,6.1,2.3
E00155679,42.7,39.5,9.7,8.1
E00155680,19,52.4,5.7,22.9
E00155681,50.6,40.9,6.1,2.4
E00155682,43.5,50,3.3,3.3
E00155683,22.1,44.3,22.1,11.5
E00155684,17.4,45.5,22.3,14.9
E00155685,25.8,33.6,25,15.6
E00155686,24.3,39.8,12.2,23.8
E00155687,39,38.2,11.4,11.4
E00155688,29,38.2,16.8,16
E00155689,19.8,41.4,16.2,22.5
E00155690,18.8,42.2,13.3,25.8
E00155691,26.7,38.8,10.3,24.1
E00155692,29.1,43.6,5.5,21.8
E00155693,30.6,26.1,19.8,23.4
E00155694,53.5,26.8,5.6,14.1
E00155695,23.4,46.7,12.1,17.8
E00155696,31.7,41.7,12.2,14.4
E00155697,24.1,31.9,25,19
E00155698,20.6,45.1,13.7,20.6
E00155699,22.5,43.2,16.2,18
E00155700,13.8,48.8,17.9,19.5
E00155706,18,42.1,17.3,22.6
E00155707,29.8,36,14.9,19.3
E00155708,21,34.5,25.2,19.3
E00155710,20.3,43,15.6,21.1
E00155721,68.5,22.5,6.3,2.7
E00155722,22.7,30.5,23.4,23.4
E00155723,30.9,37.5,15.1,16.4
E00155724,16.7,36.5,17.5,29.4
E00155725,37.6,26.2,17,19.1
E00155726,47.7,34.5,13.7,4.1
E00155727,16.3,40.1,17,26.5
E00155728,43.8,30.1,4.6,21.6
E00155729,29.5,31.8,23.5,15.2
E00155730,27.2,33.8,17.2,21.9
E00155731,56.6,23.9,8.2,11.3
E00155732,13.4,41.7,21.3,23.6
E00155733,40.1,37.5,8.9,13.5
E00155734,31.4,31.4,16.5,20.7
E00155735,32.5,31.7,12.7,23
E00155736,36.2,38.5,8.5,16.9
E00155737,37.7,33.8,11.5,16.9
