geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00036194,29.6,39.3,17,14.1
E00036198,30.3,42.8,12.4,14.5
E00036204,25.4,44,8.2,22.4
E00036205,25,36.3,14.5,24.2
E00036206,24,42.1,14,19.8
E00036207,27,44.3,10.7,18
E00036208,13.9,48.2,14.6,23.4
E00036209,24.1,42.1,16.5,17.3
E00036210,21.7,42.8,13.8,21.7
E00036211,31.6,36.8,11.1,20.5
E00036212,26.1,38.8,16.4,18.7
E00036214,19.8,39.6,16.2,24.3
E00036384,33.8,36.8,10.3,19.1
E00036385,20.5,52.8,12.6,14.2
E00036386,15.3,48.9,13,22.9
E00036387,25.2,42.4,11.5,20.9
E00036391,45.2,31.1,7.3,16.4
E00036392,31.3,33.3,19.3,16
E00036393,20.9,46.3,14.9,17.9
E00036394,18.6,48.1,17.8,15.5
E00036395,19.7,46.5,16.5,17.3
E00036396,25.4,51.7,10.2,12.7
E00036397,17.9,37.9,22.9,21.4
E00036398,41.8,34.6,11.5,12.1
E00036399,25.9,45.2,15.6,13.3
E00036400,15.4,55.6,12,17.1
E00036401,25.6,51.2,11.6,11.6
E00036402,19,52.1,11.6,17.4
E00036403,21.3,41.8,9.2,27.7
E00036404,18.1,34.8,18.8,28.3
E00036405,17.2,42.5,10.4,29.9
E00036427,20.5,34.2,23.1,22.2
E00036428,45.8,26.3,17.8,10.2
E00036429,19.7,31.7,23.9,24.6
E00036430,56.7,31.2,7.8,4.3
E00036431,42.3,30.7,11,16
E00036432,44.4,34.7,10.5,10.5
E00036433,27.1,48.1,14.3,10.5
E00036434,17.4,43.2,17.4,22
E00036435,38.9,31.8,14,15.3
E00036436,28.1,43.9,14,14
E00036437,28.9,42.1,11.4,17.5
E00092644,23,42.2,11.1,23.7
E00093444,18.8,42.2,7.8,31.3
E00093445,19.4,51.2,14,15.5
E00093446,24.4,45.7,12.6,17.3
E00093447,25.6,55.8,9.3,9.3
E00093448,15,49.6,15.7,19.7
E00093449,29.6,50.4,8.7,11.3
E00093510,37.5,35.9,15.6,10.9
E00093511,25.8,46,16.1,12.1
E00093512,24.6,45.9,13.1,16.4
E00093513,20.7,48.3,20.7,10.3
E00093514,24.5,46.8,13.7,15.1
E00093515,50.8,28.6,8.7,11.9
E00093516,26.8,45.7,9.4,18.1
E00093517,26,32.3,20.5,21.3
E00093518,39.4,37.6,11,11.9
E00093519,31.1,29.5,17.2,22.1
E00093520,36,45.6,8,10.4
E00093521,26.6,40.6,19.5,13.3
E00093522,27.2,35.8,16.7,20.4
E00093523,28.3,37,10.2,24.4
E00093524,26.8,38.7,19.7,14.8
E00093525,30.8,24.1,19.5,25.6
E00093527,35.8,32.5,13.8,17.9
E00093528,36.4,41.2,9.1,13.3
E00093529,44.5,35.5,11.6,8.4
E00093530,73,17,3.8,6.3
E00093531,66.7,23.3,6.7,3.3
E00093532,23.5,39.4,18.9,18.2
E00093533,21.4,29.4,23,26.2
E00093534,18.4,52.5,17,12.1
E00093535,32.7,48.1,8.3,10.9
E00093536,31.1,47,9.8,12.1
E00093537,41.6,43.1,6.6,8.8
E00093538,21.5,45.8,13.1,19.6
E00093539,50.9,28.1,8.8,12.3
E00093540,25.7,43.3,17.5,13.5
E00093541,48.4,32.3,9,10.3
E00093542,23.9,41.3,16.7,18.1
E00093543,42.6,36.9,10.8,9.7
E00093544,19.2,51.5,13.8,15.4
E00093545,18.4,55.3,10.5,15.8
E00093546,23.7,40.7,14.8,20.7
E00093574,27,40.5,15.9,16.7
E00093575,20.7,38.7,11.7,28.8
E00093576,27.8,40.9,12.2,19.1
E00093577,32.8,39.2,17.6,10.4
E00093578,38.2,36.6,16.8,8.4
E00093579,21.9,50,14.8,13.3
E00093580,26.4,45.7,19.3,8.6
E00093581,41.2,34.5,11.8,12.6
E00093582,30.6,33.3,18.9,17.1
E00093583,21.7,40,20,18.3
E00093584,21,41.2,17.6,20.2
E00093585,24.2,34.4,25,16.4
E00093700,22.8,54.5,10.6,12.2
E00093701,29.5,44.7,12.1,13.6
E00093702,27.5,46.3,12.1,14.1
E00093703,31.5,41.8,13.7,13
E00093704,19.1,41.2,13.7,26
E00093707,44.9,34.7,7.5,12.9
E00093708,39.3,36.3,12.6,11.9
E00093709,17.4,47.8,16.8,18
E00093711,39.2,43.3,11.3,6.2
E00188922,22.6,32.2,20,25.2
E00188929,36.3,28.4,17.6,17.6
E00188937,21.3,33.8,17.5,27.5
W00001359,36.8,33.3,13.8,16.1
W00001361,33,33.9,15.2,17.9
W00001490,22.6,37.9,13.7,25.8
W00001542,25,30.5,25,19.5
W00001543,40.9,38.6,12.5,8
W00001544,65.7,23.5,4.9,5.9
W00001545,26.2,34.6,18.5,20.8
W00001546,34.4,34.4,12.2,19.1
W00001547,20.5,37.8,15.7,26
W00001548,36.1,36.1,16.4,11.5
W00001549,48.2,25,11.6,15.2
W00001550,22.9,34.3,18.1,24.7
W00001551,30,37.3,19.1,13.6
W00001552,56.4,26.9,7.7,9
W00001553,33.6,29.6,12,24.8
W00001554,22.3,48.5,16.5,12.6
W00001555,13.1,32.8,23.8,30.3
W00001556,32.4,35.2,12,20.4
W00001557,26.1,41.7,14.8,17.4
W00001558,43.4,26.2,14.8,15.6
W00001559,27.1,40.3,18.8,13.9
W00001560,20,35.2,20,24.8
W00001561,80.5,15.4,2.4,1.8
W00001562,86.1,13.9,0,0
W00001563,20.7,34.5,24.1,20.7
W00001565,29.9,34.3,13.1,22.6
W00001566,27.7,26.2,16.2,30
W00001567,17.9,25.5,16.6,40
W00001568,18.3,35.9,17.6,28.2
