areacd,in_full_time_education-001,in_full_time_education-002
E00061874,14.7,85.3
E00061875,14.6,85.4
E00062043,13,87
E00062044,11.9,88.1
E00062045,17.2,82.8
E00062046,14.3,85.7
E00062047,14.5,85.5
E00062048,8.1,91.9
E00062049,16.9,83.1
E00062050,10.9,89.1
E00062051,19.9,80.1
E00062052,11.9,88.1
E00062053,14.7,85.3
E00062054,13.9,86.1
E00062055,19.8,80.2
E00062056,5.3,94.7
E00062057,13.1,86.9
E00062058,6.8,93.2
E00062059,4.7,95.3
E00062060,24,76
E00062061,14.8,85.2
E00062062,20.2,79.8
E00062064,30.7,69.3
E00062065,19.4,80.6
E00062066,15.7,84.3
E00062067,15.2,84.8
E00062068,17.8,82.2
E00062069,10.6,89.4
E00062070,18.4,81.6
E00062071,13.6,86.4
E00062072,14.8,85.2
E00062073,20.1,79.9
E00062074,16.8,83.2
E00062075,15.8,84.2
E00062076,18.1,81.9
E00062077,21.2,78.8
E00062078,24,76
E00062079,35.6,64.4
E00062080,13.1,86.9
E00062081,14.7,85.3
E00062082,19.4,80.6
E00062083,21.3,78.7
E00062084,15.2,84.8
E00062085,14.9,85.1
E00062086,16.6,83.4
E00062087,14.8,85.2
E00062088,17.9,82.1
E00062089,25.4,74.6
E00062090,27.7,72.3
E00062091,23.2,76.8
E00062092,16.5,83.5
E00062093,23,77
E00062094,12.7,87.3
E00062095,27,73
E00062096,33,67
E00062097,24.6,75.4
E00062098,5.4,94.6
E00062099,18.4,81.6
E00062100,30.7,69.3
E00062101,12.6,87.4
E00062102,24.8,75.2
E00062103,12.1,87.9
E00062104,19.3,80.7
E00062105,20.8,79.2
E00062106,13.3,86.7
E00062107,25.5,74.5
E00062108,23.4,76.6
E00062109,15.2,84.8
E00062110,15.9,84.1
E00062111,25.3,74.7
E00062112,14.4,85.6
E00062113,19.4,80.6
E00062114,13.7,86.3
E00062115,15,85
E00062116,8.1,91.9
E00062117,25.9,74.1
E00062119,14.5,85.5
E00062120,11.3,88.7
E00062121,15.1,84.9
E00062122,24,76
E00062123,19.1,80.9
E00062124,26,74
E00062125,15.4,84.6
E00062126,20.8,79.2
E00062127,20.7,79.3
E00062128,21.5,78.5
E00062129,10.8,89.2
E00062131,12.3,87.7
E00062132,23.9,76.1
E00062133,22.9,77.1
E00062134,19.5,80.5
E00062136,8.9,91.1
E00062138,21.2,78.8
E00062139,17.5,82.5
E00062140,17.1,82.9
E00062141,26.8,73.2
E00062142,25.6,74.4
E00062143,20.3,79.7
E00062144,11.9,88.1
E00062145,15.3,84.7
E00062146,24.5,75.5
E00062147,19.1,80.9
E00062148,17.1,82.9
E00062149,16.1,83.9
E00062150,12.2,87.8
E00062151,19.9,80.1
E00062152,16.4,83.6
E00062153,16.1,83.9
E00062154,22.1,77.9
E00062155,16.8,83.2
E00062156,24.5,75.5
E00062157,13,87
E00062158,8.9,91.1
E00062159,9.7,90.3
E00062160,20.4,79.6
E00062161,17.8,82.2
E00062162,24.9,75.1
E00062163,38.5,61.5
E00062164,28.6,71.4
E00062165,27.3,72.7
E00062166,20.7,79.3
E00062167,13.5,86.5
E00062168,22.3,77.7
E00062169,16.6,83.4
E00062170,10,90
E00062171,14.3,85.7
E00062172,10.8,89.2
E00062173,14.4,85.6
E00062174,12.2,87.8
E00062175,22.8,77.2
E00062176,9.9,90.1
E00062177,26.5,73.5
E00062178,16.4,83.6
E00062179,13.1,86.9
E00062180,12.9,87.1
E00062181,17.1,82.9
E00062182,12.9,87.1
E00062183,18.9,81.1
E00062184,9.7,90.3
E00062185,21.2,78.8
E00062186,21.1,78.9
E00062187,20.9,79.1
E00062188,17.1,82.9
E00062189,15.8,84.2
E00062190,19.7,80.3
E00062191,9.4,90.6
E00062192,21.3,78.7
E00062193,22.2,77.8
E00062194,15.6,84.4
E00062195,15.4,84.6
E00062196,15.6,84.4
E00062197,15.7,84.3
E00062198,17.4,82.6
E00062199,23.8,76.2
E00062200,6.4,93.6
E00062207,18.4,81.6
E00062208,26,74
E00062209,16.6,83.4
E00062210,16.2,83.8
E00062211,11.3,88.7
E00062212,13,87
E00062213,4.3,95.7
E00062214,15,85
E00062215,13.8,86.2
E00062216,17.2,82.8
E00062217,19.9,80.1
E00062218,8,92
E00062219,17,83
E00062220,16.5,83.5
E00062221,20.7,79.3
E00062222,16.8,83.2
E00062223,20.6,79.4
E00062224,13,87
E00062225,20.4,79.6
E00062227,16.7,83.3
E00062228,13.4,86.6
E00062229,23.7,76.3
E00062230,24.1,75.9
E00062231,23.5,76.5
E00062232,12.7,87.3
E00062233,11.5,88.5
E00062234,11.7,88.3
E00062235,16,84
E00062236,12.8,87.2
E00062237,13.4,86.6
E00062238,21.3,78.7
E00062239,16.8,83.2
E00062240,15.4,84.6
E00062241,20.3,79.7
E00062242,25.8,74.2
E00062243,11.4,88.6
E00062244,28.6,71.4
E00062245,16.7,83.3
E00062246,13.7,86.3
E00062247,26.5,73.5
E00062250,19.2,80.8
E00062251,14.5,85.5
E00062252,18.1,81.9
E00062253,12.7,87.3
E00062255,18.1,81.9
E00062256,19.7,80.3
E00062257,15.8,84.2
E00062258,11.1,88.9
E00062260,33.6,66.4
E00062261,22.6,77.4
E00062262,22.9,77.1
E00062263,11.3,88.7
E00062265,16,84
E00062266,16.9,83.1
E00062268,10.6,89.4
E00062269,18.9,81.1
E00062270,19.8,80.2
E00062272,18.6,81.4
E00062273,18.2,81.8
E00062274,13,87
E00062275,18,82
E00062276,11.1,88.9
E00062277,17,83
E00062278,13.6,86.4
E00062279,17.9,82.1
E00062280,13.2,86.8
E00062281,10.3,89.7
E00062282,18.9,81.1
E00062283,18.1,81.9
E00062284,20.6,79.4
E00062285,14.4,85.6
E00062286,14.7,85.3
E00062287,15.5,84.5
E00062288,6.5,93.5
E00062289,23.4,76.6
E00062290,10.5,89.5
E00062291,19.5,80.5
E00062292,19.7,80.3
E00062293,12.6,87.4
E00062294,26.9,73.1
E00062295,17.5,82.5
E00062296,18.1,81.9
E00062297,21,79
E00062298,17.7,82.3
E00062299,21.9,78.1
E00062300,11.1,88.9
E00062301,15.9,84.1
E00062302,13.9,86.1
E00062303,5.3,94.7
E00062304,18.1,81.9
E00062305,10.5,89.5
E00062306,16.4,83.6
E00062307,20.5,79.5
E00062308,16.2,83.8
E00062309,19.6,80.4
E00062310,14.1,85.9
E00062311,18.2,81.8
E00062312,11.5,88.5
E00062313,18.6,81.4
E00062314,24.9,75.1
E00062315,21.3,78.7
E00062316,13.3,86.7
E00062317,15.2,84.8
E00062318,11.2,88.8
E00062319,13.6,86.4
E00062320,14.3,85.7
E00062321,23.2,76.8
E00062322,22.5,77.5
E00062323,21.3,78.7
E00062324,28.9,71.1
E00062325,12,88
E00062326,14,86
E00062327,27.9,72.1
E00062328,15.2,84.8
E00062329,14,86
E00062330,13.9,86.1
E00062331,25.3,74.7
E00062332,15.9,84.1
E00062333,20.3,79.7
E00062334,23.7,76.3
E00062335,25.2,74.8
E00062336,33.6,66.4
E00062337,33.8,66.2
E00062338,33.9,66.1
E00062339,16.9,83.1
E00062340,15.2,84.8
E00062341,19.7,80.3
E00062342,23.4,76.6
E00062343,18.6,81.4
E00062344,21.8,78.2
E00062345,20,80
E00062346,16.1,83.9
E00062347,16.3,83.7
E00062348,18.6,81.4
E00062349,25,75
E00062350,22.3,77.7
E00062351,15.1,84.9
E00062352,18.9,81.1
E00062353,18.5,81.5
E00062354,17.9,82.1
E00062355,21.6,78.4
E00062356,17.3,82.7
E00062357,8.9,91.1
E00062358,18.1,81.9
E00062359,9.4,90.6
E00062360,11.9,88.1
E00062361,13.1,86.9
E00062362,13.9,86.1
E00062363,12.1,87.9
E00062364,13,87
E00062365,14.2,85.8
E00062366,9.9,90.1
E00062367,17.5,82.5
E00062368,18.8,81.2
E00062369,16.1,83.9
E00062370,19.2,80.8
E00062371,13.9,86.1
E00062372,12,88
E00062373,16.9,83.1
E00062374,17.4,82.6
E00062375,14,86
E00062376,21.4,78.6
E00062377,6.6,93.4
E00062378,13.2,86.8
E00062382,16.1,83.9
E00062384,16.2,83.8
E00062385,11.2,88.8
E00062386,15,85
E00105828,11.2,88.8
E00105829,9.9,90.1
E00105830,32,68
E00105831,17.2,82.8
E00105832,13.4,86.6
E00105833,8.9,91.1
E00105834,10.9,89.1
E00105835,17,83
E00105836,18.7,81.3
E00105837,21.2,78.8
E00105838,17.5,82.5
E00105839,16.8,83.2
E00105840,13.8,86.2
E00105841,14.7,85.3
E00105842,14.2,85.8
E00105843,12.6,87.4
E00105844,13,87
E00105845,11.6,88.4
E00105846,11.9,88.1
E00105847,14.5,85.5
E00105848,9.6,90.4
E00105849,8.5,91.5
E00105856,16.2,83.8
E00105857,15.8,84.2
E00105858,14.2,85.8
E00105860,18.2,81.8
E00105877,19.7,80.3
E00105878,18.4,81.6
E00105879,15.5,84.5
E00105880,18.3,81.7
E00105881,13.2,86.8
E00105882,10.4,89.6
E00105883,12.4,87.6
E00105884,14.2,85.8
E00105885,12.1,87.9
E00105913,11.2,88.8
E00105914,9,91
E00105916,9.2,90.8
E00105917,21.3,78.8
E00105918,10.2,89.8
E00140430,9.5,90.5
E00140443,18.2,81.8
E00140444,14.1,85.9
E00140445,14.7,85.3
E00140446,18.3,81.7
E00140447,9,91
E00140448,16.3,83.7
E00140449,16.4,83.6
E00140450,21.9,78.1
E00140451,12.7,87.3
E00140452,11.5,88.5
E00140453,27.6,72.4
E00140454,10.5,89.5
E00140455,14,86
E00140456,6.8,93.2
E00140457,15.3,84.7
E00140458,7.2,92.8
E00140459,10.4,89.6
E00140460,17.1,82.9
E00140461,12,88
E00140462,11.5,88.5
E00140463,17.6,82.4
E00140464,23.2,76.8
E00140471,14.3,85.7
E00140472,11.8,88.2
E00140473,16.1,83.9
E00140474,6.5,93.5
E00140475,11.5,88.5
E00140476,12,88
E00140478,13,87
E00140479,14.4,85.6
E00140480,9.5,90.5
E00140481,12,88
E00140482,11.4,88.6
E00140483,12.2,87.8
E00140484,15.4,84.6
E00140485,11.1,88.9
E00140537,12,88
E00140538,13.7,86.3
E00140539,7.9,92.1
E00140541,7.6,92.4
E00140545,18.7,81.3
E00140546,10.3,89.7
E00140547,15,85
E00140548,11.6,88.4
E00140549,9.8,90.2
E00140550,10.2,89.8
E00140551,10.7,89.3
E00140552,16.9,83.1
E00140553,14.2,85.8
E00140554,15.7,84.3
E00140555,13.2,86.8
E00140556,16.6,83.4
E00140557,8.7,91.3
E00140558,12,88
E00140559,10.1,89.9
E00140561,8.3,91.7
E00140562,7.5,92.5
E00140563,14.8,85.2
E00140564,8.3,91.7
E00140565,15,85
E00140566,14.8,85.2
E00140567,13.1,86.9
E00140568,13,87
E00140569,9.5,90.5
E00140570,23.6,76.4
E00140571,17.6,82.4
E00140572,27.2,72.8
E00140573,29,71
E00140574,18.8,81.2
E00140575,25.4,74.6
E00140576,27.3,72.7
E00140577,21.6,78.4
E00140578,13.2,86.8
E00140579,27.8,72.2
E00140580,15.6,84.4
E00140581,17.6,82.4
E00140582,20,80
E00140583,10.3,89.7
E00140586,9,91
E00140587,12.4,87.6
E00140588,9.8,90.2
E00140589,21.5,78.5
E00140590,17.2,82.8
E00140591,18.3,81.7
E00140592,19.5,80.5
E00140593,9.1,90.9
E00140594,20.7,79.3
E00140595,12.4,87.6
E00140596,28,72
E00140597,14.6,85.4
E00140606,17.3,82.7
E00140607,21.5,78.5
E00140608,22.9,77.1
E00140609,12.6,87.4
E00140610,8.9,91.1
E00140611,8.3,91.7
E00140612,20.1,79.9
E00140613,14.4,85.6
E00140614,11.6,88.4
E00140615,17,83
E00140616,16.7,83.3
E00140617,11.6,88.4
E00140618,9,91
E00140685,16,84
E00140686,12.8,87.2
E00140687,13.1,86.9
E00140688,14.6,85.4
E00140689,13.6,86.4
E00140690,14.5,85.5
E00140691,14.6,85.4
E00140712,14.4,85.6
E00140713,18.2,81.8
E00140714,14.5,85.5
E00140715,21.5,78.5
E00140716,16.1,83.9
E00140717,20.2,79.8
E00140727,19.6,80.4
E00140895,18,82
E00140896,14.2,85.8
E00140897,22.3,77.7
E00140899,20.4,79.6
E00140900,24.1,75.9
E00140996,18,82
E00140997,17.6,82.4
E00140998,14.7,85.3
E00140999,14.2,85.8
E00141000,8,92
E00141001,12,88
E00141002,14.5,85.5
E00141003,13,87
E00141004,13.1,86.9
E00141005,17.2,82.8
E00141083,22.9,77.1
E00141250,15.1,84.9
E00141255,15.1,84.9
E00141257,21.9,78.1
E00141258,13.4,86.6
E00141280,10,90
E00141281,10.7,89.3
E00141282,17.6,82.4
E00141283,13.6,86.4
E00141284,11.5,88.5
E00141285,10.5,89.5
E00141286,19.9,80.1
E00141287,11.4,88.6
E00141288,9.2,90.8
E00141289,17.4,82.6
E00141290,13.3,86.7
E00141291,9.5,90.5
E00141292,13,87
E00141293,12.7,87.3
E00141294,8.2,91.8
E00141295,10.3,89.7
E00141296,19.1,80.9
E00141297,18.8,81.3
E00141298,11.3,88.7
E00141299,14.2,85.8
E00141300,12.1,87.9
E00141301,13,87
E00141302,17.9,82.1
E00141303,20.9,79.1
E00141304,16.5,83.5
E00141305,15.2,84.8
E00141306,23.6,76.4
E00141307,12.4,87.6
E00141309,15.4,84.6
E00141310,21.6,78.4
E00141311,12.5,87.5
E00141312,10.2,89.8
E00141313,18.8,81.2
E00141314,23.7,76.3
E00141316,21.4,78.6
E00141317,10.4,89.6
E00141318,32,68
E00141319,20.6,79.4
