areacd,heating_type_3a-001,heating_type_3a-002
E00061874,0,100
E00061875,2.5,97.5
E00062043,1,99
E00062044,3.8,96.2
E00062045,0,100
E00062046,1.1,98.9
E00062047,0.6,99.4
E00062048,1.8,98.2
E00062049,0,100
E00062050,2.8,97.2
E00062051,0.9,99.1
E00062052,1.5,98.5
E00062053,2.5,97.5
E00062054,0.8,99.2
E00062055,3.7,96.3
E00062056,1.4,98.6
E00062057,0,100
E00062058,1.4,98.6
E00062059,1.7,98.3
E00062060,1.4,98.6
E00062061,0.6,99.4
E00062062,2,98
E00062064,3.5,96.5
E00062065,7.1,92.9
E00062066,2.7,97.3
E00062067,4,96
E00062068,1.3,98.7
E00062069,3.3,96.7
E00062070,2.2,97.8
E00062071,0.9,99.1
E00062072,0.5,99.5
E00062073,0.7,99.3
E00062074,1,99
E00062075,0,100
E00062076,0,100
E00062077,0,100
E00062078,0,100
E00062079,1,99
E00062080,0.8,99.2
E00062081,0,100
E00062082,0,100
E00062083,0.8,99.2
E00062084,0,100
E00062085,0,100
E00062086,0,100
E00062087,0,100
E00062088,0.8,99.2
E00062089,0.9,99.1
E00062090,0.8,99.2
E00062091,0.8,99.2
E00062092,0.8,99.2
E00062093,0.8,99.2
E00062094,1.1,98.9
E00062095,1.6,98.4
E00062096,0.8,99.2
E00062097,1.5,98.5
E00062098,0.9,99.1
E00062099,2.3,97.7
E00062100,0,100
E00062101,0,100
E00062102,0.8,99.2
E00062103,2.4,97.6
E00062104,0,100
E00062105,0.7,99.3
E00062106,0,100
E00062107,1.6,98.4
E00062108,0.8,99.2
E00062109,0.7,99.3
E00062110,0,100
E00062111,0,100
E00062112,0,100
E00062113,0,100
E00062114,1.8,98.2
E00062115,0.8,99.2
E00062116,0,100
E00062117,1.7,98.3
E00062119,1.6,98.4
E00062120,0.9,99.1
E00062121,0,100
E00062122,1.5,98.5
E00062123,1.6,98.4
E00062124,0,100
E00062125,1.9,98.1
E00062126,0.9,99.1
E00062127,0,100
E00062128,2.5,97.5
E00062129,1.6,98.4
E00062131,0,100
E00062132,0.8,99.2
E00062133,0.6,99.4
E00062134,1.2,98.8
E00062136,0,100
E00062138,2.2,97.8
E00062139,4.1,95.9
E00062140,1.4,98.6
E00062141,0.4,99.6
E00062142,0,100
E00062143,1.4,98.6
E00062144,0.8,99.2
E00062145,1.6,98.4
E00062146,2.1,97.9
E00062147,0,100
E00062148,1.5,98.5
E00062149,0,100
E00062150,0,100
E00062151,1.4,98.6
E00062152,0,100
E00062153,0.8,99.2
E00062154,0,100
E00062155,0,100
E00062156,0,100
E00062157,0.6,99.4
E00062158,0.8,99.2
E00062159,0.8,99.2
E00062160,0,100
E00062161,0.8,99.2
E00062162,0,100
E00062163,0,100
E00062164,1.5,98.5
E00062165,1,99
E00062166,1.7,98.3
E00062167,2.6,97.4
E00062168,0,100
E00062169,0.7,99.3
E00062170,1.7,98.3
E00062171,2.2,97.8
E00062172,0,100
E00062173,0,100
E00062174,2.7,97.3
E00062175,3.4,96.6
E00062176,1.6,98.4
E00062177,0,100
E00062178,0.7,99.3
E00062179,1.5,98.5
E00062180,0,100
E00062181,0,100
E00062182,0.8,99.2
E00062183,0.9,99.1
E00062184,0.7,99.3
E00062185,0,100
E00062186,0,100
E00062187,1.7,98.3
E00062188,0,100
E00062189,2.3,97.7
E00062190,0,100
E00062191,0.8,99.2
E00062192,0,100
E00062193,0.8,99.2
E00062194,0,100
E00062195,1.5,98.5
E00062196,0,100
E00062197,0,100
E00062198,0,100
E00062199,0,100
E00062200,0,100
E00062207,0.8,99.2
E00062208,0.6,99.4
E00062209,0,100
E00062210,0,100
E00062211,1.4,98.6
E00062212,2,98
E00062213,0,100
E00062214,0,100
E00062215,0,100
E00062216,0,100
E00062217,0,100
E00062218,0,100
E00062219,0,100
E00062220,0,100
E00062221,0,100
E00062222,0,100
E00062223,0,100
E00062224,0,100
E00062225,0.6,99.4
E00062227,0,100
E00062228,0.8,99.2
E00062229,0,100
E00062230,0.8,99.2
E00062231,0,100
E00062232,0,100
E00062233,0,100
E00062234,2.1,97.9
E00062235,0.8,99.2
E00062236,0.6,99.4
E00062237,2.5,97.5
E00062238,0.8,99.2
E00062239,2.3,97.7
E00062240,0,100
E00062241,0,100
E00062242,0.8,99.2
E00062243,0,100
E00062244,0,100
E00062245,2,98
E00062246,2.7,97.3
E00062247,0.8,99.2
E00062250,0.8,99.2
E00062251,1.6,98.4
E00062252,0,100
E00062253,0.7,99.3
E00062255,0.8,99.2
E00062256,0,100
E00062257,0,100
E00062258,1.6,98.4
E00062260,0.7,99.3
E00062261,0,100
E00062262,0.5,99.5
E00062263,0,100
E00062265,0,100
E00062266,0,100
E00062268,0,100
E00062269,1.5,98.5
E00062270,0.7,99.3
E00062272,0,100
E00062273,0.7,99.3
E00062274,0,100
E00062275,0,100
E00062276,0.9,99.1
E00062277,0,100
E00062278,0,100
E00062279,0,100
E00062280,0,100
E00062281,0,100
E00062282,0.7,99.3
E00062283,0,100
E00062284,0,100
E00062285,0.7,99.3
E00062286,1.9,98.1
