areacd,disability_3a-001,disability_3a-002
E00155851,9.3,90.7
E00155852,11.3,88.7
E00155853,16.6,83.4
E00155854,11.7,88.3
E00155856,17.5,82.5
E00157365,13.3,86.7
E00157366,22.4,77.6
E00157368,46.8,53.2
E00157369,15.4,84.6
E00157370,8.4,91.6
E00157382,16.1,83.9
E00157388,5.5,94.5
E00157389,14.8,85.2
E00157390,9.4,90.6
E00157391,9.2,90.8
E00157392,10.1,89.9
E00157393,13.9,86.1
E00157394,12.4,87.6
E00157395,10.5,89.5
E00157396,9.2,90.8
E00157397,12.7,87.3
E00157398,10.3,89.7
E00157399,10.1,89.9
E00157400,23.5,76.5
E00157401,10.9,89.1
E00157402,15.6,84.4
E00157403,16.5,83.5
E00157404,24.1,75.9
E00157405,15.4,84.6
E00157406,15.2,84.8
E00157407,13.7,86.3
E00157408,11.5,88.5
E00157409,18.8,81.2
E00157410,20.2,79.8
E00157411,20.3,79.7
E00157412,15.7,84.3
E00157413,18.3,81.7
E00157414,15.5,84.5
E00157415,11.3,88.7
E00157416,13.4,86.6
E00157417,26.2,73.8
E00157418,10.6,89.4
E00157419,17.9,82.1
E00157420,15.4,84.6
E00157421,9.1,90.9
E00157422,8.8,91.2
E00157423,9,91
E00157424,12.4,87.6
E00157425,12.4,87.6
E00157426,13.3,86.7
E00157428,16.6,83.4
E00157429,12.1,87.9
E00157430,14.7,85.3
E00157431,14.9,85.1
E00157432,11,89
E00157433,21.2,78.8
E00157434,12.5,87.5
E00157435,15.8,84.2
E00157436,32.1,67.9
E00157437,7.4,92.6
E00157438,18.6,81.4
E00157449,16.7,83.3
E00157450,6.7,93.3
E00157451,8,92
E00157452,11.9,88.1
E00157453,12.5,87.5
E00157454,13.5,86.5
E00157455,13,87
E00157456,22.2,77.8
E00157457,17.9,82.1
E00157612,16.9,83.1
E00157614,13.4,86.6
E00157615,13.8,86.2
E00157649,8.7,91.3
E00157650,10.5,89.5
E00157651,17.9,82.1
E00157652,11.6,88.4
E00157653,6.5,93.5
E00157655,9.8,90.2
E00157656,9.8,90.2
E00157657,8.1,91.9
E00157682,16.9,83.1
E00157696,10.7,89.3
E00157697,10,90
E00157698,9,91
E00157717,14.7,85.3
E00157718,18,82
E00157719,19.2,80.8
E00157720,11.2,88.8
E00157721,10.2,89.8
E00157722,16.3,83.7
E00157723,20.8,79.2
E00157724,17.7,82.3
E00157725,18.9,81.1
E00157726,24.5,75.5
E00157727,10.3,89.7
E00157728,13.5,86.5
E00157729,12,88
E00157730,11.4,88.6
E00157731,13.7,86.3
E00157732,14.2,85.8
E00157736,6.3,93.7
E00157738,11.6,88.4
E00157739,18.1,81.9
E00157740,9.3,90.7
E00157741,19.4,80.6
E00157743,11,89
E00157744,10.7,89.3
E00157745,9,91
E00157746,14.1,85.9
E00157747,17.4,82.6
E00157748,10,90
E00157749,8.1,91.9
E00160635,9.7,90.3
E00160636,11.5,88.5
E00160723,13,87
E00160724,12.4,87.6
E00160725,20.4,79.6
E00160726,14,86
E00160727,13.7,86.3
E00160729,16.7,83.3
E00160730,30.3,69.7
E00160731,15,85
E00160732,16.9,83.1
E00160733,17.2,82.8
E00160734,11,89
E00160735,23.6,76.4
E00160736,15.7,84.3
E00160737,18.7,81.3
E00160738,16.6,83.4
E00160739,17.3,82.7
E00160740,16.2,83.8
E00160741,15.7,84.3
E00160743,13.5,86.5
E00160744,10.9,89.1
E00160745,19.9,80.1
E00160746,16.4,83.6
E00160747,10.2,89.8
E00160748,9.9,90.1
E00160749,21.5,78.5
E00160750,12.1,87.9
E00160751,11.3,88.7
E00160752,13.5,86.5
E00160753,19.3,80.7
E00160754,9,91
E00160755,13.5,86.5
E00160873,11.3,88.8
E00160874,17.2,82.8
E00160875,10.8,89.2
E00160876,18.1,81.9
E00160877,15.1,84.9
E00160878,14.1,85.9
E00160879,11.5,88.5
E00160880,11.4,88.6
E00161203,12.4,87.6
E00161204,15.9,84.1
E00161205,19.2,80.8
E00161207,11.7,88.3
E00161208,19.8,80.2
E00161209,11.4,88.6
E00161211,10.5,89.5
E00161214,13.8,86.2
E00161215,15.5,84.5
E00161217,14,86
E00161219,24.9,75.1
E00161220,18.7,81.3
E00161221,13.4,86.6
E00161222,13.5,86.5
E00161223,16.7,83.3
E00161224,18.9,81.1
E00161225,14.6,85.4
E00161226,13,87
E00161248,13,87
E00161249,10.5,89.5
E00161250,21.3,78.7
E00161251,21.1,78.9
E00161252,10.8,89.2
E00161253,15.8,84.2
E00161254,14.9,85.1
E00161255,14.6,85.4
E00161272,12.8,87.2
E00161319,11.6,88.4
E00161437,11.8,88.2
E00161439,18.2,81.8
E00161440,13.7,86.3
E00161441,11.6,88.4
E00161442,19.3,80.7
E00161443,18.2,81.8
E00161444,22.2,77.8
E00161445,13.2,86.8
E00161449,21.4,78.6
E00161450,18.3,81.7
E00161451,10.5,89.5
E00161466,11.5,88.5
E00161468,14.5,85.5
E00161471,8.3,91.7
E00161473,15.1,84.9
E00161474,30.7,69.3
E00161475,14.5,85.5
E00161476,12,88
E00161477,24.7,75.3
E00161478,16.1,83.9
E00161522,15.1,84.9
E00161523,13.6,86.4
E00161524,15.7,84.3
E00161525,13.3,86.7
E00161526,8.2,91.8
E00161527,11,89
E00161528,13.9,86.1
E00161529,10.7,89.3
E00161545,19.3,80.7
E00161546,16.9,83.1
E00161548,23.2,76.8
E00161558,18.5,81.5
E00161564,13.4,86.6
E00167716,14.8,85.2
E00167718,29.7,70.3
E00167719,9.6,90.4
E00167720,15.2,84.8
E00167721,12.8,87.2
E00167722,14.1,85.9
E00167723,6.6,93.4
E00167724,16,84
E00167781,21.6,78.4
E00167782,15.6,84.4
E00167783,4.3,95.7
E00167784,7.5,92.5
E00167787,10.8,89.2
E00188556,11.7,88.3
E00188567,12.4,87.6
E00188568,11.6,88.4
E00188571,15.9,84.1
E00188572,13.1,86.9
E00188587,8.9,91.1
E00188588,11.7,88.3
E00188595,10.5,89.5
E00188603,12.7,87.3
E00188606,12.4,87.6
E00188611,11.7,88.3
E00188618,8.4,91.6
E00188623,2.8,97.2
E00188629,9.3,90.7
E00188630,11.1,88.9
E00188631,12.9,87.1
E00188633,8.6,91.4
E00188640,37,63
E00188648,7.9,92.1
E00188651,10.1,89.9
E00188658,11.1,88.9
E00188662,26.1,73.9
E00188668,7.4,92.6
E00188671,11,89
E00188674,4.8,95.2
E00188678,9.7,90.3
E00188680,16.4,83.6
E00188685,24.5,75.5
E00188693,6.8,93.2
E00188695,16.3,83.7
E00188698,13.6,86.4
E00188707,8.3,91.7
E00188711,8.2,91.8
E00188718,12.6,87.4
E00188722,20.2,79.8
E00188730,10.9,89.1
E00188735,9.5,90.5
E00188742,9.2,90.8
E00188746,10.7,89.3
E00188749,10.1,89.9
E00190473,13.9,86.1
