areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00155851,1.3,25.7,41.4,31.6
E00155852,0.7,18.2,44.1,37.1
E00155853,4.7,34.1,37.2,24
E00155854,6.1,41.2,36.8,15.8
E00155856,3.8,33.8,36.1,26.3
E00157365,3.5,32.8,44.9,18.7
E00157366,17.6,26.7,32.1,23.7
E00157368,47.7,46.6,5.2,0.6
E00157369,18.1,38.2,22.9,20.8
E00157370,4.2,32.5,46.7,16.7
E00157382,5.7,24.8,35.5,34
E00157388,11.8,37.4,40.6,10.2
E00157389,3,19.9,44,33.1
E00157390,4,22,40,34
E00157391,4.3,33.6,43.6,18.6
E00157392,7.4,36.9,43,12.8
E00157393,7.4,33.3,41.7,17.6
E00157394,2.1,24.3,40,33.6
E00157395,3.2,17.1,49.4,30.4
E00157396,3.9,34.6,43.3,18.1
E00157397,3.6,42,40.2,14.3
E00157398,0,21.2,46,32.7
E00157399,6.9,26.7,45.7,20.7
E00157400,14.8,47,24.3,13.9
E00157401,2.5,19.7,43.9,33.8
E00157402,6.9,39.7,41.8,11.6
E00157403,6.3,34.3,44.1,15.4
E00157404,14.4,56,22.4,7.2
E00157405,23.5,38.3,28.7,9.6
E00157406,7.1,24.6,45.2,23
E00157407,4.3,36.2,45.2,14.3
E00157408,7.2,32,43.2,17.6
E00157409,12.9,45.7,30.2,11.2
E00157410,18.9,41.9,31.1,8.1
E00157411,9.4,44.1,28.3,18.1
E00157412,16.4,54.7,21.1,7.8
E00157413,19.5,27.6,33.3,19.5
E00157414,5.3,35.4,43.4,15.9
E00157415,7.3,46,38.7,8.1
E00157416,5.6,25.6,40.8,28
E00157417,33.1,43.5,17.7,5.6
E00157418,3,24.2,50,22.7
E00157419,15.6,38.5,32.6,13.3
E00157420,12.5,37.5,37.5,12.5
E00157421,7.8,35.9,36.7,19.5
E00157422,7.3,37.4,39.8,15.4
E00157423,5.1,32.8,40.9,21.2
E00157424,7.5,32.1,41,19.4
E00157425,7.4,43.2,41.1,8.4
E00157426,3.4,38,47.9,10.7
E00157428,11,43.9,35.8,9.2
E00157429,13.6,44,32,10.4
E00157430,9.3,49.3,29.3,12
E00157431,15.6,50.6,26.4,7.4
E00157432,5.8,23.2,50.7,20.3
E00157433,18.5,49.1,25,7.4
E00157434,4.9,32.3,46.3,16.5
E00157435,6.6,39.6,39.6,14.2
E00157436,20.2,49,21.2,9.6
E00157437,0.9,26.1,48.7,24.3
E00157438,6.5,23.9,46.4,23.2
E00157449,8.4,35.7,28,28
E00157450,1.4,25.4,52.1,21.1
E00157451,3.4,21.4,45.3,29.9
E00157452,4.7,31.9,41.9,21.5
E00157453,2.6,18.1,41.4,37.9
E00157454,3.8,22.1,42.3,31.7
E00157455,4,28.2,42.3,25.5
E00157456,5.8,30.8,45.3,18
E00157457,15.1,36.7,36.7,11.5
E00157612,13.5,34.6,40.4,11.5
E00157614,11.4,43.8,35.2,9.5
E00157615,8,31,46,15
E00157649,6.5,43.5,40.3,9.7
E00157650,6.7,29.6,47.4,16.3
E00157651,9.3,25.6,46.5,18.6
E00157652,3.3,38,43,15.7
E00157653,0,29.1,53.2,17.7
E00157655,4.3,42.4,42,11.3
E00157656,7.3,46.3,31.7,14.6
E00157657,4.5,23.9,52.2,19.4
E00157682,5.6,28.2,39.5,26.6
E00157696,5.1,32.2,39.8,22.9
E00157697,5.1,36.7,46.9,11.2
E00157698,5.6,32.4,40.7,21.3
E00157717,8.3,22.9,31.3,37.5
E00157718,7.8,42.2,35.3,14.7
E00157719,22.9,35.9,23.7,17.6
E00157720,8.4,42,38.5,11.2
E00157721,6.1,38.6,38.6,16.7
E00157722,5.2,28.7,49.6,16.5
E00157723,17.4,53.5,21.9,7.1
E00157724,14,38,34.7,13.2
E00157725,34.4,49,15.6,1
E00157726,29,40.2,16.8,14
E00157727,4.7,33.3,48.1,14
E00157728,9.3,40.7,41.7,8.3
E00157729,6.8,28.8,40.2,24.2
E00157730,3.3,25,50.8,20.8
E00157731,3.7,30.8,41.1,24.3
E00157732,8,27.5,35.5,29
E00157736,2.2,16.5,39.6,41.7
E00157738,4.2,26.9,37,31.9
E00157739,7.9,32.9,43.4,15.8
E00157740,5.3,15.9,48.7,30.1
E00157741,6.3,38.5,46.2,9.1
E00157743,5,41,42.4,11.5
E00157744,1.8,28.4,48.6,21.1
E00157745,3.2,23.2,45.2,28.4
E00157746,11.1,27.4,40,21.5
E00157747,22.9,42.4,21.2,13.6
E00157748,6.8,37.6,36.1,19.5
E00157749,6,31.8,41.7,20.5
E00160635,7.1,21.2,32.7,38.9
E00160636,2.1,31,43.4,23.4
E00160723,3.3,26.7,30,40
E00160724,0,31,43.4,25.7
E00160725,13.4,47.6,23.2,15.9
E00160726,3.9,37.5,32.8,25.8
E00160727,1,37.8,34.7,26.5
E00160729,11.3,48.1,33.1,7.5
