areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00155851,63.6,1.6,34.7
E00155852,65.9,1.6,32.5
E00155853,58.5,1.7,39.8
E00155854,57.9,0.5,41.6
E00155856,64.4,1.9,33.7
E00157365,69.4,2.8,27.8
E00157366,51.4,0.4,48.2
E00157368,4.5,0,95.5
E00157369,48.2,1.2,50.6
E00157370,56.5,1.7,41.7
E00157382,63.6,1.2,35.2
E00157388,76.7,0.9,22.4
E00157389,58.8,2.4,38.9
E00157390,65.4,1.9,32.7
E00157391,59.9,1.5,38.6
E00157392,59.1,2.7,38.2
E00157393,61.7,4.4,33.9
E00157394,64,2.8,33.2
E00157395,58,2.7,39.3
E00157396,63.4,3.1,33.5
E00157397,61.2,2.2,36.6
E00157398,55.3,0.4,44.3
E00157399,67.8,3,29.2
E00157400,60.3,0.5,39.2
E00157401,63.9,1.8,34.3
E00157402,64.2,2.3,33.4
E00157403,52.1,0,47.9
E00157404,49.5,3.4,47.1
E00157405,61.1,1.1,37.9
E00157406,42.8,1.2,56
E00157407,51.6,1.2,47.2
E00157408,60,1.9,38.2
E00157409,65.5,2.7,31.8
E00157410,64.7,3.1,32.2
E00157411,43,2.1,55
E00157412,61.8,4.1,34.1
E00157413,54.8,2.7,42.5
E00157414,65.9,0.9,33.2
E00157415,71.6,2.5,25.9
E00157416,56.4,2.2,41.4
E00157417,43.3,4.1,52.6
E00157418,51.8,0.7,47.5
E00157419,47.2,2,50.8
E00157420,50.9,1.8,47.3
E00157421,60.1,1.3,38.7
E00157422,65,0.8,34.2
E00157423,61.2,1.4,37.3
E00157424,51.7,3.1,45.2
E00157425,71,0.9,28.2
E00157426,50.7,2,47.4
E00157428,62.5,0,37.5
E00157429,64.6,1.9,33.5
E00157430,50.4,0.4,49.2
E00157431,60.2,3.1,36.7
E00157432,56.6,4.2,39.2
E00157433,39.7,2.3,58
E00157434,53.8,2.7,43.5
E00157435,39.8,0,60.2
E00157436,41,0.5,58.5
E00157437,52.5,2.1,45.5
E00157438,57.5,2.3,40.2
E00157449,56.2,3.3,40.5
E00157450,54.6,2,43.4
E00157451,56.4,2.8,40.8
E00157452,50.7,1.4,47.9
E00157453,56.1,2.9,41
E00157454,28.7,2.3,69
E00157455,57,0.3,42.7
E00157456,48.2,1.7,50.1
E00157457,54.4,0.8,44.8
E00157612,55.5,3.5,41
E00157614,71,1.8,27.2
E00157615,60.3,2.1,37.6
E00157649,61.4,1.9,36.7
E00157650,55.9,2.1,42.1
E00157651,47.2,1.3,51.5
E00157652,59.9,2.3,37.7
E00157653,63.3,2.9,33.8
E00157655,66,2.9,31.1
E00157656,63.9,2.2,33.9
E00157657,56.2,3.4,40.4
E00157682,49.4,2.6,48
E00157696,38.4,1.3,60.3
E00157697,64,4.3,31.7
E00157698,64.2,0.4,35.4
E00157717,72.2,1,26.8
E00157718,60.3,2.2,37.5
E00157719,51.3,6.6,42
E00157720,71.7,1.8,26.5
E00157721,70.4,2.7,26.8
E00157722,57.1,3.3,39.6
E00157723,48.4,1.2,50.4
E00157724,63.3,0,36.7
E00157725,51.4,0.7,47.9
E00157726,46,3.2,50.8
E00157727,66.8,2.4,30.8
E00157728,69.8,3.7,26.5
E00157729,62.2,1.8,36
E00157730,59.1,1.5,39.4
E00157731,71.5,0.9,27.7
E00157732,55.6,1.8,42.6
E00157736,56.9,1.9,41.2
E00157738,59.6,0.8,39.6
E00157739,54.1,3,43
E00157740,56.2,1.2,42.6
E00157741,61.9,2.9,35.3
E00157743,67.5,1.5,31
E00157744,52.8,1.9,45.3
E00157745,53.4,1.2,45.4
E00157746,65.1,3.3,31.6
E00157747,70.9,2.6,26.5
E00157748,68.9,1.9,29.2
E00157749,71.7,2.9,25.4
E00160635,57.1,3.4,39.5
E00160636,49.1,0,50.9
E00160723,59,5.1,36
E00160724,53.5,0.4,46.1
E00160725,62.2,4.9,32.9
E00160726,60.9,0,39.1
E00160727,54.7,3.9,41.4
E00160729,39.8,3.5,56.6
E00160730,48.9,3.2,47.9
E00160731,54.6,0,45.4
E00160732,59.1,1.7,39.2
E00160733,55.2,3.2,41.5
E00160734,58.9,0,41.1
E00160735,51.5,1.5,47
E00160736,64.6,3.1,32.3
E00160737,61,4.4,34.6
E00160738,51.2,0.5,48.3
E00160739,54.1,3.9,42.1
E00160740,52,1,47
E00160741,57.6,0.3,42.1
E00160743,55.3,3.4,41.4
E00160744,61.9,2.5,35.7
E00160745,55.4,0.4,44.2
E00160746,50,1.4,48.6
E00160747,57.1,3.2,39.6
E00160748,65.3,3.8,31
E00160749,62.2,1,36.8
E00160750,53.5,3.2,43.4
E00160751,56,2.4,41.6
E00160752,56.7,2.4,40.9
E00160753,57.3,4.5,38.2
E00160754,56.3,2.2,41.5
E00160755,53.6,1.9,44.6
E00160873,56.8,1.8,41.4
E00160874,60.6,3.4,36
E00160875,54.7,0.9,44.3
E00160876,56.6,3.2,40.3
E00160877,51.6,0.4,48
E00160878,53.6,2.9,43.4
E00160879,62.8,0.6,36.7
E00160880,60.4,1.6,38
E00161203,69.8,2.8,27.5
E00161204,59.5,1.4,39.1
E00161205,62.8,3,34.2
E00161207,60.6,1.4,38
E00161208,53.3,1.8,44.9
E00161209,57,2.9,40.1
E00161211,59.9,2,38.2
E00161214,59.6,1.5,39
E00161215,69.6,2.1,28.4
E00161217,61.6,1.7,36.7
E00161219,57.2,1.4,41.3
E00161220,58.3,3.8,37.9
E00161221,59.6,4,36.4
E00161222,60.8,2.3,36.9
E00161223,63.9,1.2,34.9
E00161224,46,3.4,50.6
E00161225,63.9,2,34
E00161226,67.5,0,32.5
E00161248,68.6,1.1,30.3
E00161249,73.6,4.3,22.1
E00161250,65.4,3.9,30.7
E00161251,63,4.1,33
E00161252,68.3,2.3,29.3
E00161253,62.4,2.3,35.4
E00161254,71.8,1.9,26.3
E00161255,69.3,3,27.7
E00161272,62.5,3.3,34.2
E00161319,67.6,1.3,31.1
E00161437,69.8,0.4,29.8
E00161439,62,1.8,36.2
E00161440,59.8,1.9,38.3
E00161441,59.1,1.7,39.2
E00161442,59.2,3.7,37.1
E00161443,62.5,2.6,34.9
E00161444,57.6,1.7,40.7
E00161445,54.2,3.5,42.3
E00161449,65,0.9,34.1
E00161450,57.4,0.9,41.7
E00161451,54.6,2,43.4
E00161466,52.3,3,44.7
E00161468,51,2.2,46.8
E00161471,63.1,0.9,36
E00161473,52.3,2.7,45
E00161474,45.7,2.8,51.5
E00161475,58.6,0.4,41
E00161476,61.4,2.2,36.5
E00161477,58.9,4.5,36.6
E00161478,58.7,2.5,38.8
E00161522,59.5,2,38.4
E00161523,58.4,1.7,39.9
E00161524,52,4,43.9
E00161525,59.8,2.5,37.7
E00161526,53.6,1.6,44.7
E00161527,49.8,0.4,49.8
E00161528,58.4,0.8,40.8
E00161529,63.3,1.3,35.4
E00161545,53.4,0,46.6
E00161546,56.9,1.2,41.9
E00161548,52.3,0,47.7
E00161558,60.9,2.2,37
E00161564,68.8,2.3,28.9
E00167716,60.7,1.8,37.5
E00167718,53.5,4.8,41.7
E00167719,70.1,2.7,27.2
E00167720,77.5,6.2,16.3
E00167721,76.8,3.4,19.8
E00167722,59.3,1.2,39.4
E00167723,69.5,4,26.6
E00167724,77.9,0.7,21.4
E00167781,49,2.9,48.1
E00167782,51.8,4.5,43.7
E00167783,76.3,6.3,17.5
E00167784,27.4,1.3,71.3
E00167787,53,1.7,45.3
E00188556,62.3,1.4,36.3
E00188567,68,2.3,29.7
E00188568,68,2.3,29.7
E00188571,55,1.3,43.8
E00188572,62.8,1.9,35.3
E00188587,73.1,3.7,23.3
E00188588,66.3,3,30.7
E00188595,80.7,1.1,18.2
E00188603,59,1.9,39.2
E00188606,69.4,0.4,30.2
E00188611,77.8,3,19.2
E00188618,68.2,3.7,28.1
E00188623,79.5,0.9,19.7
E00188629,78.9,3,18.1
E00188630,76.9,1.7,21.4
E00188631,61.1,1,37.9
E00188633,81.9,3.6,14.5
E00188640,39.1,1.1,59.8
E00188648,68.5,2.2,29.2
E00188651,75.4,2.1,22.5
E00188658,70.4,2.6,27
E00188662,55.1,3.5,41.3
E00188668,84.3,0,15.7
E00188671,68.2,2.2,29.6
E00188674,83,2.4,14.6
E00188678,75.4,1.7,22.8
E00188680,63,1,36
E00188685,55.8,0.6,43.6
E00188693,76.6,0.9,22.5
E00188695,66.9,2.4,30.7
E00188698,47.3,1.8,50.9
E00188707,54.1,2.8,43.1
E00188711,68.2,2.5,29.3
E00188718,62,2.9,35.1
E00188722,63.5,0.5,36
E00188730,30.4,1.3,68.3
E00188735,68.9,4.8,26.3
E00188742,79.5,2.9,17.6
E00188746,82.5,3.6,13.9
E00188749,75.5,2.9,21.6
E00190473,50.8,2.2,47.1
