areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00141442,21.7,43.5,19.6,15.2
E00141443,26.6,49,12.6,11.9
E00141452,23.1,49,14.3,13.6
E00141453,21.8,49.4,12.6,16.1
E00141454,25.4,43.5,16.9,14.1
E00141455,24,46.7,13.3,16
E00141456,32.3,51.6,4.8,11.3
E00141457,24.8,51.1,14.2,9.9
E00141458,29.1,59.3,7,4.7
E00141459,19.7,47,10.6,22.7
E00141460,29.3,45.3,10.7,14.7
E00141461,38,39.4,9.9,12.7
E00141462,14.1,70.3,9.4,6.3
E00141463,26.9,51.9,9.6,11.5
E00141480,14,50,14,22
E00141481,21.9,43.8,16.7,17.7
E00141486,42.9,36.7,12.9,7.5
E00141489,26.6,41.1,10.5,21.8
E00141490,28,36,15.9,20.1
E00141494,27.5,51.7,9,11.8
E00141495,39.7,38.4,11,11
E00141496,30.4,42.2,12.4,14.9
E00141499,27.6,41.4,16.4,14.7
E00141500,36.3,38.7,10.5,14.5
E00141501,25,47.3,11.5,16.2
E00141502,34.6,31.4,17.6,16.3
E00141503,30.7,38,13.1,18.2
E00141504,37.4,36.7,9.5,16.3
E00141505,39.4,40,11.6,9
E00141506,35.8,52.5,6.7,5
E00141507,59.3,24.4,6.5,9.8
E00141508,37.9,27.3,18.9,15.9
E00141509,37.2,43.8,8,10.9
E00141510,24.3,50.9,12.1,12.7
E00141553,17.9,42.9,17.9,21.4
E00141554,34.7,46,4.8,14.5
E00141555,31.8,38.5,18.9,10.8
E00141556,30.9,45.9,12.6,10.6
E00141557,19.7,46.8,18,15.5
E00141558,50.4,37.2,8.8,3.5
E00141559,46.4,38.2,7.3,8.2
E00141560,56.4,36.8,3.8,3
E00141561,38.9,33.6,11.5,15.9
E00141562,26.8,42.5,17.3,13.4
E00141563,41.6,48.7,4.4,5.3
E00141564,63.6,28.2,5.5,2.7
E00141565,23.6,40.2,14.2,22
E00141566,22.9,51.6,7.6,17.8
E00141567,28.2,53,5.1,13.7
E00141568,27.5,43.3,20.8,8.3
E00141569,53.8,28,7.5,10.8
E00141570,41.1,34.8,9.8,14.3
E00141573,48.8,35,8.1,8.1
E00141574,29.4,27.1,20,23.5
E00141575,30.6,50.8,12.9,5.6
E00141576,26.1,34.3,16.9,22.7
E00141577,35.8,40.9,11.7,11.7
E00141578,40.3,36.4,7.8,15.5
E00141607,22.9,54.2,9.6,13.3
E00141608,15.8,55.3,21.1,7.9
E00141609,20.7,52.2,12,15.2
E00141610,20,53.6,10.9,15.5
E00141611,21.4,39.6,20.1,18.9
E00141612,27.6,44.8,11.4,16.2
E00141613,31.3,49.3,9.7,9.7
E00141617,26.8,51.4,9.2,12.7
E00141618,11.1,46.3,14.8,27.8
E00141619,25.8,50,15.3,8.9
E00141620,36.7,40,11.7,11.7
E00141621,25.6,47.4,10.5,16.5
E00141622,23.8,48.3,11.9,15.9
E00141623,27,51.6,10.7,10.7
E00141624,35.2,47.5,7.4,9.8
E00141625,49,30.4,9.8,10.8
E00170108,30.3,46.1,11.8,11.8
E00189803,31.8,46.5,10,11.8
