areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00141442,100,0,0
E00141443,99.3,0.7,0
E00141452,97.5,2.5,0
E00141453,99.5,0.5,0
E00141454,99.7,0.3,0
E00141455,100,0,0
E00141456,99.2,0.8,0
E00141457,100,0,0
E00141458,100,0,0
E00141459,99.4,0.6,0
E00141460,99.4,0.6,0
E00141461,99.3,0.7,0
E00141462,100,0,0
E00141463,99.1,0.9,0
E00141480,99.2,0.8,0
E00141481,96.4,3.6,0
E00141486,95.5,4.5,0
E00141489,98.7,1.3,0
E00141490,99.5,0.5,0
E00141494,98.9,0.8,0.3
E00141495,98.6,1.4,0
E00141496,99.4,0.3,0.3
E00141499,96.8,2.4,0.8
E00141500,99.6,0.4,0
E00141501,99.1,0.6,0.3
E00141502,98.8,0.6,0.6
E00141503,100,0,0
E00141504,98.7,1,0.3
E00141505,99,1,0
E00141506,100,0,0
E00141507,98,2,0
E00141508,100,0,0
E00141509,97.3,2.7,0
E00141510,99,1,0
E00141553,100,0,0
E00141554,96.7,2.5,0.8
E00141555,99.7,0,0.3
E00141556,98.2,0.9,0.9
E00141557,98.3,1.5,0.2
E00141558,99,0.5,0.5
E00141559,98.5,1.5,0
E00141560,99.7,0.3,0
E00141561,96.9,2.2,0.9
E00141562,100,0,0
E00141563,97.9,1,1
E00141564,100,0,0
E00141565,97.9,1.7,0.3
E00141566,98.9,1.1,0
E00141567,98.8,1.2,0
E00141568,100,0,0
E00141569,99.4,0.6,0
E00141570,98.3,1.3,0.4
E00141573,100,0,0
E00141574,99.7,0.3,0
E00141575,99.6,0,0.4
E00141576,98.4,1.6,0
E00141577,98.9,0.7,0.4
E00141578,97.7,1.5,0.8
E00141607,100,0,0
E00141608,100,0,0
E00141609,100,0,0
E00141610,100,0,0
E00141611,99.7,0.3,0
E00141612,98.7,1.3,0
E00141613,99.7,0.3,0
E00141617,98.3,1.7,0
E00141618,100,0,0
E00141619,100,0,0
E00141620,100,0,0
E00141621,99.7,0.3,0
E00141622,98.7,0.3,1.1
E00141623,97.6,2,0.4
E00141624,100,0,0
E00141625,100,0,0
E00170108,100,0,0
E00189803,99.7,0.3,0
