geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00068701,78.5,21.5
E00068703,93.1,6.9
E00068704,86.9,13.1
E00068705,86.6,13.4
E00068706,83.9,16.1
E00068710,85.1,14.9
E00068711,81.9,18.1
E00068712,77.3,22.7
E00068713,84.6,15.4
E00068714,87.2,12.8
E00068717,93.3,6.7
E00068718,91.1,8.9
E00068719,83.9,16.1
E00068720,78.3,21.7
E00068721,89,11
E00068722,84.4,15.6
E00068723,78.5,21.5
E00068724,91.9,8.1
E00068725,83,17
E00068726,96.8,3.2
E00068727,76.9,23.1
E00068728,82.9,17.1
E00068729,88.3,11.7
E00068730,79.6,20.4
E00068731,84.1,15.9
E00068732,78.8,21.2
E00068733,74.3,25.7
E00068734,75.6,24.4
E00068736,89.4,10.6
E00068738,83.6,16.4
E00068813,59.3,40.7
E00068814,65.2,34.8
E00068815,78.8,21.2
E00068816,80.7,19.3
E00068817,81.1,18.9
E00068818,81.4,18.6
E00068819,87.1,12.9
E00068820,58.7,41.3
E00068821,76.6,23.4
E00068822,77.8,22.2
E00068823,46.7,53.3
E00068824,76.4,23.6
E00068825,85.9,14.1
E00068826,46.2,53.8
E00068827,75.1,24.9
E00068828,77.3,22.7
E00068829,82.9,17.1
E00068830,66.5,33.5
E00068831,74.9,25.1
E00068832,57.8,42.2
E00068833,77.2,22.8
E00068834,73.5,26.5
E00068835,70.5,29.5
E00068836,82.4,17.6
E00068837,79.9,20.1
E00068838,68.8,31.2
E00068839,63.6,36.4
E00068840,74.8,25.2
E00068841,68.9,31.1
E00068842,83.1,16.9
E00068843,57.5,42.5
E00068844,78.6,21.4
E00068845,75.6,24.4
E00068846,66.2,33.8
E00068847,74,26
E00068848,70.8,29.2
E00068849,79.6,20.4
E00068850,85.3,14.7
E00068851,87.2,12.8
E00068852,73.4,26.6
E00068853,79.9,20.1
E00068854,83.3,16.7
E00068855,63.6,36.4
E00068856,81.6,18.4
E00068857,75.4,24.6
E00068858,82.2,17.8
E00068859,78.9,21.1
E00068860,73.7,26.3
E00068861,70,30
E00068862,69,31
E00068863,49,51
E00068864,74.3,25.7
E00068865,76.4,23.6
E00069016,84.7,15.3
E00069017,81.5,18.5
E00069019,83.3,16.7
E00069020,88.5,11.5
E00069023,82.4,17.6
E00069024,84.9,15.1
E00069043,80.3,19.7
E00069044,81.1,18.9
E00069045,81.5,18.5
E00069046,88.8,11.2
E00069047,78.4,21.6
E00069048,78.2,21.8
E00069049,88.5,11.5
E00069050,85.9,14.1
E00069051,91.2,8.8
E00069052,87.6,12.4
E00069055,58.1,41.9
E00069056,65.6,34.4
E00069057,43.6,56.4
E00069058,60.8,39.2
E00069059,47.6,52.4
E00069060,46.8,53.2
E00069061,55.7,44.3
E00069078,60.1,39.9
E00069079,60.5,39.5
E00069080,58.6,41.4
E00069081,58.3,41.7
E00069082,61.8,38.2
E00069083,56.5,43.5
E00069084,64.5,35.5
E00069085,57.1,42.9
E00069086,47.4,52.6
E00069087,38.8,61.2
E00069088,38.7,61.3
E00069090,55.7,44.3
E00069094,73.7,26.3
E00069114,73.5,26.5
E00069250,72.6,27.4
E00069254,74.5,25.5
E00069255,75.9,24.1
E00069256,77.5,22.5
E00069257,73.6,26.4
E00069258,76.8,23.2
E00069259,71,29
E00069260,72,28
E00069261,85.2,14.8
