geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00068701,62.3,6.1,31.6
E00068703,60.3,3.7,36
E00068704,65.5,0.5,34
E00068705,65.5,3.2,31.3
E00068706,59.2,4,36.8
E00068710,50.5,3.5,46.1
E00068711,55.9,3.3,40.8
E00068712,66.6,3,30.4
E00068713,56.1,2.9,41
E00068714,64.5,3.1,32.4
E00068717,40.9,2.8,56.4
E00068718,58.7,3.7,37.6
E00068719,68.5,3.7,27.8
E00068720,64.7,4.4,30.9
E00068721,60.8,2.3,36.9
E00068722,61.4,2.1,36.5
E00068723,69.1,3.2,27.6
E00068724,55.5,2.6,41.9
E00068725,59.9,4.7,35.5
E00068726,60,0.7,39.3
E00068727,56.8,3.7,39.5
E00068728,41.9,2,56.2
E00068729,57.3,4.3,38.4
E00068730,46,10.4,43.6
E00068731,38.3,0.9,60.9
E00068732,59.1,1.2,39.7
E00068733,42.5,6.1,51.4
E00068734,55.2,5.6,39.3
E00068736,64.3,1.5,34.2
E00068738,68.1,4.2,27.8
E00068813,57.4,2.6,39.9
E00068814,57.2,2.3,40.5
E00068815,56.9,3.6,39.5
E00068816,45.7,4.2,50.1
E00068817,51.6,5.2,43.1
E00068818,56.2,5.8,38
E00068819,55.5,4.3,40.1
E00068820,56.5,3.4,40.1
E00068821,42.5,5.7,51.8
E00068822,62.3,3.9,33.8
E00068823,69.6,7.8,22.6
E00068824,59.2,5,35.7
E00068825,61,4.9,34.1
E00068826,49.8,17.1,33.1
E00068827,35.9,5.9,58.2
E00068828,51.6,5.3,43.2
E00068829,52.5,5.7,41.8
E00068830,42.4,10.7,46.8
E00068831,59.6,4.8,35.6
E00068832,60.6,3.6,35.7
E00068833,58.9,3.4,37.7
E00068834,54.7,6.4,38.9
E00068835,58.2,4.3,37.5
E00068836,56,4.2,39.8
E00068837,61.7,1.5,36.8
E00068838,59.9,0.4,39.7
E00068839,57.8,2.6,39.7
E00068840,47.8,4,48.2
E00068841,59.5,2,38.5
E00068842,38.5,4.1,57.4
E00068843,56.3,4,39.7
E00068844,47.1,0.9,52
E00068845,59,1.7,39.3
E00068846,56.3,4.7,39
E00068847,49.3,5.9,44.8
E00068848,47.6,5.9,46.5
E00068849,50.4,3.7,45.9
E00068850,39.5,6.2,54.3
E00068851,41.6,3,55.4
E00068852,55.3,4.9,39.8
E00068853,45.6,6.6,47.8
E00068854,46.8,4.7,48.5
E00068855,60.3,1.7,38.1
E00068856,56.4,6.4,37.3
E00068857,52.7,4.8,42.5
E00068858,45.2,4,50.8
E00068859,47.5,3,49.4
E00068860,53.6,5.6,40.8
E00068861,50.8,10.6,38.6
E00068862,59.7,3.4,36.9
E00068863,59.3,7.4,33.3
E00068864,59,7.2,33.8
E00068865,59.3,5,35.7
E00069016,53.2,2.5,44.3
E00069017,51.6,4.5,43.9
E00069019,40,5,55
E00069020,55.5,1.8,42.7
E00069023,57.6,3.6,38.8
E00069024,51.2,6.5,42.3
E00069043,60.6,5.6,33.8
E00069044,50.7,5.6,43.7
E00069045,53.1,5.2,41.8
E00069046,50.4,4.2,45.4
E00069047,53.9,4.1,42
E00069048,58.8,2.9,38.4
E00069049,29.2,0,70.8
E00069050,53.3,4.2,42.5
E00069051,41.8,3.7,54.5
E00069052,44.6,6.9,48.5
E00069055,57.6,10.5,31.9
E00069056,70.5,4.7,24.8
